id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
991677923406236,"Evangeliar Ottos III: CLM 4453 der Bayerischen Staatsbibliothek Münich, Das","Bible Manuscripts, Latin",Gospels of Otto III|||CLM 4453,,"Dressler, Fridolin.|||Mütherich, Florentine.|||Beumann, Helmut.|||Bayerische Staatsbibliothek","Frankfurt am Main|||Arlington, Mass",S. Fischer|||Collector's Library],1978,,,,,monographic,German,text,print,"2 v. : ill., facsims. ; 36 cm.",bibliography,,"Manuscripts, Latin|||Facsimiles|||Illumination of books and manuscripts|||Art, Ottonian|||Bible Gospels",10th century|||11th century,Germany,,,,04104840,
9982279063406236,Růže chuti přerozkošné: antologie moravských rukopisných kancionálů 17. a 18. století,,,"Smyčková, Kateřina, 1987-|||Hálečková, Šárka, 1988-","Univerzita Karlova, Filozofická fakulta. (issuing body)",Praha :,"Univerzita Karlova v Praze, Filozofická fakulta,",2015.,2015,,,Vydání první.,monographic,Czech,text,print|||unmediated|||volume,"181 pages : music scores, facsimiles ; 25 cm","Criticism, interpretation, etc|||History|||bibliography|||text",,"Hymns|||History and criticism|||Hymns, Czech|||Sacred songs|||Church music|||Manuscripts|||History|||Catholic Church",17th century|||18th century,Czech Republic,,9788073085636|||8073085631,,ocn932181640,
991728683406236,"miniatures of the Sacra parallela, Parisinus Graecus 923, The",,,"Weitzmann, Kurt, 1904-1993",,"Princeton, N.J",Princeton University Press,c1979,1979,,,,monographic,"Greek, Modern (1453-)",text,print,"xiii, 272 p., [79] leaves of plates : ill. (some col.) ; 31 cm.",bibliography,,"Illustrations|||Illumination of books and manuscripts, Byzantine|||of Damascus, Saint John|||Bibliothèque nationale (France)|||Sacra parallela",9th century,Turkey,,0691039402,78070320,04492385,
9982660743406236,Tar̄īkh-i Aḳhmad Shākhī: Akhmadshakhova istorii︠a︡ : faksimile rukopisi,,Akhmadshakhova istorii︠a︡,"Maḥmūd ibn Ibrāhīm al-Ḥusaynī, active 18th century","Saidmuradov, D.|||Otdelenie istorii (Akademii︠a︡ nauk SSSR)|||Instituti sharqshinosī (Akademii︠a︡i fanḣoi RSS Tojikiston)",Moskva,Izd-vo Nauka,1974,,,,,monographic,pushto,text,print|||unmediated|||volume,"2 volumes (84 pages, 320 leaves ; [31] pages, 324 leaves) : facsimiles ; 22 cm.",Sources|||bibliography|||government publication|||text,,"Manuscripts, Pushto|||History|||Amir of Afghanistan Aḥmad Shāh Durrānī approximately 1723-1772|||Maḥmūd ibn Ibrāhīm al-Ḥusaynī active 18th century",17th century,Afghanstian,,,,ocm16188642|||16188642,
992136033406236,"illustrated Bibles from Tours, The",,,"Kessler, Herbert L., 1941-",,"Princeton, N.J",Princeton University Press,c1977,1977,,,,monographic,Latin,text,print,"xvii, 157 p., [35] leaves of plates : ill. ; 30 cm.",bibliography,,"Illustrations|||Illumination of books and manuscripts, Carolingian|||Illumination of books and manuscripts|||Bible",9th century,France,,0691039232,76045902,02680923,
9982672283406236,Greshnevskai︠a︡ tetradʹ N.A. Nekrasova|||Грешневская тетрадь Н.A. Некрасова,Poems. Selections,,"Nekrasov, Nikolaĭ Alekseevich, 1821-1878|||Некрасов, Николай Алексеевич, 1821-1878","Makeev, M. S. (writer of foreword, writer of added commentary)|||Gosudarstvennyĭ literaturno-memorialʹnyĭ muzeĭ-zapovednik N.A. Nekrasova ""Karabikha"" (issuing body)|||Istoriko-kulʹturnyĭ kompleks ""Vi︠a︡tskoe"" (issuing body)|||Макеев, М. С. (writer of foreword, writer of added commentary)|||Государственный литературно-мемориальный музей-заповедник Н.А. Некрасова ""Карабиха"" (issuing body)|||Историко-культурный комплекс ""Вятское"" (issuing body)",I︠A︡roslavlʹ :,"Akademii︠a︡ 76,",2015.,2015,,,,monographic,Russian,text,print|||unmediated|||volume,"366 pages : illustrations, portraits, facsimiles ; 25 cm","Biography|||Criticism, interpretation, etc|||Diaries|||Facsimiles|||Manuscripts|||text",,"Manuscripts|||Manuscripts, Russian|||Russian poetry|||History and criticism|||Authors, Russian|||Russian literature|||Nekrasov, Nikolaĭ Alekseevich 1821-1878",19th century,Russia,,9785906040220|||5906040226,,ocn941067865,
992341873406236,"Thornton manuscript (Lincoln Cathedral Ms. 91), The",,,,"Lincoln Cathedral, Library.|||Thornton, Robert, active 1440|||Brewer, Derek, 1923-2008|||Owen, A. E. B. (Arthur Ernest Bion)",London,Scolar Press,1975,,,,,monographic,English,text,print,"xxii, ca. 700 p. : facsims. ; 37 cm.",,,"English literature|||Manuscripts, English|||Facsimiles",15th century,England,,,,01657317,
9982732223406236,"primitivos romances hispánicos: nuevas aportaciones desde los glosarios visigóticos, Los",,,"García Turza, Claudio.","García Turza, Francisco Javier.","San Millán de la Cogolla, La Rioja|||Logroño, La Rioja","Cilengua, Instituto Orígenes del Español|||Fundación San Millán de la Cogolla",2011,,2012).,,,monographic,Latin|||Spanish,text,electronic resource|||remote,1 online resource (306 p.) : ill.,"Electronic books|||Facsimiles|||Glossaries, vocabularies, etc|||Sources|||bibliography|||globe",,"Spanish language|||Manuscripts, Gothic|||Marginalia",12th century|||13th century|||14th century,Spain,,8493929212 (pbk.)|||9788493929213 (pbk.),,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/20936/
992390033406236,King René's book of love =: le cueur d'amours expris,,Le cueur d'amours espris|||Book of love,"Unterkircher, Franz.",,New York,G. Braziller,1975,,,,,monographic,French,text,print,"14 p., [16] leaves of plates : col. ill. ; 28 cm.",bibliography,,"Illustrations|||Illumination of books and manuscripts, Gothic|||I, King of Naples and Jerusalem René 1409-1480|||Österreichische Nationalbibliothek.|||Livre du cuer d'amours espris",15th century,France,,0807607886|||0807609897,75007957,01992917,
9983365243406236,10 Stationen zur mitteleuropäischen Buchmalerei des 15. Jahrhunderts,,Zehn Stationen zur mitteleuropäischen Buchmalerei des 15. Jahrhunderts,"Hamburger, Jeffrey F., 1957-|||Mackert, Christoph",,Luzern :,"Quaternio Verlag Luzern,",2015.,2015,,2015.0,,monographic,German,text,print|||unmediated|||volume,"10 volumes : color illustrations, facsimiles ; 28 cm.",Exhibition catalogs|||Exhibitions|||bibliography|||still image|||text,,"Illumination of books and manuscripts, European|||Illumination of books and manuscripts, Gothic|||Illumination of books and manuscripts, Medieval|||Illuminierte Handschrift|||Inkunabel|||Buchmalerei|||Herzog August Bibliothek.",15th century,Germany,,9783905924435|||3905924439|||9783905924336|||3905924331|||9783905924343|||390592434X|||9783905924350|||3905924358|||9783910108707|||3910108709|||9783905924374|||3905924374|||9783905924381|||3905924382|||9783905924398|||3905924390|||9783905924404|||3905924404|||9783905924411|||3905924412|||9783905924428|||3905924420,,ocn928404120,
992406143406236,Hebrew illuminated manuscripts,Encyclopaedia Judaica,,"Narkiss, Bezalel.",,Jerusalem|||New York],Encyclopaedia Judaica|||Macmillan,[1969],1969,,,,monographic,Hebrew,text,print,175 p. 60 col. facsims. 35 cm.,Catalogs|||bibliography,,"Pictorial works|||Jewish illumination of books and manuscripts|||Illumination of books and manuscripts, Medieval|||Bible OldTestament",various,various,,,72090254,00060959,
9983365263406236,"prayer book of Ursula Begerin, The",,,"Hamburger, Jeffrey F., 1957-|||Palmer, Nigel F.","Bürger, Ulrike, (Conservator) (writer of supplementary textual content)|||Burgerbibliothek Bern, 801.",Dietikon-Zurich,Urs Graf Verlag,2015,,,,,monographic,German,text,print|||unmediated|||volume,"2 volumes : color illustrations, facsimiles ; 30 cm",Facsimiles|||Illustrations|||Prayers and devotions|||Texts|||bibliography|||text,,"Library|||Illumination of books and manuscripts, German|||Illumination of books and manuscripts, Medieval|||Prayer books|||Manuscripts, German|||Devotional literature, German|||History and criticism|||Nuns|||Prayers and devotions|||German language|||Begerin, Ursula -1531|||Catholic Church|||Burgerbibliothek Bern. 801.",14th century|||15th century,Switzerland,,9783859512801|||3859512803,2016411014,ocn934906037,
992721383406236,"Rohan Master: a book of hours, The",,,,"Meiss, Millard.|||Thomas, Marcel, 1917-2017|||Bibliothèque nationale (France)",New York,Braziller,[1973],,,,,monographic,Latin,text,print,247p. (incl. 127 col. plates) 30cm.,Specimens,,Books of hours|||Illumination of books and manuscripts,15th century,France,,,,00753952,
9984473853406236,"Milleran lute book =: Le manuscrit Milleran : Bibliotheque National, Paris : F-Pn ms. Res. 823 : Recueil des plus belles pieces de lut des meilleurs maitres, sur les 14 modes de la musique, The",,Manuscrit Milleran,,"Milleran, René, approximately 1655- (compiler)|||Bibliothèque nationale de France, Réserve 823.",Lübeck :,"Tree Edition,",[2015],2015,,2015.0,,monographic,French,notated music,print|||unmediated|||volume,1 score (240 unnumbered pages) ; 22 x 31 cm,Facsimiles|||Manuscripts|||notated music,,"Lute music|||Manuscripts|||Intabulations (Lute)|||Milleran, René approximately 1655-",17th century,France,,,,ocn902616504,
992727663406236,"Vivas figuras delas partes del cuerpo humano, impressas en moldes de metal: conel epitome de Andres Vesalio, donde se contiene en summa la historia dela fabrica del cuerpo del hõbre : y con otro libro de Diego Grevino dela mesma materia",,,,"Vesalius, Andreas, 1514-1564|||Grévin, Jacques, 1538?-1570",Brussels,Editions Culture et Civilisation,1970],1970,,,,monographic,Spanish,text,print,200 p. : ill. ; 39 cm.,Early works to 1800|||Facsimiles,,Human anatomy|||Atlases|||Manuscripts,16th century,Spain,,,,00769228,
9915688103406236,"new map of the English empire in America viz. Virginia, Maryland, Carolina, New York, New Iarsey [New Jersey], New England, Pennsylvania, Newfoundland, New France &c, A",,,"Senex, John, -1740","Harris, John, fl. 1680-1740|||Historical Society of Michigan (1874- )","Ann Arbor, Mich",Historical Society of Michigan,1974],1974,,,,monographic,English,cartographic,map,1 map : col. ; 50 x 59 cm.,Early works to 1800|||map,,British|||Maps|||Early maps|||Facsimiles,18th century,England,,,77697309 /MAPS/r86,05498705,
9910004273406236,[106 motets,,,,"Murhardsche Bibliothek der Stadt Kassel und Landesbibliothek, 4o Mus. 24/1-4.",,,,,15--]|||15uu,,,monographic,Latin,notated music,microfilm|||microform|||microfilm reel,4 ms. parts.,,,Motets|||Music|||Manuscripts,16th century,Germany,,,,ocm39649713,
9915691493406236,Plan of the city of New York in North America: surveyed in the years 1766 & 1767,,,"Ratzer, Bernard","Kitchin, Thomas, 1718-1784|||Jefferys and Faden, London",New York,Historic Urban Plans,1973,,,,,monographic,English,cartographic,map,1 map ; 103 x 76 cm. on 2 sheets 59 x 86 cm.,Early works to 1800|||map,,Early maps|||Facsimiles|||Maps,18th century,United States,,,76692174 /MAPS/r912,05444344,
9910004363406236,"[Collection containing 1 Te Deum, 1 hymn, 71 motets",,,,"Bayerische Staatsbibliothek, Art. 401.",,,,,15--]|||15uu,,,monographic,Latin,notated music,microfilm|||microform|||microfilm reel,4 ms. parts.,hy-mo-zz,,"Te Deum laudamus (Music)|||Hymns, Latin|||Motets|||Music|||Manuscripts",15th century|||16th century,Germany,,,,ocm39015622|||39015622,
9915704023406236,"Plan of the city of Washington in the Territory of Columbia: ceded by the States of Virginia and Maryland to the United States of America, and by them established as the seat of their government, after the year MDCCC",,,"Ellicott, Andrew, 1754-1820",Thackara & Vallance|||National Ocean Survey,Washington,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Ocean Survey",[1976],1976,,,,monographic,English,cartographic,map,1 map ; on sheet 59 x 77 cm.,Early works to 1800|||map,,Early maps|||Facsimiles|||Maps,18th century,United States,,,79695297 /MAPS/r88,05834408,
9910088183406236,Pradmovy i pasli︠a︡sloŭi pasli︠a︡doŭnikaŭ Frantsyska Skaryny,,Predislovii︠a︡ i posleslovii︠a︡ posledovateleĭ Frant︠s︡iska Skoriny,,"Korotkiĭ, V. G. (Vladimir Georgievich)|||Malʹdzis, Adam.|||Instytut litaratury imi︠a︡ I︠A︡nki Kupaly",Minsk,"""Navuka i tėkhnika""",1991,,,,,monographic,church slavic|||byelorussian,text,print,"308 p. : ill., fascims. ; 23 cm.",bibliography|||biography,,"Manuscripts|||Facsimiles|||Manuscripts, Church Slavic|||Printers|||Printing|||History|||Skaryna, Frantsysk ca. 1490-ca. 1535",16th century,Belarus,,5343004377 :,91213948 //r93,25008195,
9915766213406236,New York at the time of the ratification of the Constitution: from 1776 and 1787 originals in the Library of Congress at Washington,Map of the province of New York,,"Sauthier, Claude Joseph.","Ratzer, Bernhard.|||Faden, William, 1749-1836|||Evans, Lewis T|||United States, Constitution Sesquicentennial Commission.|||Geological Survey (U.S.)","Washington, D.C.?]",U.S. Geological Survey,1938,,,,,monographic,English,cartographic,map,1 map : col. ; 57 x 46 cm.,Early works to 1800|||government publication|||map,,Early Maps|||Facsimiles|||Maps,18th century,United States,,,,10812310,
9910218153406236,"Missale plenarium: Bibl. Capit. Gnesnensis, ms. 149","Missal (Ms. Biblioteka Kapitulna, Gniezno, 149)",,,"Catholic Church|||Biegański, Krzysztof.|||Woronczak, Jerzy.|||Biblioteka Katedralna w Gnieźnie, 149.",Graz,Akademische Druck- u. Verlagsanstalt,"[©1970-1972, v. 1, 1972]",1970/1972,,,,monographic,Latin,notated music,print|||unmediated|||volume,2 volumes ; 34 cm.,Facsimiles|||Gregorian chants|||Manuscripts|||ms-cc|||notated music,,"Missals|||Masses|||Gregorian chants|||Music|||Manuscripts, Latin",11th century|||12th century,Poland,,,72209667,ocm00894607|||894607,
9915791333406236,"United States of America at the time of the ratification of the Constitution: from original maps in the American Geographical Society of New York and the Library of Congress at Washington, The",,"New and correct map of the United States of North America, layd down from the latest observations and best authorities to the peace of 1783","Buell, Abel, 1742-1822","Geological Survey (U.S.)|||United States, Constitution Sesquicentennial Commission.","Washington, D.C",reprinted by U.S. Geological Survey,1938,,,,[2nd ed.],monographic,English,cartographic,map,1 map : col. ; 45 x 50 cm. on sheet 51 x 66 cm.,Early works to 1800|||map,,Early Maps|||Facsimiles|||Maps,18th century,United States,,,gm 71005453,05569401,
9910256313406236,"Gerard Mercator's Map of the world (1569) in the form of an atlas in the Maritiem Museum ""Prins Hendrik"" at Rotterdam",,,"Mercator, Gerhard, 1512-1594","Hoff, Bert van 't, 1900-1979",Rotterdam,Maritiem Museum,1961,,,,,monographic,English,text,print,"69 p. : ill., maps ; 29 cm. + portfolio (14 plates ; 71 cm.)",bibliography,,"World maps|||Early works to 1800|||Early maps|||Facsimiles|||Mercator, Gerhard 1512-1594|||Nova et nucta orbis terrae descriptio ad usum navigantium emendate accommodata",17th century,England,,,67000306,01857371,
9915805833406236,"Plan of the city, intended for the permanent seat of the government of the United States",,,"L'Enfant, Pierre Charles, 1754-1825",,Washington,National Ocean Survey,1972?],1972,,,,monographic,English,cartographic,map,1 map : col. ; 81 x 121 cm.,Early works to 1800|||map,,Early maps|||Facsimiles|||Maps,18th century,United States,,,,21842044,
9910474903406236,"Bible of the poor =: Biblia pauperum : a facsimile edition of the British Library Blockbook C.9.d.2, The",Biblia pauperum. English & Latin,,,"Labriola, Albert C.|||Smeltz, John W.","Pittsburgh, Pa",Duquesne University Press,c1990,1990,,,1st ed.,monographic,Latin|||English,text,print,"ix, 190 p. : ill. ; 27 cm.",,,History of Biblical events|||Picture Bibles|||Illustrations|||Block-books|||Facsimiles|||Wood-engraving|||Bible,15th century,England,,0820702293 :|||0820702307 (pbk.) :,90038474,21950707,
9915978433406236,Late medieval and early Renaissance music in facsimile,,,,"Bent, Margaret.|||Nádas, John Louis.",Chicago,University of Chicago Press,c1995-,1995/9999,,,,monographic,French|||Latin|||Italian,notated music,print,v. ; 37 cm.,Facsimiles|||Manuscripts,,Music,15th century,Italy,,,94704921 /M,32489556,
9910488193406236,"Eton roundels: Eton College MS 177 (""Figurae bibliorum"") : a colour facsimile, The",Figurae bibliorum. English & Latin,,,"Henry, Avril.","Brookfield, VT",Scolar Press,c1990,1990,,,,monographic,Latin,text,print,178 p. : ill. ; 30 cm.,bibliography,,"Picture Bibles|||Illustrations|||Illumination of books and manuscripts, English|||Illumination of books and manuscripts, Medieval|||Manuscripts, English|||Manuscripts, Latin (Medieval and modern)|||Eton College. Library.|||Bible|||Figurae bibliorum",13th century,England,,0859677567 :,89039926,20490783,
9916218013406236,Dunhuang Tan jing xin shu|||敦煌壇經新書,Liuzudashi fa bao tan jing|||六祖大師法寶壇經,,"Huineng, 638-713|||惠能, 638-713","Pan, Chonggui, 1908-|||潘重規, 1908-",Taibei Shi|||台北市 :,"Cai tuan fa ren Fo tuo jiao yu ji jin hui|||財團法人佛陀教育基金會,",Min guo 83 [1994]|||民國83 [1994],1994,,,,monographic,Chinese,text,print,284 p. : facsims. ; 27 cm.,,,Zen Buddhism|||Doctrines|||Early works to 1800|||Huineng 638-713|||惠能 638-713|||Liuzu da shi fa bao tan jing|||Dunhuang manuscripts|||六祖大師法寶壇經,7th century,China,,,,33872302,
9910520623406236,"Chronik des Kreuzfahrerkönigreiches Jerusalem (""Les croniques de Jherusalem abregies"") Facsimile der burgundisch-flämischen Miniaturhandschrift der Wiener Nationalbibliothek Nr. 2533, Die",,Les Chroniques de Jherusalem abregies|||Die chronik des kreuzfahrerkönigreiches Jerusalem,,"Smital, Ottokar, 1885-1932 (ed)|||Vrelant, Guillaume, -1481|||Mazerolles, Philippe de, ca. 1479|||Österreichische Nationalbibliothek, 2533|||Vienna, Nationalbibliothek., Nr. 2533.",München,K. Wolff,[c1924],1924,,,,monographic,French,text,print,"2 v. illus., double plates 29 x 55 cm.",Specimens,,"Illumination of books and manuscripts|||Crusades|||Manuscripts, Burgundian|||Manuscripts, Flemish|||Middle Ages|||History",15th century,France,,,49031178,13476953,
9916355693406236,"Medici codex of 1518: a choirbook of motets dedicated to Lorenzo de' Medici, Duke of Urbino, The",Medici codex,,,"Lowinsky, Edward E. (Edward Elias), 1908-1985 (ed)",Chicago,University of Chicago Press,[1968],1968,,,,monographic,Latin,notated music,print,"3 v. facsims., music. 36 cm.",Early works to 1800|||Facsimiles|||Manuscripts,,"Part-songs, Sacred|||Music|||History and criticism",16th century,Italy,,,67013810 /MN,00282294,
9910545913406236,"pittura etiopica durante il Medioevo e sotto la dinastia di Gondar, La",,,"Leroy, Jules.",,Milano,Electa editrice,[1964],1964,,,,monographic,ge'ez,text,print,"193 p., front. illus. (part col.), plates 32 cm.",bibliography,,"Mural painting and decoration, Medieval|||Illumination of books and manuscripts, Medieval|||Painting, Ethiopian|||Coptic art|||Art, Ethiopian|||Art|||Manuscripts, Ethiopian",14th century|||15th century|||16th century|||17th century|||18th century,Ethiopia,,,68046390,00716587,
9916394653406236,"Codex Tridentinus, 87[-93",Trent codices,,,,Roma,Bibliopola,1969-70],1969/1970,,,,monographic,Latin|||Italian|||French|||German,notated music,print,score (7 v.) 25 cm.,Facsimiles|||Manuscripts,,Music|||Vocal music,15th century,France|||Flanders|||Germany|||England|||Italy,,,72287340,00824200,
9910546213406236,"De arte venandi cum avibus: Ms. Pal. Lat. 1071, Biblioteca Apostolica Vaticana",,,"Frederick, II, Holy Roman Emperor, 1194-1250","Willemsen, Carl Arnold, 1902-1986|||Biblioteca apostolica vaticana",Graz,Akadem. Druck- u. Verlagsanst.,1969,,,,Facsimile ed.,monographic,Latin|||German,text,print,"2 v. illus., facsims., col. plates 36 cm.",Early works to 1800|||Facsimiles|||bibliography,,"Falconry|||Manuscripts, German|||Manuscripts|||Illumination of books and manuscripts, German|||II, Holy Roman Emperor Frederick 1194-1250",13th century,Italy,,,70480146,00854256,
9916394763406236,Fifteenth century basse dances: Brussels Bibl. roy. MS. 9085,,L'art et instruction de bien dancer,"Jackman, James L.","Bibliotheque royale Albert Ier, 9085.","Wellesley, Mass.]",Wellesley College,1964,,,,,monographic,French,notated music,print,"x, 49 p. facsims. 29 cm.",Early works to 1800,,Folk dancing|||Folk dance music|||Dance|||Incunabula|||Facsimiles,15th century,Belgium,,,65003849 /M,02010816,
