id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
9995048293406236,Chilam Balam of Ixil: facsimile and study of an unpublished Maya book,Chilam Balam de Ixil (Manuscript). English|||Chilam Balam de Ixil (Manuscript). Mayan,Facsimile and study of an unpublished Maya book|||Study of an unpublished Maya book,"Caso Barrera, Laura|||Aliphat, Mario","Caso Barrera, Laura (translator)|||Pope, Quentin (translator)",Mexico,Manuscript,17th century,2019,,2019,,monographic,English|||Mayan languages,text,print|||unmediated|||volume,"vi, 395 pages : illustrations (chiefly color), facsimiles ; 25 cm.",Early works|||Early works to 1800|||Facsimiles|||History|||Texts|||Translations|||Translations into Maya|||bibliography|||still image|||text,"""In Chilam Balam of Ixil Laura Caso Barrera translates for the first time a Yucatec Maya document that resulted from the meticulous reading by the Colonial Maya of various European texts such as the Bible and the Poem of the Mío Cid, as well as various studies on astronomy, astrology, calendars, and medicine. The Maya, showing considerable astuteness and insight, appropriated this knowledge. With this study and facsimile, experts can further their knowledge of Mayan calendars or traditional medicine; and Mayan enthusiasts can discover more about the culture's world view and history.""","Manuscripts, Maya|||Maya calendar|||Maya astronomy|||Mayas|||Medicine|||Traditional medicine|||Materia medica, Vegetable|||Religion|||Christian literature, Spanish|||Christianity and culture|||History|||Maya language|||Chilam Balam de Ixil (Manuscript)",,Yucatán (State)|||Mexico,,9789004353015|||9004353011,2018053530,on1078955336|||1078955336,
9917572013406236,"briefe, excellent, and profitable discourse, of the naturall beginning of all growing and liuing things, heate, generation, effects of the spirits, gouernment, vse and abuse of phisicke, preseruation, &c: no lesse pleasant and acceptable to the students of philosophie and phisicke, then beneficiall and necessarie for all others, desirous either of knowledge, health, youth, and long life : collected and tradused as wel forth of the best olde wryters, as out of the new, and most approued in our daies : in the ende wherof is shewed, the order and composition of a most heauenly water, for the preseruation of mans lyfe, A",,"Discourse of the naturall beginning of grovving and liuing things, &c","Jones, John, fl. 1562-1579",,London,"By William Iones, dvvelling in Paules Churchyard at the southvvest doore of Paules, and are ther to be sold",1574,1982,,,,monographic,English,text,microfilm|||microform|||microfilm reel,[54] p. : ill.,,,Medicine|||Early works to 1800,,,,,,22091454,
9918872503406236,Incipit liber Phisionomiæ,Physiognomia,Physiognomia|||Phisionomiæ|||Prima pars libri huius Ca. i,"Scot, Michael, approximately 1175-approximately 1234",,Venice,s.n.,1485,1485,,,,monographic,Latin,text,microform|||microopaque,[48] leaves ; (4to),,,"Medicine, Medieval|||Physiognomy|||Dentistry|||Early works to 1800|||Astrology",,,,,,08810815,
9918872483406236,Ortus sanitatis,Hortus sanitatis,Hortus sanitatis [maior],,,Mainz,J. Meydenbach,1491,1491,,,,monographic,Latin,text,microform|||microopaque,[453] leaves : ill. ; (fol.),Pre-Linnean works,,"Materia medica|||Early works to 1800|||Medicine, Medieval|||Botany, Medical|||Botany",,,,,,08810777,
9935313663406236,Johannis Herculani expositio in primam fen quarti canonis Avicenne,Expositio in primam fen quarti Canonis Avicennae De febribus,Expositio in primam Fen quarti canonis Avicennae,"Arcolani, Giovanni, -1484","Locatelli, Boneto, fl. 1480-1523 (printer)",Venice,"Mandato [et symbol] expe[n]sis nobilis viri Domini Octaviani Scoti civis Modoetiensis [per symbol] Bonetu[m] Locatellu[m] Bergomensez|||Scotto, Octaviano, fl. 1480-1499",1496,1496,,,,monographic,Latin,text,print,148 p. ; 31 cm.,,,"Medicine|||Early works to 1800|||History|||Human anatomy|||Anatomy|||History, 15th Century",15th century,,,,,34949077,
9918851273406236,Speculum lapidum clarissimi artium et medicine,,,"Leonardi, Camillo, fl. 1502",,Venice,[s. n.],1502,,,,,monographic,Latin,text,microform|||microopaque,LXVI leaves ; 21 cm.,,,Medicine|||Early works to 1800|||Materia medica|||Precious stones|||Gems,,,,,,08205334,
9935319563406236,Practica Joannis Arculani,,,"Arcolani, Giovanni, -1484","Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925?",Venice,"Expensis Andrre Torresani, per Bernardinum Vercellensem",1504,,,,,monographic,Latin,text,print,179 l. ; 31 cm.,,,"Medicine|||Early works to 1800|||History|||History, 16th Century",16th century,,,,,14307896,
9918856703406236,[De medica materia],,,"Dioscorides Pedanius, of Anazarbos",,Argent-sur-Sauldre,Apud Ioannem Schottum,1529,,,,,monographic,Modern Greek|||Latin,text,microform|||microopaque,[372] leaves.,,,"Materia medica|||Early works to 1800|||Medicine, Greek and Roman",,,,,,08321457,
9918870993406236,Marbodei De lapidibus pretiosis enchiridion: cum scholijs pictoris villingensis : eivsdem pictorii de lapide molari carmen,,De lapidibus,"Marbode, Bishop of Rennes, fl. 1067-1101",,unknown,s.n.],1531,,,,,monographic,Latin,text,microform|||microopaque,55 leaves,,,"Precious stones|||Therapeutic use|||Early works to 1800|||Medicine, Magic, mystic, and spagiric",,,,,,08744937,
9935303943406236,"Compendium siue (ut vulgo inscribitur): collectorium artis medicae, tam practicae quàm speculatiue",,Collectorium artis medicae|||Nusquam antea impressum Collectorium totius fere medicina,"Bertucci, Niccolò, -1347","Caesarius, Johannes, 1468?-1550?",Cologne,Apud Melchiorem Nouesianum,1537,,,,,monographic,Latin,text,print,"[7], cclxvi p. ; 21 cm.",,,"Medicine|||History|||Medicine, Medieval|||Early works to 1800|||History, 16th Century|||History, Medieval",16th century,,,,,29163558,
9935322873406236,"[Hippokratous Kōou iatrou palaiotatou, pantōn allōn koryphaiou, biblia hapanta] =: Hippocratis Coi medici uetustissimi, et omnium aliorum principis, libri omnes, ad uetustos codices summo studio collati & restaurati",Works. Greek. 1538,Hippocratis Coi medici,Hippocrates.,"Cornarius, Janus, 1500-1558|||Episcopius, Nicolaus, 1501-1564 (printer)|||Froben, Hieronymus, 1501-1563 (printer)",Basel,Froben,1538,,,,,monographic,Ancient Greek,text,print,"[8], 562, [2] p. ; fol.",Early works to 1800,,Medicine,,"Switzerland, Basel",,,,ocm43131426,
9918852323406236,"Hieronymi Fracastorii Homocentrica, eivsdem, De cavsis criticorvm diervm per ea qvæ in nobis svnt",,"Homocentrica|||De cavsis criticorvm diervm per ea qvæ in nobis svnt|||Homocentrica, sive, De stellis|||De stellis","Fracastoro, Girolamo, 1483-1553",,Venice,[s.n.],1538,,,,,monographic,Latin,text,microform.|||microform|||microopaque,"[3], 73 [i.e. 78] leaves : ill. ; 22 cm.",,,Astronomy|||Early works to 1800|||Crises and critical days (Pathology)|||Medicine|||Astrology|||Planets,,,,,,08225178,
9918862833406236,Macri De materia medica lib. V,,De materia medica lib. V,"Macer, Floridus, fl. active 12th century","Comarius, Janus, 1500-1558",Frankfurt,Chr. Ege[nolphus],1540,,,,,monographic,Latin,text,microform|||microopaque,"[12], 132 leaves ; 16 cm.",,,Materia medica|||Early works to 1800|||Medicine,,,,,,08456944,
9935322013406236,"dissection des parties du corps humain diuisee en trois liures, La",De dissectione partium corporis humain libri tres. French,,"Estienne, Charles, 1504-approximately 1564","La Rivière, Estienne de.|||Jollat.|||Tory, Geoffroy, approximately 1480-approximately 1533",Paris,S. de Colines,1546,,,,,monographic,French|||Latin,text,print,405 p. : ill. ; 37 cm.,,,"Human dissection|||Early works to 1800|||Human anatomy|||History|||Medicine|||Dissection|||Anatomy|||History, 16th Century",16th century,,,,78391165 //r864,04591369,
9935319573406236,"Aetii, medici graeci: contractae ex veteribvs medicinae Tetrabiblos, hoc est qvaternio, id est libri uniuersales quatuor, singuli quatuor sermones complectentes, ut sint in summa quatuor sermonum quaterniones, id est sermones XVI",Tetrabiblos. Selections. Latin. 1549,,"Aetius, of Amida, 502-575","Cornarius, Janus, 1500-1558",Basel,apvd Hier. Froben. et Nic. Episcopivm.,1549,,,,,monographic,Ancient Greek|||Latin,text,print,"916, [54] p. ; 33 cm.",,,"Medicine, Greek and Roman|||Medicine|||Early works to 1800|||History|||History, Ancient|||History, 16th Century|||History of Medicine",16th century,,,,,09334029,
9918851033406236,"Leonharti Fvchsii Methodvs sev ratio compendiaria perueniendi ad culmen medicinæ: nunc denuo omni cura recognita : eiusdem de vsitata huius temporis componemdorem, miscendorum[que] medicamentorum ratione, libri tres : indice duplici, Latino & Græce copiosissimo, adiecte",,Methodvs sev ratio compendiaria perueniendi ad culmen medicinæ,"Fuchs, Leonhart, 1501-1566",,Lyon,Apud Gulielmum Rouillium,1550,,,,,monographic,Ancient Greek|||Latin,text,microform|||microopaque,"[16], 533, [54] p. ; 13 cm.",,,"Medicine|||Early works to 1800|||Formulae, receipts, prescriptions",,,,,,08202782,
9934978303406236,"Benedicti Victorii Fauentini philosophi, ac medici excellentissimi, theoricam medicinæ in doctissimo Bononiensi Gymnasio edocentis, In Hippocratis Prognostica commentarii: His accessit Theoricae latitudinum medicinae liber, ad Galeni scopum in arte medicinali",,"Benedicti Victorii Faventini philosophi, ac medici excellentissimi, theoricam medicinæ in doctissimo Bononiensi Gymnasio edocentis, In Hippocratis Prognostica commentarii|||In Hippocratis Prognostica commentarii. His accessit Theoricae latitudinum medicinae liber, ad Galeni scopum in arte medicinali","Vittori, Benedetto, d. 1561","Laurentianus, Laurentius, ca. 1450-1502 (translator)|||Torrentino, Lorenzo, d. 1563 (printer)",Florence,Apud Laurentium Torrentinum ducalem typographum,1551,,,,,monographic,Latin,text,print,"243, [17] p. ; 32 cm.",Early works to 1800,,Medicine|||Galen,,"Italy, Florence",,,,ocm43655100,
9918852413406236,"Petri Andreae Matthioli Commentarii, in libros sex Pedacii Dioscoridis Anazarbei, De medica materia: adiectis quàm plurimis plantarum & animalium imaginibus, eodem authore",Commentarii a Dioscoride. Latin,"Commentarii, in libros sex Pedacii Dioscoridis Anazarbei, De medica materia","Mattioli, Pietro Andrea, 1501-1577",,Venice,"In Officina Erasmiana, apud Vincentium Valgrisium",1554,,,,,monographic,Italian|||Latin,text,microform|||microopaque,"[48], 707 p. : ill. ; 31 cm.",,,"Medicine, Greek and Roman|||Early works to 1800|||Materia medica|||of Anazarbos Dioscorides Pedanius|||De medica materia",,,,,,08230496,
9918852333406236,"Hieronymi Fracastorii Veronensis Opera omnia: in vnum proxime post illius mortem collecta, quorum nomina sequens pagina plenius indicat : accesservnt Andreae Navgerii, patricii Veneti, Orationes duae carminaq. nonnulla, amicorum cura ob id nuper simul impressa, ut eorum scripta, qui arcta inter se uiuentes necessitudine coniuncti fuerunt, in hominum quoque manus post eorum mortem iuncta pariter peruenirent cum illustriss",,Opera omnia|||Orationes duae carminaq,"Fracastoro, Girolamo, 1483-1553","Navagero, Andrea, 1483-1529",Venice,Apvd Ivntas,1555,,,,,monographic,Latin,text,microform|||microopaque,"[6], 285 [i.e. 281], 32 leaves : ill., ports. ; 23 cm.",,,Medicine|||Early works to 1800|||Astronomy,,,,,,08225234,
9940550733406236,De sanitate tuenda libri sex,De sanitate tuenda. Latin,,Galen.,"Linacre, Thomas, 1460-1524",Lyon,Apud Guliel. Rovil.,1559,,,,,monographic,Greek|||Ancient (to 1453)|||Latin,text,print,"375, [39] p. ; 13 cm.",,,"Medicine, Greek and Roman|||Hygiene|||Early works to 1800|||Medicine, Ancient",,,,,,ocm14315845,
9917591163406236,"This is the myrrour or glasse of helth: necessary and nedefull for euery person to loke in that wil kepe their bodye from the syckenesse of the pestilence : and it sheweth how the planettes do raygne in euery houre of the daye and nyghte, with the natures and exposicio[n]s of the xii sygnes deuyded by the xii monethes of the yeare : and shewed the remedies for many dyers infirmities and dyseases that hurteth the bodye of manne",,,"Moulton, Thomas, fl. 1540?",,unknown,T. Colwell,1561?,1561,,,,monographic,English,text,microfilm|||microform|||microfilm reel,[120] p.,,,Medicine|||Early works to 1800|||Medical astrology,,,,,,23893764,
9935310733406236,"Cl. Galeni Pergameni omnia, quae extant, in Latinum sermonem conuersa: quibus post summan antea adhibitam didgentiam, multum nunc quo[que] splen-doris accessit, quód loca quámplurima ex emendatorum exemplarium collatione & illustrata fuerint & castigata : his accedunt nunc primum Con. Gesneri praefatio & prolegomena tripartitia, de vita Galeni, eius[q́ue] libris & interpretibus",Works. Latin. 1561,"Omnia, quae extant, in Latinum sermonem conuersa|||Omnia, qvae extant, in Latinvm sermonem conversa",Galen.,"Gessner, Conrad, 1516-1565|||Gratarolo, Guglielmo, 1516?-1568?|||J. G. S. (Joannes Guicaeus Stratander).",Basel,"Ex III, officin. Frobenianae editione.",1561-1562,1561/1562,,,,monographic,Ancient Greek|||Latin,text,print,11 v. : ill. ; 38 cm.,bibliography|||biography,,"Medicine, Greek and Roman|||Medicine, Ancient|||Medicine|||Early works to 1800|||History|||History, Ancient|||History, 16th Century|||History of Medicine",16th century,,,,,23637257,
9934978413406236,Spittal Bůch,,,"Paracelsus, 1493-1541","Bodenstein, Adam von, 1528-1577",Mulhouse,"Peter Schmid,",1562,1562,,,,monographic,German,text,print|||unmediated|||volume,[83] p. ; 18 cm.,Early works to 1800|||text,,Medicine,,,,,,ocm14318954,http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb00086380-1
9940547383406236,Bartholomaei Eustachii Sanctoseverinatis medici ac philosophi Opuscula anatomica: quorum numerum & argumenta aversa pagina indicabit,Opuscula anatomica,"Bartholomaei Evstachii Sanctoseverinatis medici ac philosophi Opvscvla anatomica|||Opuscula anatomica|||Opvscvla anatomica|||Bartholomaei Eustachii Sanctoseuerinatis Libellus de dentibus|||Libellus de dentibus|||Annotationes horum opusculorum ex Hippocrate, Aristotele, Galeno, aliisque authoribus collectae","Eustachi, Bartolomeo, d. 1574","Pini, Pietro Matteo, b. ca. 1540|||Luchino, Vincenzo, fl. 1550-1566 (printer)",Venice,Vicentius Luchinus excudebat,1563,,,,,monographic,Latin,text,print,"[10], 323, 8 p. of plates, [9], 95, [199] p. : ill. ; 21 cm.",Early works to 1800,,Medicine|||Human anatomy|||Ear|||Anatomy|||Eustachian tube|||Heart|||Valves|||Kidneys|||Thoracic duct|||Early works to 1800|||Veins|||Teeth,,"Italy, Venice",,,,,
9935322003406236,Opera quae extant omnia,,,Hippocrates.,"Cornarius, Janus, 1500-1558|||Culmann, Johann, fl. 1554|||Petreius, Nicolas, 1500-1568",Lyon,Apud haeredes Jacobi Junctae,1567,,,,,monographic,Latin,text,print,588 p. ; 34 cm.,,,"Medicine|||Early works to 1800|||History|||History, 16th Century",,,,,,14294900,
9918835853406236,"Commentaires de M. P. André Matthiolus, medecin senois, sur les six livres de Pedacius Dioscoride, Anazarbeen De la matiere medicinale","Commentarii, in libros sex Pedacii Dioscoridis Anazarbei, De medica materia. French",,"Mattioli, Pietro Andrea, 1501-1577","Du Pinet, Antoine, sieur de Noroy, 1515?-1584?",Lyon,par la veuve de feu Gabriel Cotier,1572,,,,,monographic,French|||Latin,text,microform|||microopaque,"[134], 606, [32] p. : ill. ; 34 cm.",,,"Medicine, Greek and Roman|||Early works to 1800|||Materia medica|||of Anazarbos Dioscorides Pedanius|||De medica materia",,,,,,04069393,
9918872703406236,"Commentaires de M. P. André Matthiolus, medecin senois, sur les six livres de Pedacius Dioscoride, Anazarbeen De la matiere medicinale","Commentarii, in libros sex Pedacii Dioscoridis Anazarbei, De medica materia. French",,"Mattioli, Pietro Andrea, 1501-1577","Du Pinet, Antoine, sieur de Noroy, 1515?-1584?",Lyon,par la veuve de feu Gabriel Cotier,1572,,,,,monographic,French|||Latin,text,microform|||microopaque,"[134], 606, [32] p. : ill. ; 34 cm.",,,"Medicine, Greek and Roman|||Early works to 1800|||Materia medica|||of Anazarbos Dioscorides Pedanius|||De medica materia",,,,,,10359269,
9917577423406236,"treasurie of commodious conceits, & hidden secrets, and may be called, The huswiues closet, of healthfull prouision: mete and necessarie for the profitable vse of all estates both men and women, and also pleasaunt for recreation : with a necessary table of all things herein contayned : gathered out of sundrye experiments lately practised by men of great knowledge, The",,"Huswiues closet, of healthfull prouision","Partridge, John, active 1566-1573",,London,By Richarde Iones,1573,,,,,monographic,English,text,microfilm|||microform|||microfilm reel,"[94] p., [1] leaf of plates : ill.",Early works to 1800,,"Cooking, English|||Medicine, Popular|||Early works to 1800",,,,,,22470062,
9934863473406236,"Constantii Varolii medici Bononiensis: De nervis opticis, nonnullisq; aliis praeter communem opinionem in humano capite observatis",,De nervis opticis,"Varoli, Costanzo, 1543-1575",,Padua,"apud Paulum et Aantonium Meisttos fratres,",1573,1969,,,,monographic,Latin,text,print|||unmediated|||volume,"18 unnumbered pages, 32 pages, 2 unnumbered pages : illustrations ; 18 cm",Early works to 1800|||text,,Optic Nerve|||Medicine,,,,,73348589,ocm01994672,
9917583813406236,"briefe, excellent, and profitable discourse, of the naturall beginning of all growing and liuing things, heate, generation, effects of the spirits, gouernment, vse and abuse of phisicke, preseruation, &c: no lesse pleasant and acceptable to the students of philosophie and phisicke, then beneficiall and necessarie for all others, desirous either of knowledge, health, youth, and long life : collected and tradused as wel forth of the best olde wryters, as out of the new, and most approued in our daies : in the ende wherof is shewed, the order and composition of a most heauenly water, for the preseruation of mans lyfe, A",Galens bookes of elementes|||Bathes of Bathes ayde|||Benefit of the auncient bathes of Buckstones,Discourse of the naturall beginning of grovving and liuing things,"Jones, John, fl. 1562-1579",,London,"By William Iones, dvvelling in Paules Churchyard at the southvvest doore of Paules, and are ther to be sold",1574,,,,,monographic,English,text,microfilm|||microform|||microfilm reel,"[64], 6 [i.e. 12], [16], 35 [i.e. 68], [24], 20 [i.e. 40], [7] p., [2] folded leaves : ill.",,,Medicine|||Early works to 1800,,,,,,23092421,
9917593833406236,"Galens bookes of elementes, as they be in the epitome (whiche may very aptly, in my iudgement, be entituled, for the better vnderstanding of the readers, the originall of all thinges naturall in the vvhole vvorlde: confuting, as well the errours of all them that went before time, as that hath, or shal folowe hereafter of the Paracelcians : marueilous pleasaunt, and most acceptable for all sharpe wittes, desirous of wisedome)",Galen,,"Jones, John, physician",,London,"By VVilliam Iones, dwelling in Paules Churche yarde, at the southvvest doore of Paules, and are there to be solde",1574,,,,,monographic,English|||Latin,text,microfilm|||microform|||microfilm reel,"[8], 6 [i.e. 12] p.",,,Medicine|||Early works to 1800,,,,,,24135568,
9917563863406236,"touchstone of complexions: generallye appliable, expedient and profitable for all such, as be desirous & carefull of their bodylye health : contayning most easie rules & ready tokens, whereby euery one may perfectly try, and throughly know, as well the exacte state, habite, disposition, and constitution, of his owne body outwardly : as also the inclinations, affections, motions, & desires of his mynd inwardly, The",De habitu et constitutione corporis. English,,"Lemnius, Levinus, 1505-1568","Newton, Thomas, 1542?-1607",London,"Imprinted at London, in Fleetestreete, by Thomas Marsh",1576,,,,,monographic,English|||Latin,text,microfilm|||microform|||microfilm reel,"[14], 157 [i.e. 312], [23] p.",bibliography,,Medicine|||Early works to 1800,,,,,,20101519,
9934149033406236,"Informatione del pestifero, et contagioso morbo: il quale affligge et have afflitto questa città di Palermo, & molte altre città, e terre di questo regno di Sicilia, nell'anno 1575 et 1576 ...  Col regimento preservativo, & curativo",,,"Ingrassia, Giovanni Filippo, 1510-1580",,Palermo,Giovan Mattheo Mayda,1576,1576,,,,monographic,Italian,text,print,"[8], 312, [32], 205, [14] p. : illus., ports. ; 22 cm.",Early works to 1800,,Plague|||Medicine,,Italy,,,,ocm14305312,
9935309643406236,"Universa medicina, ab ipso quidem authore ante obitum diligenter recognita: & quatuor libris nunquam ante editis, ad praxim tamen perquam necessariis aucta",,,"Fernel, Jean, 1497-1558","Plancy, Guillaume, 1514-approximately 1568",Frankfurt,Apud Andream Wechelum,1577,,,,Ed. postrema.,monographic,Latin,text,print,"[16], 248, [24], 173, [18], 101 p. : port. ; 33 cm.",,,"Medicine|||Early works to 1800|||History|||Physiology|||Pathology|||History, 16th Century",16th century,,,,,14306339,
9917573373406236,"poore mans ieuuel, that is to say, A treatise of the pestilence: unto the which is annexed a declaration of the vertues of the hearbs Carduus Benedictus, and angelica, which are very medicinabl[e], both against the plague, and also against many other diseases, The",,Poore mans jewel|||Treatise of the pestilence,"Brasbridge, Thomas, active 1590",,London,For George Byshop,1578,,,,,monographic,English,text,microfilm|||microform|||microfilm reel,[64] p.,,,Plague|||Herbs|||Therapeutic use|||Early works to 1800|||Medicine,,,,,,22142620,
9917587073406236,"hospitall for the diseased: wherein are to bee founde moste excellent and approued medicines, as well emplasters of speciall vertue, as also notable potions or drinkes, and other comfortable receptes, bothe for the restitution and the preseruation of bodily healthe : very necessary for this tyme of common plague and immortalitie, and for other tymes when occasion shall require : with a newe addition, An",,,"T. C., active 1579","Cartwright, Thomas, 1535-1603",London,"For Edward White, at the little northdore of Paules Churche, at the signe of the gun, and are there to bee solde",1579,,,,,monographic,English,text,microfilm|||microform|||microfilm reel,"[4], 74, [2] p.",,,"Materia medica|||Early works to 1800|||Plague|||Treatment|||Medicine|||Formulae, receipts, prescriptions",,,,,,23303909,
9935311113406236,Opera Ambrosii Parei: a docto viro plerisque locis recognita,Les oeuvres. Latin,,"Paré, Ambroise, 1510?-1590","Guillemeau, Jacques, 1550?-1613",Paris,Apud Jacobum Du-Puys,1582,,,,,monographic,French|||Latin,text,print,"[12], 884, [22] p. : ill., port. ; 36 cm.",,,"Medicine|||Early works to 1800|||Surgery|||History|||History, 16th Century|||General Surgery",16th century,,,,,29169247,
