,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
11,7118244,"adventures of a parrot, named poll pryan account of her officious ways; including her birth, education, adversity, prosperity, and deaththe",,,,,london,"w. cole1800?-1875; cole, william; davidson, g. h. (george henry); oalton, ann elizabeth; publisher",1826,,,,,monographic,,eng,text,print,104 p. : ill. ; 15 cm,juvenile fiction; novel,,conduct of life; parrots; prisoners; voyages and travels; youth,,,juvenile,,,ocm32605773,
12,7896468,adventures of captain gulliver; gulliver's travelsthe,gulliver's travels,,,,dublin :,"printed by john martin, 59, south great georges street(fictitious character); 1667-1745; gulliver, lemuel; swift, jonathan",1806; 1810; [between 1806 and 1810?],1806; 1810,,,,monographic,,eng,text,print; unmediated; volume,38 pages : illustrations ; 13 cm,fiction; juvenile fiction; juvenile works; specimens; text,,"chapbooks; chapbooks, irish; gulliver, lemuel (fictitious character); voyages, imaginary(fictitious character) gulliver, lemuel",,,juvenile,,,ocn953828489,
13,8235804,adventures of captain hornthe,,,,,new york,"charles scribner's sons; new york : charles scribner's sons, 18951834-1902; 1867-1944; armstrong, margaret; margaret armstrong binding collection (library of congress); oliver wendell holmes collection (library of congress); stockton, frank r; stockton, frank richard, 1834-1902",1895,,,,,monographic,,eng,text,print; unmediated; volume,"vii, 404 pages ; 20 cm",adventure fiction; fiction; juvenile fiction; juvenile works; publishers' advertisements-1895; publishers' cloth bindings (binding)-new york (state)-new york-1895; text,,adventure stories; brigands and robbers; brothers and sisters; conduct of life; outdoor life; sailors; ship captains; shipwrecks; treasure troves; voyages and travels; youth,,peru,juvenile,,75319787,ocm01583097,
14,763070,adventures of huckleberry finn; adventures of huckleberry finn (tom sawyer's comrade); huckleberry finnscene: the mississippi valley. time: forty to fifty years ago,adventures of huckleberry finn,huckleberry finn,,,"[new york, new york] :; new york: :","charles l. webster and company.; new york : charles l. webster and co., 1885, ©1884; press of j.j. little & co. nos. 10 to 20 astor place, new york(fictitious character); 1835-1910; 1861-1933; charles l. webster and company; finn, huckleberry; j.j. little & co; kemble, e. w. (edward windsor); twain, mark; twain, mark, 1835-1910",1885,1885,,1884,,monographic,,eng,text,print; unmediated; volume,"366, [2] pages, 1 unnumbered leaf of plates : illustrations, portrait ; 22 cm",action and adventure fiction; adventure stories; bildungsromans; fiction; humorous fiction; humorous stories; juvenile literature; novel; rare books; still image; text,"recounts the adventures of a young boy and an escaped slave as they travel down the mississippi river on a raft, and tells of the people they encounter, including a pair of swindlers and two families in a feud","boys; fugitive slaves; male friendship; race relations; runaway children(fictitious character) finn, huckleberry",,mississippi river; missouriunited states new york new york,,,31035230,6010580; ocm06010580,
15,1076897,"a vindication of the ways of providence; adventures of kamoula, the lovely arabian, or, a vindication of the ways of providenceexemplified in the triumph of virtue and innocence over corruption, perjury, and malicethe",,a vindication of the ways of providence,,,london,"printed by j.s. hollis, romsey, for lackington, allen and co. ..1653-1713; pétis de la croix, françois",1801,,,,,monographic,,eng,text,print,"4⁾, 156, 2⁾ p., 1⁾ leaf of plates : ill. ; 15 cm",,,conduct of life; juvenile fiction; tales,,,juvenile,,,14909554,
16,6827343,adventures of mother hubbard and her dog; dunigan's edition; old mother hubbardthe,old mother hubbard,dunigan's edition,,,new york,"edward dunigan & brother, 151 fulton-st1768-1826; martin, sarah catherine",1852; [not before 1852?],1852,,,,monographic,,eng,text,print,15 (i.e. 8) p. : ill. ; 20 cm,juvenile poetry,,dogs,,,juvenile,,,ocm34264146,
17,1082424,"adventures of robert, earl of huntingdon; robin hoodcommonly called robin hood, the famous english archerthe",robin hood,,,,baltimore,printed and sold by william warner,1812,,,,,monographic,,eng,text,print,"110, 2⁾ p. ; 14 cm",,,,,,juvenile,,,20680591,
18,7896466,adventures of robinson crusoethe,,,,,leeds :,"j. roberts1661?-1731; defoe, daniel",1820; [approximately 1820],1820,,,,monographic,,eng,text,print; unmediated; volume,12 pages : illustrations ; 11 cm,juvenile fiction; specimens; text,,"castaways; chapbooks; chapbooks, english; crusoe, robinson (fictitious character); islands; shipwreck survival",,atlantic ocean,juvenile,,,ocn926104455,
19,6827600,adventures of teasing tom and naughty ned with a spool of clark's o.n.t. cottonthe,,,,,new york,"f.b. pattersonclark thread company; clark, george a; patterson, f. b",1879; c1879,1879,,,,monographic,,eng,text,print,[8] p. : ill. ; 12 cm,juvenile poetry,,birds; children; conduct of life; malicious mischief; thread,,united states new york new york,juvenile,,,ocm10646692,
20,6343154,"adventures of the beautiful little maid cinderilla, or, the history of a glass slipper; cinderella. english; cinderilla, or, the little glass slipper; historical description of the cat; history of a glass slipper; surprising adventures of cinderilla, or, the history of a glass slipperto which is added, an historical description of the cat",cinderella. english,"cinderilla, or, the little glass slipper; historical description of the cat; history of a glass slipper; surprising adventures of cinderilla, or, the history of a glass slipper",,,york,"printed and sold by j. kendrew, colliergate",1820; [1820?],1820,,,,monographic,,eng,text,print,31 p. : ill. ; 11 cm,chapbooks; fairy tales; juvenile literature,,conduct of life,,,juvenile,,26022742,ocm04710574,
21,7912032,adventures of three englishmen and three russians in southern africa; aventures de trois russes et de trois anglais. englishthe,aventures de trois russes et de trois anglais. english,,,,glasgow; london; new york,"george routledge and sons1828-1905; 1840-; frith, henry; verne, jules",1887; [1887],1887,,,,monographic,,eng,text,print,176 p. ; 18 cm,fiction,"three englishmen and three russians and their guide, a bushman named mokoum, set out to measure the arc of the meridian in the kalahari desert. during the expedition war is declared between england and russia",hunting; hunting stories; indigenous peoples; scientific expeditions,,"africa; africa, southern; kalahari desert",juvenile,,,ocn317553148,
22,8161152,adventures of tom sawyer; tom sawyerthe,,tom sawyer,,,"chicago, ill; hartford, conn","american pub. co1835-1910; twain, mark",1884,,,,,monographic,,eng,text,print; unmediated; volume,"6 preliminary leaves, [17]-274, [1] pages including frontispiece, illustrations 22 cm",fiction; text,,,,mississippi river; missouri,,,,ocm04727192,
23,9635632,"adventures of william waters, and his ass bob; history of william waters and his ass bob; william waters; william waters and his ass bobornamented with neat wood cuts; with beautiful cutsthe",,history of william waters and his ass bob; william waters; william waters and his ass bob,,,otley,"printed by and for w. walker, at the wharfdale, stanhope press",1815; [approximately 1815?],1815,,,,monographic,,eng,text,print; unmediated; volume,"16, [1] pages : illustrations ; 11 cm",juvenile literature; juvenile works; specimens; text,,"chapbooks, english; conduct of life",19th century,,juvenile,,,31043873; ocm31043873,
24,8546945,"advice to the teens; advice to the teens, &c. & c; advice to the teens, or, practical helps towards the formation of one's own character; practical helps towards the formation of one's own character",,"advice to the teens; advice to the teens, &c. & c; practical helps towards the formation of one's own character",,,london (paternoster row),"printed for rest fenner1759-1829; curtis, s; fenner, rest; taylor, isaac",1818,,,,,monographic,,eng,text,print; unmediated; volume,"[4], vi, 194 pages, [1] leaf of plates (frontispiece) : 1 illustration (engraving) ; 17 cm",life skills guides; text,,conduct of life; self-culture; teenage boys; youth,,great britain,,,,ocn317618207,
25,1023263,"aesop in rhyme, or, old friends in a new dress; aesop's fables. selections",aesop's fables. selections,,,,new york; philadelphia,"appleton; hendersonpark, marmaduke","1855; 1855,c 1852",1855,,,,monographic,,eng,text,print,288 p. : ill. ; 18 cm,,,fables,,,,,,02353183,
26,7896472,aesop's fables; aesop's fables. selections. english,aesop's fables. selections. english,,,,baltimore; new york,"published by samuel wood & sons, no. 261 pearl street; samuel s. wood & co., no. 212 market st",1822,,,,,monographic,,eng,text,print,44 p. : ill. ; 13 cm,juvenile literature; specimens,,animals; chapbooks,,,juvenile,,,ocm12242445,
27,1022224,"aesop's fablesa new version, chiefly from original sources",aesop's fables,,,,london,"j. murray1809-1863; 1820-1914; james, thomas; tenniel, john",1863,,,,,monographic,,eng,text,print,"xx, 148 p. : ill. ; 18 cm",,,fables,,,,,,06137345,
28,7111993,"aesop's fables, complete; aesop's fables. english",aesop's fables. english,,,,philadelphia,"j.b. lippincott1809-1863; james, thomas",1864,,,,,monographic,,eng,text,print,"xx, 21-208 p. : ill. ; 16 cm",,,fables,,,,,,ocm37774208,
29,8928535,æsop's fablesfrom the version,,,,,"south norwalk, ct","c.w. knudsen1781-1864; aesop; aikin, lucy; james, thomas; rev., vicar of sibbertoft",1879,,,,,monographic,,eng,text,print; unmediated; volume,"30 pages, iv, 1 leaf sq. 16mo",text,,english language; spelling (phonetic),,,,,,ocm37813316,
30,8868398,aesop's fables; aesop's fables. englishin words of one syllable,aesop's fables. english,,,,london; new york,"cassell & co1781-1864; aikin, lucy",1888; ©1888,1888,,,,monographic,,eng,text,print; unmediated; volume,87 pages : illustrations ; 22 cm,text,,fables,,,juvenile,,,ocm18447956,
31,8472666,affecting history of the children in the wood; babes in the wood; children in the wood; children in the wood (ballad); history of the children in the woodthe,children in the wood (ballad),babes in the wood; children in the wood; history of the children in the wood,,,london :,"w. fortey, printer, monmouth courtfortey, w. s. (william samuel)",1860; 1885; [between 1860 and 1885],1860; 1885,,,,monographic,,eng,text,print; unmediated; volume,8 unnumbered pages : illustrations (woodcuts) ; 13 cm,specimens; text,,"chapbooks; chapbooks, english",,,juvenile,,,ocn953875315,
32,6537201,afternoon tearhymes for children,,,,,london; newcastle-on-tyne,"frederick warne and co; mawson, swan, and morganemmerson, h. h; frederick warne and co; sowerby, j. g. (john g.)",1880; [1880],1880,,,,monographic,,eng,text,print,64 p. : col. ill. ; 26 cm,,,children's poetry,,,juvenile,,,ocm25819296,
33,8365002,agnesa franconia story,,,,,new york,"harper & brothers publishers. franklin square1803-1879; abbott, jacob; approximately 1829-; harper & brothers; minton, christopher; minton, john; orr, nathaniel; roberts, william; wells, jacob",1853; [1853],1853,,,,monographic,,eng,text,print; unmediated; volume,"vi, [5], 12-224 p. : ill. ; 18 cm",fiction; juvenile fiction; juvenile literature-1853; juvenile works; publishers' cloth bindings (binding)-1853; relief prints; text,,blind children; children's accidents; children's stories; conduct of life; country life; fishing stories; play; shipbuilding; sick children,,united states new york new york,juvenile,,,ocn191234305,
34,6909589,"agricultural and economical almanac, for the year of our lord; agricultural and economical almanack, for the year of our lordcalculated for the meridian of new-havenan",,"agricultural and economical almanac, for the year of our lord",,,hartford [conn.]; new haven [conn.],"cooke & hale; printed by j. barber; sold by maltby, goldsmith & co1785-1859; middlebrook, elijah; society for promoting agriculture in the state of connecticut",1816; 1816-1821; 1821,1816; 1821,,,,serial,annual,eng,text,print,6 v. ; 21 cm,,,"almanacs, american",,connecticut,,,98650510,ocm06401895,
35,7251009,ainslee storiesthe,,,,,cambridge; new york,"hurd and houghton; new york : hurd and houghton ; cambridge : riverside press, 1868 (cambridge [mass.] : stereotyped and printed by h.o. houghton and co.); riverside press1839-1918; campbell, helen; campbell, helen, 1839-1918; champney, w. l; h.o. houghton & company; hurd & houghton; riverside press (cambridge, mass.); smith, s. l","1868; c1868, 1876",1868,,,,monographic,,eng,text,print,"411 p., [8] leaves of plates : ill. ; 18 cm",novel,,children's stories,,united states massachusetts cambridge; united states new york new york,juvenile,,,49568191; ocm49568191,
36,8116849,airy fairy lilian,,,,,new york,a.l. burt1855?-1897; duchess,1879; 1900; [between 1879 and 1900],1879; 1900,,,,monographic,,eng,text,print; unmediated; volume,348 pages : 1 front plate ; 20 cm,text,,,,,,,,ocm28591063,
37,8363113,"alcovecontaining some further account of timboo, mark and fannythe",,,,,new york,"harper & brothers; new york, harper & brothers [1856]1803-1879; abbott, jacob; abbott, jacob, 1803-1879",1856; ©1856,1856,,,,monographic,,eng,text,print; unmediated; volume,"160 pages including frontispiece, illustrations 18 cm",text,,children's stories,,,juvenile,,44027168,ocm01995645,
38,1035183,alcuin and the rise of the christian schools,,,,,london,"w. heinemann1853-1943; 735-804; alcuin; west, andrew fleming",1893,,,,,monographic,,eng,text,print,"vii, 205 p. : ill., map ; 18 cm",,,"education, medievalalcuin 735-804",,,,,,03423720,
39,6135377,alhambrathe,,,,,london; new york,"macmillan1783-1859; 1855-1936; 1857-1926; alhambra (granada, spain); irving, washington; pennell, elizabeth robins; pennell, joseph",1896,,,,,monographic,,eng,text,print,"xx, 436 p. : ill. ; 28 cm",,,"alhambra (granada, spain)",,,,,38036424,ocm03299250,
40,7896475,"ali baba (folk tale); ali baba, or, the forty thieves; arabian nights; forty thieves",ali baba (folk tale); arabian nights,forty thieves,,,london,"printed by w.s. fortey, (late a. ryle), monmouth court, bloomsbury, w.c",1859; [1859],1859,,,,monographic,,eng,text,print,8 p. : col. ill. (wood-engravings) ; 18 cm,juvenile literature; juvenile works; specimens,,"chapbooks; folk literature, arabic; thieves",,,juvenile,,,ocm49614344,
41,7724022,alice learmonta fairy tale,,,,,london,"chapman and hall-1876; 1826-1887; craik, dinah maria mulock; godwin, james",1852,,,,,monographic,,eng,text,print,"146 p., [2] leaves of plates : ill. ; 17 cm",,,,,,,,,ocm22432484,
42,7695248,"alice in wonderland ; and, through the looking glass; alice's adventures in wonderland; through the looking-glassand, through the looking glass",,"alice in wonderland ; and, through the looking glass; through the looking-glass",,,boston :,"boston : lothrop pub. co., ©1898; lothrop publishing company(fictitious character from carroll); 1820-1914; 1832-1898; alice; carroll, lewis; carroll, lewis, 1832-1898; lothrop publishing company; tenniel, john",1898; [1898],1898,,1898,new ed. in 1 v; new edition in 1 volume,monographic,,eng,text,print; unmediated; volume,"208 pages, 3 unnumbered leaves of plates : illustrations (some color) ; 24 cm",fiction; juvenile fiction; juvenile works; text,,(fictitious character from carroll) alice,,united states massachusetts boston,juvenile,,,ocm12618210,
43,8217467,"alice's adventures in wonderland, and through the looking-glass; through the looking-glass",,through the looking-glass,,,new york,"macmillan(fictitious character from carroll); 1832-1898; alice; carroll, lewis",1881,,,,new ed. in 1 v,monographic,,eng,text,print; unmediated; volume,"2 volumes in 1(192, 224 pages) : illustrations ; 21 cm",fiction; juvenile fiction; text,,fantasy fiction(fictitious character from carroll) alice,,,,,,ocm43893794,
44,7695717,alice's adventures in wonderland,,,,,new york :,"macmillan & co.(fictitious character from carroll); 1820-1914; 1832-1898; alice; carroll, lewis; tenniel, john",1893,1893,,,new edition,monographic,,eng,text,print; unmediated; volume,"192 pages, 1 unnumbered leaf of plates : illustrations ; 19 cm",fiction; juvenile fiction; juvenile works; text,,(fictitious character from carroll) alice,,,juvenile,,,ocm23458370,
45,7747158,alice's adventures in wonderland; through the looking-glass; through the looking-glass and what alice found therethrough the looking-glass,,through the looking-glass; through the looking-glass and what alice found there,,,new york,"macmillan1820-1914; 1832-1898; carroll, lewis; tenniel, john",1897,,,,new ed,monographic,,eng,text,print,192 p. : ill. ; 19 cm,,,fantasy,,,juvenile,,,ocn463397105,
46,8737247,"all about poor little topsy; uncle tom's cabin. 1853from ""uncle tom's cabin""",uncle tom's cabin. 1853,,,,london :,"partridge and oakey1811-1896; stowe, harriet beecher",1853,1853,,,,monographic,,eng,text,print; unmediated; volume,1 volume (unpaged) ; 15 cm,juvenile fiction; text,,topsy (fictitious character : adamson),,,juvenile,,,ocn316460970,
47,8482977,"all for the best, or, the old peppermint man / by t. s. arthur. the story without an end : from the german of carove / by sarah austin ; with a preface and key to the emblems by a. bronson alcott; the story without an end",,the story without an end,,,new york :,"james miller (647 broadway)1789-1852; 1793-1867; 1799-1888; 1809-1885; alcott, amos bronson; arthur, t. s. (timothy shay); austin, sarah; carové, friedrich wilhelm",1877; [1877?],1877,,,,monographic,,eng; ger,text,print; unmediated; volume,"130, 93 pages : illustrations, plates ; 16 cm",fiction; juvenile fiction; juvenile works; text,,conduct of life,,,juvenile,,,ocn954335690,
48,7941121,all round the clock,,,,,new york,"e.p. dutton & cobennett, h. m. (harriet m.); e.p. dutton (firm); mack, robert ellice; nister, ernest",188u; [188-?],188u,,,,monographic,,eng,text,print; unmediated; volume,"64 pages : frontispiece, illustrations (some color) ; 24 cm",juvenile poetry; text,,children; children's poetry; conduct of life; picture books for children,19th century,gemany nuremberg; united states new york new york,juvenile,,,ocm09365389,
49,4415973,"""all that glitters is not gold.""",,,,,boston,"wright & potter printing companysalter, mary j","1886; [1886, c1880]",1886,,,,monographic,,eng,text,print,102 p. 18 cm,,,,,,,,,ocm01081865,
50,8213499,"allan quatermainbeing an account of his further adventures and discoveries in company with sir henry curtis, bart., commander john good, r.n., and one umslopogaas",,,,,london,"london, longmans, green, and co., 1887; longmans, green, and co1856-1925; haggard, h. rider (henry rider); haggard, h. rider (henry rider), 1856-1925",1887,,,,,monographic,,eng,text,print; unmediated; volume,"4 preliminary leaves, 278, [2] pages : frontispiece (portrait) illustrations, plates ; 20 cm",fiction; text,,"adventure stories, english; hunting guides; quatermain, allan (fictitious character)",,africa,,,44044935,ocm03596493,
51,4221237,almanac of twelve sportsan,,,,,london,"william heinemann1865-1936; 1872-1949; chandler kipling collection (library of congress); elizabeth robins pennell collection (library of congress); kipling, rudyard; nicholson, william","1898; 1898, c1897",1898,,1897,,monographic,,eng,text,print,[32] p. : col. ill. ; 32 cm,,,"sports in artnicholson, william 1872-1949",,,,,84167493,ocm11842076,
52,9048685,almanack for 1883,,,,,"london (broadway, ludgate hill); new york (9, lafayette place)","george routledge and sons1826-1905; 1846-1901; evans, edmund; george routledge and sons; greenaway, kate",1883; [1883],1883,,,,monographic,,eng,text,print; unmediated; volume,[24] pages : color illustrations ; 11 cm,juvenile literature; juvenile works; text,,"almanacs, english; months; natural history; seasons",,england london; united states new york new york,juvenile,,,ocm09123071,
53,7091424,alone in london,,,,,london,"religious tract society1832-1911; religious tract society (great britain); stretton, hesba",1869; [1869?],1869,,,,monographic,,eng,text,print,144 p. : ill. ; 16 cm,juvenile fiction,,children; christian life; death; grandfathers; homeless children; hospitals; orphans; poor; poverty; reconciliation,,,juvenile,,,ocm04444988,
54,8958203,"alonzo and melissa; alonzo and melissa, or, the unfeeling father; unfeeling fatheran american tale",alonzo and melissa,alonzo and melissa; unfeeling father,,,philadelphia :,"claxton, remsen and haffelfinger; philadelphia, claxton, remsen and haffelfinger, 18791790-1848; approximately 1759-1812; jackson, daniel; jackson, daniel, b. 1790; mitchell, i. (isaac)",1879,1879,,,,monographic,,eng,text,print; unmediated; volume,252 pages ; 16 cm,fiction; juvenile fiction; juvenile works; novel; text,,brothers and sisters; conduct of life; courtship; fathers and daughters; friendship; marriage; social classes; wealth; youth,,,juvenile,,,ocm14768052,
55,4365358,alphabetan,,,,,new york,"r.h. russell1872-1949; nicholson, william",1898,,,,,monographic,,eng,text,print,"1 p.l., 26 col. pl. 44 cm",,,alphabet; english language,,,,,18023207,ocm00543529,
56,4643998,alphabet of flowersthe,,,,,london,"dean and son, lithographers, printers, and book and print publishers, 31, ludgate hilldean & son",1855; [1855?],1855,,,,monographic,,eng,text,print,"8 leaves, 4 p. of publisher's advertisements : col. ill. (wood engravings) ; 25 cm",juvenile poetry; pictorial works,,alphabet; english language; flowers,,,,,,ocm82308721,
57,7896479,alphabet of lessons for childrenan,,,,,united states],"published by the american tract societyamerican tract society; approximately 1821-; roberts, robert",1848; [not after 1848?],1848,,,,monographic,,eng,text,print,"15, [1] p. : ill. ; 11 cm",specimens,,chapbooks; sunday school literature,,united states,juvenile,,,ocm81092186,
58,7713099,"amaranth; amaranth, or, ttoken of remembrance; token of remembrancea christmas and new year's gift for 1854the",,amaranth; token of remembrance,,,boston :,"phillips, sampson, and companypercival, emily; phillips, sampson & company",1854,1854,,1853,,monographic,,eng,text,print; unmediated; volume,"288 pages, 7 unnumbered leaves of plates : illustrations ; 19 cm",specimens; text,,gift books,,,,,,ocm54677386,
59,8116821,amateur firemanan,,,,,new york,"e.p. dutton & co1840-1922; 1848-1912; cary, william de la montagne; e.p. dutton (firm); otis, james",1898; ©1898,1898,,,,monographic,,eng,text,print; unmediated; volume,"v, 324 pages, [9] leaves of plates : illustrations ; 21 cm",fiction; juvenile fiction; juvenile works; novel; text,,arson; boys; conduct of life; courage; detective and mystery stories; fire fighters; heroes; homeless boys; newspaper vendors; rescues; shoe shiners,,united states new york new york,juvenile,,,ocm18811414,
60,1025573,american boy's book of sports and gamesa repository of in-and-out-door amusements for boys and youththe,,,,,new york,"dick & fitzgeraldorr, nathaniel",1864; c1864⁾,1864,,,,monographic,,eng,text,print,600 p. : ill. ; 20 cm,,,games; juvenile literature; sports,,united states,juvenile,,a 18001842,00616221,
61,7110655,"american girl's book, or, occupation for play hoursthe",,,,,new york,"j. miller1787-1858; leslie, eliza",1866,,,,16th ed,monographic,,eng,text,print,383 p. : ill. ; 16 cm,,,amusements; handicraft,,united states,juvenile,,,11855672; ocm11855672,
62,7109704,"american juvenile keepsake, for 1835the",,,,,new york,"t. illman1770-1844; hofland, (barbara); mrs",1834; c1834,1834,,,,monographic,,eng,text,print,"x, 250 p., [10] leaves of plates : ill. ; 16 cm",,,gift books,,,,,,ocm05276975,
63,603734,"american printera manual of topography, containing complete instructions for beginnersthe",,,,,philadelphia,"mackellar1812-1899; mackellar, thomas",1874,,,,9th ed,monographic,,eng,text,print,336 p. front. illus. 20 cm,,,printing,,,,,,08686235,
64,1013892,american wonderland,,,,,philadelphia,"claxton, remsen, and haffelfinger; philadelphia : claxton, remsen, and haffelfinger, 1871 ([philadelphia] : collins)bache, richard meade; claxton, remsen & haffelfinger; t.k. & p.g. collins (firm); van ingen & snyder",1871,,,,,monographic,,eng,text,print; unmediated; volume,"258 pages, [1] leaf of plates : illustrations ; 20 cm",children's stories-1871; juvenile fiction; novel; text,,children's stories; indians of north america,,united states pennsylvania philadelphia,juvenile,,,ocm00819855,
65,7091682,"amos armfield, or, the leather-covered bible; leather-covered bible",,leather-covered bible,,,new york,american tract society1787-1854; american tract society; old humphrey,1848; 1894; [between 1848 and 1894?],1848; 1894,,,,monographic,,eng,text,print,141 p. : ill. ; 12 cm,juvenile fiction; juvenile literature; novel,,bible stories; brothers and sisters; children; christian life; conduct of life; religious education; storytelling; wealthbible,,,juvenile,,,ocm26879788,
66,1086909,"amulet; or, christian and literary remembrancer; christian and literary remembrancerthe",,christian and literary remembrancer,,,london; philadelphia,t. wardle; w. baynes,1828,,,,,monographic,,eng,text,print,426 p. : ill. ; 15 cm,,,gift-books,,,,,,01379537,
67,6852210,amusing history of tom thumb; history of tom thumb; tom thumb. englishthe,tom thumb. english,history of tom thumb,,,london],"dean & son, threadneedle stdean & son",1800; 1899; [18--],1800; 1899,,,,monographic,,eng,text,print,11 p. : col. ill. ; 14 cm,,,children's stories,,,juvenile,,,763181168; ocn763181168,
68,8215762,"anchorwith sketches of the lives of jeremiah evarts, james montgomery, and gregory t. bellthe",,,,,philadelphia,"american sunday-school union, no. 146 chestnut street1781-1831; 1787-1834; 1793-1834; american sunday-school union; bedell, gregory t. (gregory townsend); committee of publication; evarts, jeremiah; montgomery, james",1836; [1836?],1836,,,,monographic,,eng,text,print,72 p. : ill. ; 15 cm,juvenile literature,,"anchors, sea; christianity; death; religious aspectsbedell, gregory t. (gregory townsend) 1793-1834; evarts, jeremiah 1781-1831; montgomery, james 1787-1834",,,juvenile,,2010479047,ocn712590528,
69,1040057,"ancient customs, sports, and pastimes, of the englishexplained from authentic sources, & in a familiar manner",,,,,london,"john harris; london : john harris, 1832 (london : samuel bentley)1756-1846; 1785-1868; active 18th century-19th century; aspin, jehoshaphat; aspin, jehoshaphat, 18th/19th cent; bentley, samuel; harris, john",1832,,,,,monographic,,eng,text,print,"256, [8] p., [12] leaves of plates : col. ill. ; 14 cm",juvenile literature; juvenile works; publishers' advertisements-1832,,amusements; festivals; manners and customs; national characteristics; social life and customs; sports,,england; great britainengland london,juvenile,,,ocm03849741,
