id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
MSS_1002_B001_F30_I04,Excerpts from 1978 Department of Public Welfare Publication Challenge,,,,,January-February 1978,,,,,,"A copy of the January-February 1978 issue of the Department of Public Welfare's Challenge magazine. This issue includes sections that discuss Community Living Arrangements, Family Resource Services, Early Intervention, and Vocational Rehabilitation.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 30, Item 4",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F31_I01,"Speech by The Honorable Frank S. Beal Secretary of Public Welfare at the Mercer County Association for the Retarded, INC. Annual Dinner",,,,,"May 20, 1976",,,,,,A copy of a speech by Frank S. Beal given at the Mercer County Association for the Retarded's Annual Dinner. The speech discusses the future of care for people with disabilities. Beal focuses on the unsustainability of institutions and the need to transition to more community-based residential programs.,,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 31, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F32_I01,ACC-PARC News Request for Coverage,,,,,"November 9, 1976",,,,,,"An ACC-PARC News announcement requesting press coverage for Frank S. Beal's follow-up visit. The third in a series of meetings on a lack of programs, services, and facilities.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 32, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F32_I02,"ACC-PARC News Release, 1976 Beal Visit",,,,,"November 4, 1976",,,,,,A press release from ACC-PARC about the upcoming visit from Frank S Beal of the Department of Public Welfare. ACC-PARC urges families and community members to attend to show their support for alternatives to institutions.,,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 32, Item 2",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F32_I03,"ACC-PARC Request for Coverage, Dr. Frank Menolascino",,,,,"November 2, 1976",,,,,,"An ACC-PARC request for media coverage of the visit of NARC (National Association for the Retarded) president, Dr. Frank Menolascino. Dr. Frank Menolascino was scheduled to speak in Pittsburgh and to receive the Institute of Pennsylvania Hospital Award in recognition of his advocacy for individuals with intellectual and developmental disabilities. ACC-PARC hoped to use his visit to draw attention to alternatives to institutionalization.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 32, Item 3",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F35_I01,"""Growth, Opportunity; Security: Commitment to Pennsylvania Human Services"" Pamphlet",,,,,"May 10, 1978",,,,,,"A pamphlet with a statement by Richard L. Thornburgh on the need to ensure the development of, and provide opportunities for all Pennsylvania Citizens during his campaign for Governor of Pennsylvania.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 35, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F39_I01,"""All You Ever Wanted to Know About Residential Services for the Mentally Retarded but Were Afraid to Ask"" Flyer",,,,,"December 12, 1972",,,,,,A flyer for an ACC-PARC hosted event that offered citizens a discussion and presentations on the state of residential care for residents of PA state schools.,,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 39, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F52_I01,Letter About Public Meeting with Frank S. Beal,,,,,"June 7, 1976",,,,,,"A letter that informs the recipients of a meeting with Secretary of Welfare, Frank S. Beal, in downtown Pittsburgh. The letter invites parents and families to share their concerns for their children and demand alternatives to institutions.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 52, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F52_I02,"""Pretty Words? Or a Real Commitment?"" ACC-PARC Handout",,,,,June 1976,,,,,,An informational handout by ACC-PARC regarding the alternatives to state institutions for individuals with developmental and intellectual disabilities. The handout includes quotes by officials from the Department of Public Welfare and facts about the lack of programming and non-institutional residential facilities.,,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 52, Item 2",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F54_I01,Parents and Guardians of Residents at Western State School and Hospital Position Statement,,,,,"August 11, 1974",,,,,,"A position statement by Harry Goldberg, president of the Western State School and Hospital Parents Group, accusing both the state and PARC of misunderstanding and mishandling problems at Western State School and Hospital.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 54, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F54_I02,"Budget Data for Community Living Arrangements Program, 1974-1977",,,,,c. 1975-1976,,,,,,"A copy of the data gathered for the Community Living Arrangements Program. The data includes available funds, the number of operation programs, the number of residents in CLAs, and previous living arrangements.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 54, Item 2",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F58_I03,City Planning Commission Meeting Minutes,,,,,"October 11, 1977",,,,,,"Minutes for the City Planning Commission's October 11, 1977 meeting. The Commission discussed the possibility of a group home run by the Children's Aid Home for Special People non-profit. The minutes contain handwritten notes, possibly written by Bob Nelkin, throughout the pages.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 58, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F61_I01,Community Living Facilities Task Force Minutes,,,,,"January 12, 1978",,,,,,"Minutes from the January 1978 meeting of the Community Living Facilities Task Force, amendments to Senate Bill 94 was discussed. Senate Bill 94 dealt with changing zoning laws to allow group homes in all residential areas in Pennsylvania.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 61, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F62_I01,Letter from Robert Hoffman to Thomas Halloran on legal concerns related to Senate Bill 94,,,,,"February 3, 1978",,,,,,A letter from Robert Hoffman addressing Thomas Halloran's concern that Senate Bill 94 would allow dangerously mentally ill individuals to live in group homes in all residential areas.,,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 62, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F62_I02,Information Compiled on Senate Bill 94,,,,,c. 1977-1978,,,,,,"A copy of the information gathered, probably by PARC, used to support Senate Bill 94. Senate Bill 94 allowed the zoning of group homes in all residential areas. This packet includes a cost analysis, statistics from polls, and addresses the concern of property values.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 62, Item 2",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F63_I01,Legislative Action,,,,,"March 31, 1978",,,,,,"A copy of PARC's March 31, 1978 issue of the Legislative Action newsletter. This issue focuses on legislative issues that include discussion on the passage of Senate Bill 94, which allowed zoning for group homes in all residential areas.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 63, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F63_I02,House Roll Call on Senate Bill 94,,,,,"March 14, 1978",,,,,,"A copy of the roll call from the Pennsylvania House of Representatives listing how members voted on Senate Bill 94, which the zoning of group homes in all residential areas. Subscribers to PARC's Legislative Action magazine received this roll call with the March 31, 1978 issue.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 63, Item 2",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F63_I03,Community Living Facilities Task Force Minutes (2),,,,,"July 14, 1978",,,,,,"Minutes from the July 1978 meeting of the Community Living Facilities Task Force. The Task Force discussed the City of Pittsburgh's stance on Senate Bill 94, legislation that allowed the zoning of group homes in all residential areas.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 63, Item 3",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F63_I04,Summary in Support of Senate Bill 94,,,,,c. 1978,,,,,,"A list of people who will be affected by Senate Bill 94 (legislation that allows the zoning of group homes in all residential areas), including individuals with physical disabilities and individuals with intellectual and developmental disabilities of all ages.",,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 63, Item 4",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F63_I05,Proposed Amendment to Section 1 of Senate Bill 94,,,,,c. 1978,,,,,,A proposed amendment to Senate Bill 94's first section specifying the type of individuals with mental illness able to live in group homes zoned for residential areas.,,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 63, Item 5",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F63_I06,Proposed Amendment to Section 4 of Senate Bill 94,,,,,c. 1978,,,,,,A proposed amendment to Section 4 of Senate Bill 94 dealing with provisions for individuals if the nearest group home to them is at capacity.,,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 63, Item 6",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F63_I07,"Senate Bill 94, Group Homes, Zoning",,,,,"March 14, 1978",,,,,,An updated version of Senate Bill 94 with amendments from the Pennsylvania House of Representatives. Senate Bill 94 allowed the zoning of group homes in all residential areas.,,,,Bob Nelkin Collection of ACC-PARC Records,I. Administrative Records 1953-1983,"box 1, folder 63, Item 7",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I01,Draft Agreements Between ACC-PARC and Department of Public Welfare Letter from Charles Peters,,,,,"November 13, 1972",,,,,,"A copy of a letter sent to Charles Peters, executive director of ACC-PARC, that contained a draft of agreements between ACC-PARC and the Department of Public Works discussing how the organizations will work together.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I02,Information Gathered for Virginia Thornburgh Interview on Closeup Program,,,,,"October 24, 1972",,,,,,"Background information on ACC-PARC and Virginia Thornburgh for Don Cannon and Bob Sprague, the hosts of the television show Closeup for an upcoming interview.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 2",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I03,Questions for Ginny Thornburgh Interview,,,,,c. 1972,,,,,,A copy of questions asked and Virginia Thornburgh's answers during a media interview regarding State Centers and integration. Thornburgh was First Vice president of ACC-PARC and chairwoman of ACC-PARC's State School and Hospital and Interim Care Committee at this time.,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 3",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I04,Parents Training Seminar Flyer,,,,,February 1973,,,,,,A flyer advertising ACC-PARC's Parent Training Seminar aimed to inform parents what life entails inside state institutions for their children.,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 4",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I05,Right to Education in State Institutions Memo from Bob Nelkin,,,,,"December 13, 1973",,,,,,A memo from Bob Nelkin to the State Schools and Hospitals and Interim Care Committee on recent resolutions at a Harrisburg meeting of the Right to Education Masters.,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 5",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I06,Children's Rehabilitation Center Unannounced Visit Notes,,,,,"November 29, 1972",,,,,,"Transcribed notes taken during an announced visit by ACC-PARC to the Children's Rehabilitation Center in Butler, PA. Nelkin was a member of this inspection team that observed the condition of the center.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 6",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I07,ACC-PARC Residential Services Committee Listing of Objectives Draft,,,,,"November 28, 1972",,,,,,"A list of objectives for the ACC-PARC Residential Services Committee, focusing on reforms to ensure resident's rights for individuals with intellectual and developmental disabilities residing in state institutions.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 7",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I08,"Report Concerning A Call About Children's Rehabilitation Center, Butler, PA",,,,,"December 29, 1972",,,,,,"A note by Bob Nelkin regarding a phone call from an employee of the Children's Rehabilitation Center. The employee discussed issues at the center following a strike. This document includes hand-written notes, possibly by Nelkin, inquiring how ACC-PARC reacted to this call.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 8",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I09,January 1973 Visit to Children's Rehabilitation Center Notes,,,,,"January 1, 1973",,,,,,"Transcribed notes during a visit by ACC-PARC to Children's Rehabilitation Center in Butler, PA. Bob Nelkin was a member of the visitation team that noted inadequate staffing and programming at the center.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 9",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I10,December 1972 Visit to Children's Rehabilitation Center,,,,,"December 29, 1972",,,,,,"Transcribed notes during a visit by ACC-PARC to Children's Rehabilitation Center in Butler, PA during a strike of childcare workers. Bob Nelkin was a member of the visitation team.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 10",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I11,Letter from Ralph Meador to Charles Peters,,,,,"December 21, 1972",,,,,,"A letter sent to Charles Peters about the Nancy W. situation at Polk State School and Hospital. Meador agrees that it is inappropriate to restrict communications between residents and their families, and says that this right will be included on the ""Bill of Rights"" for individuals with developmental and intellectual disabilities. Meador also states that he will instruct Dr. McClelland to review and revise his policy on using the telephone.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, folder 65, Item 11",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I12,Letter from Mr. W. to Dr. James R. McClelland,,,,,"September 28, 1972",,,,,,,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 12",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I13,Reforming the State Schools and Interim Care Committee Statement,,,,,"November 28, 1972",,,,,,,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 13",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I14,State School and Hospital and State-Subsidized Interim Care Facilities Memo,,,,,"December 1, 1972",,,,,,"A memo from Charles Peters regarding recent visits to State School and Hospitals and Interim Care Facilities, alternatives to institutions, and the problem of individuals without disabilities placed in state schools and hospitals.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 14",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I15,ACC-PARC News Release,,,,,"November 30, 1972",,,,,,An ACC-PARC news release describing an upcoming educational program hosted by the organization regarding residential services for individuals with disabilities. The program aimed to inform citizens of the life of residents in state schools and institutions.,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 15",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I16,ACC-PARC President Dr. Norman Mulgrave Memo,,,,,"October 25, 1972",,,,,,A memo sent by ACC-PARC President Dr. Norman Mulgrave regarding the possibility of a Civil Rights suit between ACC-PARC and the state.,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 16",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I17,Letter to Kenneth Winograd on Residential Care Facilities,,,,,"August 24, 1972",,,,,,"A letter sent to Kenneth Winograd from Louis Reid on behalf of a group of architects, engineers, and concerned citizens. Reid and these groups asked Winograd to use his influence to permit the use of conventional residences, duplexes, and triplexes as suitable living arrangements for group homes for individuals with developmental and intellectual disabilities.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 17",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I18,Department of Public Welfare News Release Memo,,,,,"September 17, 1972",,,,,,"A memo sent to regional PARC organizations by Patricia Clapp, president of PARC, with copies of a news release from the Department of Public Works regarding state services for persons with disabilities.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 18",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I19,Letter from Charles Peters on Investigating Private Institutions,,,,,"July 25, 1972",,,,,,A letter sent to Robert Casey from Charles Peters regarding the possibilities and logistics of investigating private institutions that provide services for individuals with intellectual and developmental disabilities like the Allegheny Valley School and the Laurel House in Pittsburgh and Fayette County respectively.,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 19",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I20,Charles Peters Residential Care Memo,,,,,"July 11, 1972",,,,,,A memo from Charles Peters to the ACC-PARC Board of Directors urging them to bring greater awareness to the plight of Pennsylvanians with intellectual and developmental disabilities.,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 20",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F65_I21,Letter from Virginia Thornburgh to Joseph Diannabell Regarding White Deer Interim Care Facility Visit,,,,,"July 24, 1972",,,,,,"A letter from Virginia Thornburgh, chairwoman of the State School and Hospital and Interim Care Committee, to Joseph Diannabell, director of the White Deer Interim Care Facility, expressing a desire to visit the facility in early August.",,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 65, Item 21",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
MSS_1002_B001_F66_I01,Memo on Use of Somerset State Hospital,,,,,"March 13, 1973",,,,,,A memo from Bob Nelkin to other ACC-PARC officers regarding the decision to not place individuals with mental illnesses at Somerset State Hospital.,,,,Bob Nelkin Collection of ACC-PARC Records,II. State School and Hospital (SSH) and Interim Care Committee Records 1972-1997,"box 1, Folder 66, Item 1",Heinz History Center,"Detre Library & Archives, Heinz History
                            Center",collection.341
