id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
9918010633406236,"treatise of chirurgical operations: after the newest, and most exact method founded on the structure of the parts ... : to which is annex'd A general idea of wounds, A",,,"La Charrière, Joseph de, d. 1690",,London,Printed for Dan. Brown ...,MDCXCV [1695],1986,,,,monographic,French|||English,text,microfilm|||microform|||microfilm reel,"[10], 345, [5] p.",,,Surgery|||Early works to 1800|||Medicine,,,,,,27242136,
9918011393406236,"XCIX canons, or rules: learnedly describing an excellent method for practitioners in physick",,,"Macollo, John, 1576?-1622",,London,J. Grismond,1659,,,,,monographic,English|||Scottish Gaelix,text,microfilm|||microform|||microfilm reel,"[8], 112 p.",,,Medicine|||Early works to 1800,,,,,,27411958,
9918011663406236,"Pains afflicting humane bodies: their various difference, causes, parts affected, signals of danger or safety : shewing the tendency, of chronick, and acute diseases, for a seasonable prevention of fatal events : with a tract of issues and setons",,,"Maynwaringe, Everard, 1628-1699?",,London,Printed for Henry Bonwicke ...,1682,,,,,monographic,English,text,microfilm|||microform|||microfilm reel,"[8], 229, [2] p.",,,Medicine|||Early works to 1800,,,,,,27645467,
9918670343406236,"Dieser Albertus Magnus schreibet Geburthen der Kinder und von denen Weibern: samt denen darzu gehörigen Arzneyen, und Unterricht, wie sich sowo[h]l die Gebährenden verhalten, als auch die Hebammen ihrer Pflicht gemäs, oder andere dabey benöthigte Personen, ihre Dienste verrichten sollen : nebst einer Erklärung von den Tugenden der vornehmsten Kräutern, und von Kraft und Würkung der Edelgesteine, item, von Art und Natur etlicher Thiere, aus Appolinaris [pseud.] Grossen Kräuter-Buch gezogen, und denn ein bewährtes Mittel für die Pestilenz, und wie man sich wegen des Aderlassens verhalten solle, mit beygefüget : anjetzo denen Land Leuten zu Nutz wieder aufs neue eingerichtet, und mit darzu dienlichen Figuren ausgezieret",Liber aggregationis. German|||De secretis mulierum. German,,"Albertus, Magnus, Saint, 1193?-1280","Ryff, Walther Hermann, -1548",s.l,s.n.,16--?],16uu,,,,monographic,German,text,print,106 p. : ill. ; 17 cm.,Early works to 1800,,"Medicine, Medieval|||Medicine, Magic, mystic, and spagiric|||Herbs|||Lapidaries (Medieval literature)|||Bestiaries|||Plague",,,,,,39616213,
9918834243406236,Regneri de Graaf Opera Omnia,,,"Graaf, Reinier de, 1641-1673",,Lugd[uni] Batav[orum],Ex officina Hackiana,1677,,,,,monographic,Latin,text,microform|||microopaque,"16, 717 p., [67] leaves of plates : ill., port. ; 18 cm.",,,Medicine|||Early works to 1800|||Generative organs|||Pancreas|||Secretions,,,,,,02044554,
9918835853406236,"Commentaires de M. P. André Matthiolus, medecin senois, sur les six livres de Pedacius Dioscoride, Anazarbeen De la matiere medicinale","Commentarii, in libros sex Pedacii Dioscoridis Anazarbei, De medica materia. French",,"Mattioli, Pietro Andrea, 1501-1577","Du Pinet, Antoine, sieur de Noroy, 1515?-1584?",Lyon,par la veuve de feu Gabriel Cotier,1572,,,,,monographic,French|||Latin,text,microform|||microopaque,"[134], 606, [32] p. : ill. ; 34 cm.",,,"Medicine, Greek and Roman|||Early works to 1800|||Materia medica|||of Anazarbos Dioscorides Pedanius|||De medica materia",,,,,,04069393,
9918842003406236,"mirror of stones: in which the nature, generation, properties, virtues and various species of more than 200 different jewels, precious and rare stones, are distinctly described : also certain and infallible rules to know the good from the bad, how to prove their genuineness, and to distinguish the real from counterfeits : extracted from the works of Aristotle, Pliny, Isadorus, Dionysius Alexandrinus, Albertus Magnus, &c, The",Speculum lapidium. English,,"Leonardi, Camillo, fl. 1502",,London,J. Freeman,1750,,,,,monographic,English|||Latin,text,microform|||microopaque,"xiv, 240 p. ; 18 cm.",,,Medicine|||Early works to 1800|||Materia medica|||Precious stones|||Gems,,,,,,06387602,
9918843513406236,"Zoonomia, or, The laws of organic life",,The laws of organic life,"Darwin, Erasmus, 1731-1802",,London,J. Johnson,1794-96,1794/1796,,,,monographic,English,text,microform|||microopaque,2 v. : ill. ; 27 cm.,,,Physiology|||Early works to 1800|||Pathology|||Medicine|||Evolution,,,,,,07889876,
9918845603406236,"complete collection of the medical and philosophical works of John Fothergill: with an account of his life and occasional notes, A",,,"Fothergill, John, 1676-1744","Elliot, John, 1747-1787",London,Printed for John Walker,1781,,,,,monographic,English|||Latin,text,microform|||microopaque,"xx, 661 p., [3] leaves of plates (some folded) : ill., ports. ; 22 cm.",bibliography,,"Medicine|||Early works to 1800|||Fothergill, John 1676-1744|||Collinson, Peter 1694-1768|||Russell, Alexander 1715?-1768",,,,,,08041053,
9918846323406236,"Dominici Gulielmini Opera omnia mathematica, hydraulica, medica, et physica",,"Opera omnia mathematíca, hydraulica, medica et physica","Guglielmini, Domenico, 1655-1710",,Genevae,"sumptibus Cramer, Perachon & socii",1719,,,,,monographic,Latin,text,microform|||microopaque,"2 v. : ill., port. ; 25 x 20 cm.",Early works to 1800,,Science|||Mathematics|||Early works to 1800|||Hydraulics|||Medicine,,,,,,08072762,
9918847123406236,"Aur Philip Theoph Paracelsi Bombast ab Höenheim Opera omnia: medico-chemico-chirurgica, tribus voluminibus comprehensa",,,"Paracelsus, 1493-1541",,Genevae,I. Antonii & S. de Tournes,1658,,,,,monographic,Latin,text,microform|||microopaque,3 v. ; 34 cm.,,,Medicine|||Early works to 1800,,,,,,08101232,
9918849513406236,"introduction to electricity: in six sections, An",,,"Ferguson, James, 1710-1776",,London,Printed for W. Strahan and T. Cadell,1770,,,,,monographic,English,text,microform|||microopaque,"140 p., 3 folded leaves of plates : ill. ; 21 cm.",bibliography,,Electricity|||Early works to 1850|||Experiments|||Electricity in medicine|||Early works to 1800,,,,,,08167103,
9918850543406236,Miroir universel des arts et sciences,Lo specchio di scienza universale. French,Les caprices de médicine,"Fioravanti, Leonardo, 1517-","Chapius, Gabriel, 1546-1611|||Epernon, Jean-Louis de Nogaret de La Valette, duc d', 1554-1642",Paris,Chez Pierre Cavellat,1586,,,,Reveu & augmenté en céte seconde edition /,monographic,French|||Italian,text,microform|||microopaque,"[xiv], 526, [15] p. ; 18 cm.",Early works to 1800,,Science|||Medicine|||Early works to 1800|||Philosophy|||Technology,,,,,,08189112,
9918851033406236,"Leonharti Fvchsii Methodvs sev ratio compendiaria perueniendi ad culmen medicinæ: nunc denuo omni cura recognita : eiusdem de vsitata huius temporis componemdorem, miscendorum[que] medicamentorum ratione, libri tres : indice duplici, Latino & Græce copiosissimo, adiecte",,Methodvs sev ratio compendiaria perueniendi ad culmen medicinæ,"Fuchs, Leonhart, 1501-1566",,Lvgdvni,Apud Gulielmum Rouillium,1550,,,,,monographic,"Greek, Ancient (to 1453)|||Latin",text,microform|||microopaque,"[16], 533, [54] p. ; 13 cm.",,,"Medicine|||Early works to 1800|||Formulae, receipts, prescriptions",,,,,,08202782,
9918851253406236,"Descriptiones animalium, avium, amphibiorum, piscium, insectorum, vermium: quæ in itinere orientali",,,"Forsskål, Peter, 1732-1763","Niebuhr, Carsten, 1733-1815",Hauniæ [Copenhagen],"Ex Officina Mölleri, Aulæ Typographi",1775,,,,,monographic,Latin,text,microform|||microopaque,"19, xxxiv, 164 p., [1] leaf of plates : map ; 27 cm.",,,"Zoology|||Early works to 1800|||Medicine, Arab",,Egypt|||Arabian Peninsula,,,,08204927,
9918851273406236,Speculum lapidum clarissimi artium et medicine,,,"Leonardi, Camillo, fl. 1502",,Venice,[s. n.],1502,,,,,monographic,Latin,text,microform|||microopaque,LXVI leaves ; 21 cm.,,,Medicine|||Early works to 1800|||Materia medica|||Precious stones|||Gems,,,,,,08205334,
9918851773406236,"Ta Sōzomena a Ganta (romanized form)]: Pedacii Dioscoridis Anazarbæi opera quæ extant omnia, [",,,"Dioscorides Pedanius, of Anazarbos","Sarrasin, Jean Antoine, 1547-1598",Francofurti],"Sumtibus haeredum A. Wecheli, C. Marnii, & I. Aubrii",1598,,,,,monographic,"Greek, Modern (1453-)|||Latin",text,microform =|||microform|||microopaque,"479, 144, 135 p. ; 36 cm.",,,"Materia medica|||Early works to 1800|||Medicine, Greek and Roman",,,,,,08212623,
9918852003406236,Opera omnia: nempe commentarii novem de febribus : de purgantibus in secunda variolarum confluentium febre epistola : prælectiones chymicæ : emmenologia : nunc primum in unum collecta,,,"Freind, John, 1675-1728",,Venetiis,Apud Franciscum Storti,1733,,,,,monographic,Latin,text,microform|||microopaque,"[12], 220 p.",,,Medicine|||Early works to 1800,,,,,,08213924,
9918852323406236,"Hieronymi Fracastorii Homocentrica, eivsdem, De cavsis criticorvm diervm per ea qvæ in nobis svnt",,"Homocentrica|||De cavsis criticorvm diervm per ea qvæ in nobis svnt|||Homocentrica, sive, De stellis|||De stellis","Fracastoro, Girolamo, 1483-1553",,Venetiis,[s.n.],1538,,,,,monographic,Latin,text,microform.|||microform|||microopaque,"[3], 73 [i.e. 78] leaves : ill. ; 22 cm.",,,Astronomy|||Early works to 1800|||Crises and critical days (Pathology)|||Medicine|||Astrology|||Planets,,,,,,08225178,
9918852333406236,"Hieronymi Fracastorii Veronensis Opera omnia: in vnum proxime post illius mortem collecta, quorum nomina sequens pagina plenius indicat : accesservnt Andreae Navgerii, patricii Veneti, Orationes duae carminaq. nonnulla, amicorum cura ob id nuper simul impressa, ut eorum scripta, qui arcta inter se uiuentes necessitudine coniuncti fuerunt, in hominum quoque manus post eorum mortem iuncta pariter peruenirent cum illustriss",,Opera omnia|||Orationes duae carminaq,"Fracastoro, Girolamo, 1483-1553","Navagero, Andrea, 1483-1529",Venetiis,Apvd Ivntas,1555,,,,,monographic,Latin,text,microform|||microopaque,"[6], 285 [i.e. 281], 32 leaves : ill., ports. ; 23 cm.",,,Medicine|||Early works to 1800|||Astronomy,,,,,,08225234,
9918852413406236,"Petri Andreae Matthioli Commentarii, in libros sex Pedacii Dioscoridis Anazarbei, De medica materia: adiectis quàm plurimis plantarum & animalium imaginibus, eodem authore",Commentarii a Dioscoride. Latin,"Commentarii, in libros sex Pedacii Dioscoridis Anazarbei, De medica materia","Mattioli, Pietro Andrea, 1501-1577",,Venetiis,"In Officina Erasmiana, apud Vincentium Valgrisium",1554,,,,,monographic,Latin|||Italian,text,microform|||microopaque,"[48], 707 p. : ill. ; 31 cm.",,,"Medicine, Greek and Roman|||Early works to 1800|||Materia medica|||of Anazarbos Dioscorides Pedanius|||De medica materia",,,,,,08230496,
9918856623406236,"Pamzeooruktologia [romanized form], sive, Panzoologicomineralogia, or, A compleat history of animals and minerals: containing the summe of all authors, both ancient and modern, galenicall and chymicall, touching animals, viz, beasts, birds, fishes, serpents, insects and man, as to their place, meat, name, temperature, vertues, use in meat and medicine, description, kinds, generation, sympathie, antipathie, diseases, cures, hurts, and remedies, &c. : with the anatomy of man, his diseases, and their definitions, causes, signes, cures, remedies : and use of the London Dispenfactory, with the doses and formes of all kinds of remedies : as also a history of minerals, viz, earths, mettals, semi-mettals, their naturall and artificiall excrements, salts, sulphurs, and stones, with place, matter, names, kinds, temperature, vertues, use, choice, dose, danger, and antidotes : also an introduction to zoography and mineralogy : index of Latine names, with their English names : universall index of the use and vertues",,Panzoologicomineralogia|||A compleat history of animals and minerals,"Lovell, Robert, 1630?-1690",,Oxford,"Printed by H. Hall, for J. Godwin",1661,,,,,monographic,English,text,microform|||microopaque,519 p. ; 17 cm.,Early works to 1800,,Zoology|||Pre-Linnean works|||Mineralogy|||History|||Natural history|||Human anatomy|||Pharmacology|||Medicine,,,,,,08316622,
9918856633406236,"Panzeooruktologia [romanized form], sive, Pammineralogicon, or, An universal history of mineralls: containing the summe of all authors, both ancient and moderne, galenical and chymical, touching earths, mettals, semimettals, with their natural and artificial excrements, salts, sulphurs, and stones, more precious and lesse precious, ec. : shewing their place, matter, names, kinds, temperature, vertues, choice, life, dose, danger, and antidotes",,Pammineralogicon|||An universal history of mineralls,"Lovell, Robert, 1630?-1690",,Oxford,"Printed by W. Hall, for J. Godwin",1661,,,,,monographic,English,text,microform|||microopaque,152 (i.e. 154) p. ; 17 cm.,,,Mineralogy|||Early works to 1800|||History|||Pharmacology|||Medicine,,,,,,08316652,
9918856703406236,[De medica materia],,,"Dioscorides Pedanius, of Anazarbos",,Argent,Apud Ioannem Schottum,1529,,,,,monographic,"Greek, Modern (1453-)|||Latin",text,microform|||microopaque,[372] leaves.,,,"Materia medica|||Early works to 1800|||Medicine, Greek and Roman",,,,,,08321457,
9918856933406236,Jean Baptistæ van Helmont Opuscula medica inaudita,,,"Helmont, Jean Baptiste van, 1577-1644",,Francofurti],Sumptibus H.C. Paulli,1707,,,,Editio omnium accuratissima,monographic,Latin,text,microform.|||microform|||microopaque,275 p.,,,Medicine|||Early works to 1800,,,,,,08324484,
9918856943406236,Johannis Baptistae van Helmont Opera omnia,,,"Helmont, Jean Baptiste van, 1577-1644","Valentini, Michael Bernhard, 1657-1729",Francofurti],Ex bibliopolio Hafniensi Hieronymi Christiani Paulli,1707,,,,Novissima hac editione /,monographic,Latin,text,microform.|||microform|||microopaque,765 p. ; 20 cm.,,,Medicine|||Early works to 1800,,,,,,08324501,
9918857733406236,Opere di Francesco Redi,,,"Redi, Francesco, 1626-1698",,Napoli,"A spese di R. Gessari, nella stamperia di A. Carfora",1740-1741,1740/1741,,,"Nuova ed., accresciute e migliorate.",monographic,Italian,text,microform|||microopaque,7 v. in 4. : ill. ; 24 cm.,,,Natural history|||Pre-Linnean works|||Medicine|||Early works to 1800|||Scientists|||Correspondence,,Italy,,,nuc87700231,08352034,
9918861243406236,Marcelli Malpighii Opera omnia: figuris elegantissimis in æs incisis illustrata : tomis duobus comprehensa : quorum catalogum sequens pagina exhibet,,Opera omnia,"Malpighi, Marcello, 1628-1694",,Londini : Apud R. Scott & G. Wells,,1686,,,,,monographic,Latin,text,microform|||microopaque,"144 p., [130] leaves of plates : ill. ; 29 cm.",Pre-Linnean works,,Anatomy|||Botany|||Medicine|||Early works to 1800,,,,,,08434365,
9918862643406236,De secretis libri XVII,,,"Wecker, Johann Jacob, 1528-1586",,Basileæ,Ex Officina Pernea,1592,,,,,monographic,Latin,text,microform|||microopaque,"[16], 667, [27] p. : ill. ; 19 cm.",bibliography,,"Science, Renaissance|||Philosophy, Renaissance|||Medicine|||Early works to 1800|||Formulae, receipts, prescriptions",,,,,,08456057,
9918862833406236,Macri De materia medica lib. V,,De materia medica lib. V,"Macer, Floridus, fl. active 12th century","Comarius, Janus, 1500-1558",Franc[ofurti],Chr. Ege[nolphus],1540,,,,,monographic,Latin,text,microform|||microopaque,"[12], 132 leaves ; 16 cm.",,,Materia medica|||Early works to 1800|||Medicine,,,,,,08456944,
9918865483406236,"Petri Andreæ Matthioli Opera quæ extant omnia, hoc est, Commentarij in VI. libros Pedacij Dioscoridis Anazarbei De medica materia: adiectis in margine variis Græci textus lectionibus, ex antiquissimis codicibus desumptis, qui Dioscoridis deprauatam lectionem restituunt",,Opera quæ extant omnia|||Commentarij in VI. libros Pedacij Dioscoridis Anazarbei De medica materia,"Mattioli, Pietro Andrea, 1501-1577","Bauhin, Caspar, 1560-1624",Francofvrti,Officina Nicolai Bassæi,1598,,,,,monographic,Latin,text,microform|||microopaque,"[106], 1027, [22], 236, [6] p. : ill. ; 40 cm.",bibliography,,"Medicine, Greek and Roman|||Early works to 1800|||Materia medica|||Botany, Medical|||Syphilis|||of Anazarbos Dioscorides Pedanius|||Amatus Lusitanus 1511-1568|||De medica materia|||In Dioscoridis De medica materia enarrationes",,,,,,08543283,
9918868203406236,"Hermanni Boerhaave Opuscula omnia: quæ hactenus in lucem prodierunt : ea quidem prius sparsim edita, nunc vero in unum collecta atque digesta : horum catalogus sequente pagina exhibetur",,Opuscula onmia,"Boerhaave, Herman, 1668-1738",,Haqæ-Comitis,Apud Joannem Neaulme,1738,,,,,monographic,Latin,text,microform|||microopaque,"[2] p. l., 139 p. : ill. ; 26 cm.",,,Medicine|||Early works to 1800|||Materia medica|||Anatomy,,,,,nuc87367046,08646490,
9918868213406236,"Hermanni Boerhaave Opera omnia medica: complectentia I. Institutiones medicas ; II. Aphorismos de cognoscendis & curandis morbis ; III. Libellum de materie medica ; IV. Tractatum de lue aphrodisia ca sive venera ; V. Atrocis, nec descripti prius morbi historiam ; VI. Atrocis, rarissimique morbi historiam alteram ; VII. De fabrica glandularum in corpore humano epistolam ; VIII. De mercurio experimjenta ex act. Reg. Lond. Soc. eruta ; IX. Orationes inaugurales academicas : accedit in nova hac editione auctoris vita et effigies",,Opera omnia medica,"Boerhaave, Herman, 1668-1738",,Venetiis,Apud Laurentium Basilium,1751,,,,,monographic,Latin,text,microform|||microopaque,"[22], 524 : ill., port.",,,Medicine|||Early works to 1800|||Aphorisms|||Materia medica|||Syphilis|||Glands|||Mercury,,,,,,08646498,
9918868323406236,"Hieronymi Cardani Mediolanensis Opera omnia: tam hactenvs excvsa : hic tamen aucta & emendata : quàm nunquam alias visa, ac primum ex auctoris ipsius autographis eruta cura Caroli Sponii",,,"Cardano, Girolamo, 1501-1576","Spon, Charles, 1609-1684",Lugduni,"Sumptibus Ioannis Antonii Hvgvetan, & Marci Antonii Ravavd",1663,,,,,monographic,Latin,text,microform|||microopaque,"10 v. : ill., port., music.",Early works to 1800|||bibliography,,Science|||Medicine|||Early works to 1800|||Music|||Astrology,,,,,,08646641,
9918868353406236,"works of the honourable Robert Boyle: in five volumes : to which is prefixed the life of the author, The",,,"Boyle, Robert, 1627-1691","Birch, Thomas, 1705-1766",London,Printed for A. Millar,1744,,,,,monographic,English,text,microform|||microopaque,5 v. : ill. ; 37 cm.,Early works to 1800|||bibliography,,Science|||Physics|||Chemistry|||Theology|||Medicine,,,,,,08650499,
9918868523406236,Prospectvs pharmacevticvs svb qvo antidotarivm Mediolanense spectandvm proponitvr,,"Brandæ Francisci Castillionei a Montervtio De spiritibvs, extractis, salibvs, fvcis|||De spiritibvs, extractis, salibvs, fvcis|||Antidot. Mediol","Castiglione, Giovanni Onorato, d. 1679","Castiglione, Branda Francesco, d. 1712",Mediolani,Apud Ioannen Baptistam Ferrarium,1668,,,,,monographic,Latin,text,microform|||microopaque,2 pts. in 1 v. ; 31 cm.,bibliography,,Pharmacopoeias|||Early works to 1800|||Medicine|||Materia medica,,Italy,,,,08656873,
9918869183406236,"Caspari Bavhini Basil. De lapidis Bezaar orient· et occident: cervini item et Germanici ortv, natvra, differentiis, veroq́ue vsu ex veterum & recentiorum placitis liber hactenus non editus",,De lapidis Bezaar orient· et occident,"Bauhin, Caspar, 1560-1624",,Basileæ,Apud Conr. Waldkirch,1613,,,,,monographic,Latin,text,microform|||microopaque,"[24], 288, [8] p., [3] folded leaves of plates : ill. ; 16 cm.",bibliography,,"Precious stones|||Early works to 1800|||Medicine, Ancient",,,,,,08682861,
9918869933406236,"Reflexões experimentaes methodico-botanicas: muito uteis, e necessarias para os professores de medicina e enfermos : divididas em duas partes",,,"Christovão, dos Reis.",,Lisboa,Na Regia Officinia Typografica,1779,,,,,monographic,Portuguese,text,microform|||microopaque,352 p.,bibliography,,"Medicine|||Early works to 1800|||Botany, Medical|||Hydrotherapy",,,,,,08713910,
9918870543406236,Osualdi Crolli Veterani Hassi Basilica chymica: philosophicam propriâ laborum experientiâ confirmatum descriptionem et usum remediorum chymicorum selectissimorum é lumine gratiæ et naturæ desumptorum : in fine libri additus est autoris ejusdem Tractatus nouus de signaturis rerum internis,,"Basilica chymica|||Tractatvs de signaturis internis rerum, seu, De vera et viva anatomia majoris & minoris mundi|||De vera et viva anatomia majoris & minoris mundi","Croll, Oswald, 1580-1609","Hartmann, Johann, 1568-1631|||Bollinger, Ulrich, fl. 1609",Francofurti,Impensis Godefirdi Tampachii,[1608?],1608,,,,monographic,Latin,text,microform|||microopaque,"[16], 283, [25], 80, [8], 20 p. : ill. ; 24 cm.",bibliography,,Pharmacy|||Early works to 1800|||Therapeutics|||Signatures (Medicine),,,,,,08732288,
9918870993406236,Marbodei De lapidibus pretiosis enchiridion: cum scholijs pictoris villingensis : eivsdem pictorii de lapide molari carmen,,De lapidibus,"Marbode, Bishop of Rennes, fl. 1067-1101",,S.l,s.n.],1531,,,,,monographic,Latin,text,microform|||microopaque,55 leaves,,,"Precious stones|||Therapeutic use|||Early works to 1800|||Medicine, Magic, mystic, and spagiric",,,,,,08744937,
9918871363406236,Arnaldi Villanovani Opera omnia,,Opera omnia,"Arnaldus, de Villanova, -1311","Champier, Symphorien, 1472?-approximately 1535|||Taurellius, Nicolaus, 1547-1606.",Basileae,Ex Officina Pernea per Conradvm VValdkirch,1585,,,,,monographic,Latin,text,microform|||microopaque,"[11], ca. [1032] p., [44] p. ; 34 cm.",,,"Medicine|||Philosophy|||Early works to 1800|||Medicine, Ancient|||Medicine, Medieval",,,,,,08757898,
9918872483406236,Ortus sanitatis,Hortus sanitatis,Hortus sanitatis [maior],,,Moguntina,J. Meydenbach,1491],1491,,,,monographic,Latin,text,microform|||microopaque,[453] leaves : ill. ; (fol.),Pre-Linnean works,,"Materia medica|||Early works to 1800|||Medicine, Medieval|||Botany, Medical|||Botany",,,,,,08810777,
9918872503406236,Incipit liber Phisionomiæ,Physiognomia,Physiognomia|||Phisionomiæ|||Prima pars libri huius Ca. i,"Scot, Michael, approximately 1175-approximately 1234",,Venice,s.n.,1485?],1485,,,,monographic,Latin,text,microform|||microopaque,[48] leaves ; (4to),,,"Medicine, Medieval|||Physiognomy|||Dentistry|||Early works to 1800|||Astrology",,,,,,08810815,
9918872703406236,"Commentaires de M. P. André Matthiolus, medecin senois, sur les six livres de Pedacius Dioscoride, Anazarbeen De la matiere medicinale","Commentarii, in libros sex Pedacii Dioscoridis Anazarbei, De medica materia. French",,"Mattioli, Pietro Andrea, 1501-1577","Du Pinet, Antoine, sieur de Noroy, 1515?-1584?",Lyon,par la veuve de feu Gabriel Cotier,1572,,,,,monographic,French|||Latin,text,microform|||microopaque,"[134], 606, [32] p. : ill. ; 34 cm.",,,"Medicine, Greek and Roman|||Early works to 1800|||Materia medica|||of Anazarbos Dioscorides Pedanius|||De medica materia",,,,,,10359269,
9934149033406236,"Informatione del pestifero, et contagioso morbo: il quale affligge et have afflitto questa città di Palermo, & molte altre città, e terre di questo regno di Sicilia, nell'anno 1575 et 1576 ...  Col regimento preservativo, & curativo",,,"Ingrassia, Giovanni Filippo, 1510-1580",,Palermo,Giovan Mattheo Mayda,1576],1576,,,,monographic,Italian,text,print,"[8], 312, [32], 205, [14] p. : illus., ports. ; 22 cm.",Early works to 1800,,Plague|||Medicine,,Italy,,,,ocm14305312,
