id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclccn,url
593157,Black women oral history project,,,,,,,1977-1980,1977,1980,,monographic,,English,text,print,2.7 ft. (2 boxes) : ill. ; 28 x 33 x 41 cm. + 1 guide (152 p. ; 28 cm.),Sources|||biography,,African American women|||History,,,,,,,,,
1644454,Broomstick,,,,,"San Francisco, CA",San Francisco Women's Centers,,1978,9999,,serial,"Bimonthly, 1982-|||Monthly, 1978-1981|||Bimonthly",English,text,print,v. : ill. ; 28 cm.,Periodicals|||periodical,,Middle aged women|||Older women|||Feminism|||Periodicals,,United States,,,,0883-9611,86643602|||sn 84012335,,
429822,Cassandra: radical feminist nurses newsletter,"Cassandra (Williamsville, N.Y.)",,,,"Williamsville, N.Y",Cassandra,[1982-,1982,9999,,serial,Unknown,English,text,print,v. : ill. ; 28 cm.,periodical,,Nursing|||Social aspects|||Periodicals|||Feminism,,,,,,,87036322,,
541314,Chrysalis,,,,,Los Angeles,Chrysalis,c1977-,1977,1980,,serial,Quarterly,English,text,print,no. ill. 28 cm.,periodical,,Women|||Periodicals|||Feminism|||Women's writing,,,,,,0197-1867|||0197-1859,79643087,,
8826336,Chrysalis,,,,,Los Angeles :,"Chrysalis,",[1977-1980],1977,1980,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||periodical|||text,,Women|||Feminism|||Literature|||Women authors,,,,,,2381-4349|||0197-1867,,,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=DBCIDBB
9263904,Chrysalis: the journal of transgressive gender identities,,,,,"Decatur, Georgia :","American Educational Gender Information Service, Inc. (AEGIS),",[date of publication not identified],uuuu,uuuu,,serial,Quarterly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Sexual orientation|||Gender identity|||Gender nonconformity|||Sex change|||Sex role,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/04JM/AHSI?sid=gale_marc&u=upitt_main
846640,"Clarion, The","Clarion (Syracuse, N.Y.)",,,,"Syracuse, N.Y","CPM, inc.",,198u,9999,,serial,Quarterly,English,text,print,v. : ill. ; 44 cm.,periodical,,Cesarean section|||Prevention|||Periodicals|||Complications|||Delivery (Obstetrics),,,,,,,88036262,,
538847,Do it NOW: monthly action newsletter of the National Organization for Women,"Do it NOW (Chicago, Ill.)",,,,"Chicago, Ill",National Organization for Women,-c1977,1968,1977,,serial,Irregular|||Completely irregular,English,text,print,v. : ill. ; 28-43 cm.,Periodicals|||periodical,,Feminism|||Women's rights|||National Organization for Women,,United States,,,National NOW times 0149-474X (DLC)sn 78004689 (OCoLC)3494944,,sn 86023269,,
9247914,Do it NOW: monthly action newsletter of the National Organization for Women,"Do it NOW (Chicago, Ill.)",Do it now,,National Organization for Women (issuing body),"Chicago, Illinois :","National Organization for Women,",-1977.,1968,1977,,serial,Irregular|||Completely irregular,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Feminism|||Women's rights|||National Organization for Women,,United States,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=3UZV&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
8827312,Everywoman,"Everywoman (Los Angeles, Calif.)",Every woman|||Everywoman newspaper|||Every woman newspaper,,,"Los Angeles, Calif. :",Everywoman,,1970,19uu,,serial,"Monthly, <Mar. 1972>-|||Every three weeks, <Dec. 11, 1970-May 28, 1971>|||Monthly",English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||Sources|||periodical|||text,,Feminism|||Underground press publications,,"California|||Los Angeles|||United States|||Los Angeles County|||Los Angeles County (Calif.)|||Los Angeles (Calif.)|||United States, California, Los Angeles, Los Angeles",,,,2381-8042|||0014-3790,,,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BFGIFEB
9248400,Everywoman,"Everywoman (Los Angeles, Calif.)",,,,"Los Angeles, Calif. :",Everywoman,,1970,19uu,,serial,"Monthly, <Mar. 1972>-|||Every three weeks, <Dec. 11, 1970-May 28, 1971>|||Monthly",English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||Sources|||periodical|||text,,Feminism|||Underground press publications,,"California|||United States, California, Los Angeles County, Los Angeles|||Los Angeles|||United States|||Los Angeles County (Calif.)|||Los Angeles (Calif.)",,,,,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/9GGR/AHSI?sid=gale_marc&u=upitt_main
543374,Focus,,Focus 2,,,"Garden Grove, Calif",Orange County Gay Community Center.,,197u,9999,,serial,,English,text,microfilm,v. ill.,newspaper,,Underground newspapers,,California|||Garden Grove,,,,,,,
9247157,Her-self,,Herself|||Community women's newspaper,,,"Ann Arbor, Michigan :","Her-self,",1972-[1977],1972,1977,,serial,Irregular|||Completely irregular,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Newspapers|||newspaper|||text,,Women|||Feminism,,Michigan|||Ann Arbor (Mich.)|||Washtenaw County (Mich.),,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QJZ&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
8827729,Her-self,,,,,S.l.],[s.n.],,uuuu,uuuu,,serial,,,text,electronic|||electronic resource|||remote,,,,,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=CBGJBDI
535136,It ain't me babe,,,,,"Berkeley, Calif","W.L.P.B. Collective, etc.]",,1970,9999,,serial,Unknown,English,text,microfilm,v. ill.,,,Women's rights|||Periodicals|||Feminism,,,,,,,,,
9247173,It ain't me babe,,It is not my baby Apr. 1971|||IAMB,,"Berkeley Women's Liberation (Calif.) (issuing body)|||Women's Liberation Basement Press Collective (Berkeley, Calif.) (issuing body)","Berkeley, California :","Berkeley Women's Liberation,",[1970]-,1970,uuuu,,serial,Irregular|||Completely irregular,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Feminism|||Women's rights,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=0POS&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main|||http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=3BUY&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
8828038,It AINT Me BABE,,,,,S.l.],[s.n.],,uuuu,uuuu,,serial,,,text,electronic|||electronic resource|||remote,,,,,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BHGGAEFE
535331,Know news,,,,,"Pittsburgh, Pa","Know, Inc.",,1970,9999,,serial,Irregular|||Completely irregular,English,text,print,v. ; 28 cm.,,,,,,,,,,sc 83006224,,
548294,Maenad,,,,,"Gloucester, Ma",P. Estey,c1980-,1980,9999,,serial,Quarterly,English,text,print,v. : ill. ; 21 cm.,bibliography|||periodical,,Feminism|||Periodicals|||American literature|||Women authors|||Women artists,,United States,,,,0275-5629,82645018|||sn 81000560,,
530612,Majority report,,,,,New York],Majority Report Co.,,1971,9999,,serial,Biweekly,English,text,print,v. ill. 43 cm.,periodical,,,,United States,,,,0145-5745,sc 77000728,,
9248545,Majority report,,Majority report,,,"Berkeley, California :","New York Area Feminists,",1972-,1972,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Feminism|||Women,,California|||Berkeley,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QNF&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9248571,Marin women's news journal,,,,,"[San Rafael, California] :",[publisher not identified],,1973,1975,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Feminism,,California|||Marin County,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QNH&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
8828709,Marin women's news journal,,,,,S.l.],[s.n.],,uuuu,uuuu,,serial,,,text,electronic|||electronic resource|||remote,,,,,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BEHGCFIC|||http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BEHGCDFF|||http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=DCBGEDAG
9248426,Marin women's newsletter,,Marin women's news journal,,,"[San Rafael, California] :",[publisher not identified],,1973,1975,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Feminism,,California|||Marin County,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EUD&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
528456,Momma,,,,,"Venice, Calif",Momma.,,1972,9999,,serial,Monthly,English,text,print,v. ill. 38 cm.,periodical,,,,California,,,,0300-6492,sc 79004428,,
9248482,Momma: the newspaper/magazine for single mothers,,Momma,,Momma (Organization) (issuing body),"Venice, California :",Momma,,1972,1974,,serial,"Irregular, 1974|||Monthly (irregular), 1972-1973|||Completely irregular",English,text,electronic resource|||remote|||computer|||online resource,1 online resource (2 volumes) : illustrations.,Periodicals|||periodical|||text,,Single mothers|||Unmarried mothers|||Single-parent families|||Women|||Social and moral questions|||Child care,,California,,,,0300-6492,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QNT&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
530642,"Monthly extract: an irregular periodical, The",,,,,"Stamford, Conn",New Moon Communications.,,1972,9999,,serial,Unknown,English,text,print,v. 22 cm.,periodical,,Women|||Periodicals|||Health and hygiene|||Feminism,,,,,,,,,
9264317,"Monthly extract, The",,,,"Feminist Gynecological Self Help Clinics of America (issuing body)|||Feminist Women's Health Centers, Inc (contributor)","Stamford, CT :","New Moon Communications, Inc.,",1972-,1972,uuuu,,serial,Irregular|||Completely irregular,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Women|||Health and hygiene|||Feminism,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/9GDJ/AHSI?sid=gale_marc&u=upitt_main
535935,Mother lode,,,,,San Francisco,[s.n.],,1971,9999,,serial,Unknown,English,text,print,no. ill.,,,Feminism|||Periodicals,,,,,,,,,
9247320,Mother lode,,,,,"San Francisco, California :","Mother Lode,",1971-,1971,uuuu,,serial,"2 issues yearly (spring and summer), summer 1971-<spring 1973>|||Quarterly, Jan.-Apr. 1971|||Semiannual",English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Feminism,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QNX&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
545458,Motheroot journal,,,,,Pittsburgh,Motheroot Publications.,,1979,9999,,serial,Quarterly,English,text,print,v. ill. 44 cm.,periodical|||review,,Books|||Reviews|||Periodicals|||Women|||Book reviews|||Small presses,,,,,,0739-5272,sn 82020180,,
9247867,Motheroot journal: a women's review of small presses,,Motheroot journal,,,"Pittsburgh, Pennsylvania :","Motheroot Publications,",1978-,1978,uuuu,,serial,Quarterly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Book reviews|||Periodicals|||Reviews|||periodical|||review|||text,,Books|||Women|||Small press books|||Reviews,,,,,,0739-5272,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QNZ&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
3955831,National Commission on the Observance of International Women's Year: [update],,,,,"Washington, D.C","The Commission, Office of Public Information.",,19uu,1978,,serial,Unknown,English,text,print,v. ; 27 cm.,Periodicals|||periodical,,"International Women's Year, 1975|||Feminism|||International cooperation|||Women",,Washington (D.C.),,,,,,,
541985,National NOW times: official journal of the National Organization for Women (NOW),,National National Organization for Women times,,,"Washington, DC",NOW,c1977-,1977,9999,,serial,"Three no. a year, 2002-|||Monthly, Dec. 1977-|||8 no. a year, <Jan./Feb. 1985- >|||Quarterly, <1996>-2001|||Three times a year",English,text,print|||electronic resource|||remote,v. : ill. ; 44 cm.,Periodicals|||periodical,,Women|||Feminism|||National Organization for Women,,United States,,Do it NOW (DLC)sn 86023269 (OCoLC)2319299,,0149-4740,sn 78004689,,http://pitt.idm.oclc.org/login?url=http://www.now.org/nnt/nntindex.html
5622787,National NOW times: official journal of the National Organization for Women (NOW),National NOW times (Online),Official journal of the National Organization for Women (NOW)|||National Organization for Women times,,,"Washington, D.C",NOW,,1977,9999,,serial,"Annual, 2009-|||Monthly, Dec. 1997-|||Eight issues per year, <Jan./Feb. 1985>-|||Five issues per year, <-1995>|||Quarterly, 1996-2001|||Three issues per year, 2002-2006|||Two issues a year, 2007-2008|||Annual",English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||text,,Women|||Feminism|||Women's Studies|||National Organization for Women,,United States,,Do it NOW,,0149-4740,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/36377
553641,Network news,"Network news (Pittsburgh, Pa.)",,,,"Pittsburgh, Pa",The Network,,19uu,9999,,serial,Monthly (irregular)|||Monthly,English,text,print,v. : ill. ; 43 cm.,periodical,,Feminism|||Periodicals|||Women,,Pennsylvania|||Pittsburgh,,,,,sn 85023935,,
9248575,Network news,"Network news (Pittsburgh, Pa.)",,,Pittsburgh Feminist Network (issuing body),"Pittsburgh, Pennsylvania :","The Network,",1983-,1983,uuuu,,serial,Monthly (irregular)|||Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Feminism|||Women,,Pennsylvania|||Pittsburgh,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6DBW&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
550670,"No-name newsletter, The",Resources for feminist research,,,,Toronto,"Dept. of Sociology, Ontario Institue for Studies in Education",,19uu,9999,,serial,Quarterly,French|||English,text,print,v. ; 28-35 cm.,periodical,,Women's studies|||Periodicals|||Women|||History|||Study and teaching,,Canada,,,,,sn 85011694,,
517494,Off our backs,,,,,Washington,"Off Our Backs, inc.",,1970,9999,,serial,"Monthly (except combined Aug./Sept. issue) <, Oct. 1981->|||Monthly, 1970-|||Monthly",English,text,print,v. ill. 38-41 cm.,periodical,,Women|||Periodicals|||Feminism,,,,,,0030-0071,sn 78001596,,
4185511,Off our backs,,,,,Washington,"Off Our Backs, Inc.",1970-©2008,1970,2008,,serial,"Quarterly, 2006-2008|||Twenty-four no. a year, Feb. 27, 1970-Summer 1971|||Monthly, Sept. 1971-1973|||Monthly (except combined Aug./Sept. issue), 1974-2001|||Bimonthly, 2002-2005|||Quarterly",English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodiques|||periodical|||text,,Women|||Feminism|||Presse féminine|||Féminisme|||Vrouwen,,,,,,2330-0728|||0030-0071,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/32281|||http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/offourbacks|||http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BADICEB|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/2760/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/2760/BIG?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=OOB&scope=site
541222,PAAR - spectives: The newsletter of Pittsburgh Action Against  Rape,,,,,Pittsburgh,Pittsburgh Action Against Rape.,,19uu,9999,,serial,Monthly,English,text,print,,periodical,,Rape|||Periodicals|||Prevention|||Victim services,,Pennsylvania|||Pittsburgh,,,,,,,
518796,Parthenogenesis,,,,,"Rowayton, Conn","Women & Arts Task Force, NOW.",,,,,serial,Three or four no. a year.,English,text,print,v. ill. 22 cm.,periodical,,Women|||History|||Periodicals|||Women's rights,,,,,,,,,
9264269,"pedestal, The","Pedestal (Vancouver, B.C. : 1969)",,,,"Vancouver, B.C. :","Vancouver Women's Caucus,",1969-,1969,1974,,serial,"Monthly (irregular), Feb. 1970-Feb. 1974|||Quarterly, fall 1969-winter 1970|||Monthly",English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||Underground periodicals-British Columbia-Vancouver|||periodical|||text,,Feminism,,Vancouver|||British Columbia,,,Women Can,0016-5476,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/9GBM/AHSI?sid=gale_marc&u=upitt_main
544366,Pennsylvania NOW,,,,,"Allentown, Pa",National Organization for Women.,,197u,1978,,serial,Monthly,English,text,print,6 v. ill. 28 cm.,periodical,,Women's rights|||Periodicals|||Sex discrimination against women,,Pennsylvania|||United States,,,Pennsylvania NOW times magazine 0199-5359,,,,
591810,Pennsylvania NOW times: the official publication of the National Organization for Women in Pennsylvania,,Pennsylvania National Organization for Women times|||Pennsylvania N.O.W. times,,,"Harrisburg, PA",Pennsylvania National Organization for Women,1982-,1982,9999,,serial,Monthly (except for combined Feb./Mar. and Nov./Dec. issues)|||Monthly,English,text,print,v. ; 45 cm.,periodical,,,,,,Pennsylvania NOW times magazine 0199-5359,,0744-9925|||0199-5359,sn 82006065,,
544365,Pennsylvania NOW times magazine,,Pennsylvania NOW times,,,"Harrisburg, Pa., etc",National Organization for Women],,1978,198u,,serial,Monthly (except Feb. and Sept.)|||Monthly,English,text,print,v. 28 cm.,periodical,,Women's rights|||Periodicals|||Sex discrimination against women,,Pennsylvania|||United States,,Pennsylvania NOW (OCoLC)4678988,Pennsylvania NOW times 0744-9925,0199-5359,sn 80011224,,
553534,"Pittsburgh woman, The",,,,,"Pittsburgh, Pa","The Pittsburgh Woman, Inc.",1985-,1985,9999,,serial,Monthly,English,text,print,v. : ill. ; 44 cm.,periodical,,,,,,,,,sn 85023981,,
527054,Rat,,,,,New York,"R.A.T. Publications, Inc.",,19uu,19uu,,serial,Biweekly,English,text,print,v. ill. 41 cm.,periodical,,,,,,,Women's libeRATion (OCoLC)1763455,,,,
9263940,Rat,"Rat (New York, N.Y.)",,,,New York :,"R.A.T. Publications,",1970-1971.,1970,1971,,serial,Biweekly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (24 volumes) : illustrations.,newspaper|||text,,Feminism,,"United States, New York, New York, New York",,,,,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/4RBZ/AHSI?sid=gale_marc&u=upitt_main
9247677,RAT,,Women's libeRATion|||RAT,,,"New York, New York :",R.A.T. Publications,,1969,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Newspapers|||newspaper|||text,,Women's rights,,New York (N.Y.)|||New York County (N.Y.)|||United States|||New York,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6PLV&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
537570,"Second wave, The",,,,,"Cambridge, Mass","Second Wave, Inc.|||Distributed by Carrier Pigeon",,1971,1981,,serial,Quarterly,English,text,print,6 v. : ill. ; 28 cm.,periodical,,Women|||Periodicals|||Feminism,,,,,,0048-9980,76025749 //r86|||sn 85011626,,
542972,"Second wave, The",,,,,"Cambridge, Mass. [etc.]","Second Wave, Inc.",,1971,9999,,serial,Unknown,English,text,microfilm,v. ill. 28 cm.,bibliography|||periodical,,Feminism|||Periodicals|||Women,,,,,,0048-9980,,,
8927047,"Second wave, The",,,,,"[Cambridge, Mass.] :",[Second Wave]:,[1971-1983.],1971,1983,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Women|||Second-wave feminism,,,,,,2470-301X|||0048-9980,,,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=CCGHFHJ
530886,Sister: West Coast feminist newspaper,,,,,"Venice, Calif",Women's Center.,,1973,9999,,serial,Monthly,English,text,print,v. ill. 38 cm x 29cm. fold. to 29 cm. x 19cm.,periodical,,Women|||Periodicals|||History,,,,Women's center newsletter Los Angeles Women's Center.,,,,,
9248276,Sister,"Sister (Los Angeles, Calif.)",Sister,,,"Venice, California :|||North Hollywood, California :|||Manhattan Beach, California :|||Santa Monica, California :",Westside Women's Center|||[publisher not identified]|||[publisher not identified]|||[publisher not identified]|||[publisher not identified],,1973,19uu,,serial,"Bimonthly, Dec. 1976/Jan. 1977-|||Monthly, 1973-July/Aug. 1976|||Bimonthly",English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,"Feminism|||Women's rights|||Women|||Social conditions|||Political activity|||Health and hygiene|||Feminists|||Westside Women's Center (Los Angeles, Calif.)",,"California|||California, Southern|||Los Angeles",,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6PMK&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
1916072,Sojourner,"Sojourner (Cambridge, Mass.)",,,,"Cambridge, MA]",The Institute,c1975-,1975,9999,,serial,Monthly,English,text,print,v. : ill. ; 44 cm.,Periodicals|||periodical,,Feminism|||Women,,New England|||United States,,,,0191-8699,86642678|||sc 83008383,,
