id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclccn,url
9957509743406236,Uneven encounters: making race and nation in Brazil and the United States,,,,,Durham,Duke University Press,2009,,,,monographic,,English,text,print,"xxii, 386 p. : ill. ; 24 cm.",bibliography,,Racism|||History|||Nationalism|||Race relations,20th century,Brazil|||United States,,,,,2008041804,,
9957517833406236,"idea de América Latina: la herida colonial y la opción decolonial, La",Idea of Latin America. Spanish,Herida colonial y la opción decolonial,,,Barcelona (España),Gedisa Editorial,2007,,,1a. ed.,monographic,,Spanish|||English,text,print,241 p. : ill. ; 23 cm.,bibliography,,Name|||History|||Philosophy|||Civilization|||European influences|||Race relations|||Colonization,,Latin America,,,,,,,
9957526953406236,Libro de bautismos de esclavos (1636-1670),,,,,Santo Domingo,Archivo General de la Nación,2008,,,,monographic,,Spanish,text,print,229 p. ; 23 cm.,Genealogy|||bibliography|||government publication,,Baptismal records|||Slaves|||History,,Dominican Republic|||Santo Domingo|||Santo Domingo (Dominican Republic),,,,,,,
9957551033406236,"White face, black mask: Africaneity and the early social history of popular music in Brazil",,,,,East Lansing,Michigan State University Press,c2009,,,,monographic,,English,text,print,"xxx, 265 p., [8] p. of plates : ill. ; 23 cm.",bibliography|||biography|||government publication,,Popular music|||African influences|||Ethnicity|||History|||Social life and customs|||Race relations,20th century,Brazil|||Africa,,,,,2008015193,,
9957567283406236,Personalidades afro-brasileiras e indígenas,,,,,São Paulo,Idéia Escrita,2008,,,,monographic,,Portuguese,text,print,119 p. : ill. ; 23 cm.,bibliography|||biography,,Blacks|||Indians of South America|||Slavery|||History,,Brazil,,,,,,,
9957593023406236,"doctor Ramón Emeterio Betances y la abolición de la esclavitud, El",,,,,San Juan de Puerto Rico,Instituto de Cultura Puertorriqueña,2005,,,3 ed. rev.,monographic,,Spanish,text,print,149 p. : facsims. ; 20 cm.,bibliography,,"Slavery|||Betances, Ramón Emeterio 1827-1898",,Puerto Rico,,,,,,,
9957604993406236,¡Negras somos!: antología de 21 mujeres poetas afrocolombianas de la región pacífica,,,,,Cali,Programa Editorial Universidad del Valle,2008,,,1a. ed.,monographic,,Spanish,text,print,223 p. ; 24 cm.,bibliography,,"Colombian poetry|||Women authors|||Black authors|||Women authors, Black|||Colombia poetryWomen authorsBlack authors",,Colombia,,,,,,,
9957605793406236,"Identidades, etnicidad y racismo en América Latina",,,,,Quito,FLACSO Ecuador|||Ministerio de Cultura,2008,,,1a. ed.,monographic,,Spanish|||Portuguese,text,print,"326 p. : ill., maps ; 21 cm.",Congresses|||bibliography|||conference publication|||government publication,,Indians|||Politics and government|||Government relations|||Ethnic identity|||Ethnicity|||Racism|||Multiculturalism|||Ethnic relations|||Race relations,,Latin America,,,,,,,
9957635893406236,"Escravos e senhores de Bragança: documentos históricos do século XIX, região Bragantina, Pará",,,,,"Belém, Pará",Núcleo de Altos Estudos Amazônicos|||Editora Universitaria EDUFPA,2006,,,,monographic,,Portuguese,text,print,226 p. ; 22 cm.,Sources|||bibliography,,Slavery|||History|||Blacks,19th century,"Brazil|||Bragança (Pará)|||Bragança (Pará, Brazil)",,,,,,,
9957636103406236,"Preconceito racial: modos, temas e tempos",,,,,"São Paulo, SP",Cortez Editora,c2008,,,,monographic,,Portuguese,text,print,144 p. ; 21 cm.,,,Racism|||Equality|||Preconceito racial|||Desigualdades sociais|||Discriminação racial|||Racismo|||Race relations,,Brazil|||Brasil,,,,,,,
9957707753406236,"história do negro no Brasil, Uma",,,,,"Salvador, Brazil]|||Brasília, Brazil]",Centro de Estudos Afro-Orientais|||Fundação Cultural Palmares,2006,,,,monographic,,Portuguese,text,print,"318 p. : ill., maps ; 25 cm.",bibliography|||government publication,,Blacks|||History|||Slaves|||Slavery|||Social conditions,,Brazil,,,,,2007315691,,
9957707773406236,Culturas negras no Atlântico,,,,,Brasília,Universidade do Brasília,2007,,,,monographic,,Portuguese,text,print,191 p. : ill. ; 23 cm.,bibliography,,"Criticism and interpretation|||Blacks|||Social life and customs|||Barreto, Lima 1881-1922",,Brazil|||Atlantic Coast|||Angola,,,,,,,
9957713453406236,Vestimenta ritual tradicional de la Santería cubana,,,,,"Ciudad de La Habana, Cuba",Centro de Investigación y Desarrollo de la Cultura Cubana Juan Marinello,c2007,,,,monographic,,Spanish,text,print,131 p. : ill. (some col.) ; 30 cm.,bibliography,,Santeria|||Customs and practices|||Yoruba (African people)|||Clothing|||Rites and ceremonies|||Clothing and dress,,Cuba,,,,,2009403996,,
9957713943406236,Cuba: personalidades en el debate racial : conferencias y ensayos,,Cuba racial,,,Habana,Editorial de Ciencias Sociales,2007,,,,monographic,,Spanish,text,print,202 p. ; 21 cm.,bibliography,,Blacks|||Santeria|||Race relations,,Cuba,,,,,,,
9957717293406236,Escribir la identidad: creación cultural y negritud en el Perú,,,,,Lima,"Universidad Ricardo Palma, Editorial Universitaria",2008,,,1a. ed.,monographic,,Spanish,text,print,381 p. : ill. ; 21 cm.,bibliography,"""Por primera vez se ofrece un conjunto orgánico de aproximación multidisciplinaria sobre la literatura escrita por peruanos de ascendencia africana. Se incluyen 14 aproximaciones de diversos autores y géneros de esta tradición literaria, así como manifestaciones de carácter musical y cultural.""","Authors, Black|||Criticism and interpretation|||Peruvian literature|||History and criticism",20th century,Peru,,,,,,,
9957719743406236,"estigma del color: saberes y prejuicios sobre las razas en la ciencia hispano cubana del siglo XIX, El",,,,,Santa Cruz de Tenerife,Ediciones Idea,2008,,,1. ed. en Ediciones Idea,monographic,,Spanish,text,print,2 v. : ill. ; 20 cm.,bibliography,,Race discrimination|||History|||Science|||Social aspects|||Race relations,19th century,Cuba,,,,,,,
9957719783406236,"cuestión tabú: el pensamiento negro cubano de 1840 a 1959, La",,,,,Santa Cruz de Tenerife,Ediciones Idea,2007,,,1a. ed. in Ediciones Idea.,monographic,,Spanish,text,print,413 p. ; 20 cm.,Sources|||bibliography,,Blacks|||History,,Cuba,,,,,,,
9957721903406236,I've been black in two countries: black Cuban views on race in the US,,,,,El Paso,LFB Scholarly Pub.,2009,,,,monographic,,English,text,print,"ix, 247 p. ; 23 cm.",bibliography,,Cubans|||Blacks|||Racism|||African Americans|||Relations with Cubans|||Race relations,,United States|||Cuba,,,,,2008052591,,
9957753543406236,"Hoodoo, voodoo, and conjure: a handbook",,,,,"Westport, Conn",Greenwood Press,2008,,,,monographic,,English,text,print,"xii, 183 p. : ill. ; 25 cm.","Handbooks, manuals, etc|||bibliography",,Hoodoo (Cult)|||Magic|||Vodou,,United States,,,,,2008020832,,
9957754073406236,Tell my horse: voodoo and life in Haiti and Jamaica,,Voodoo and life in Haiti and Jamaica,,,New York,Harper Perennial,2009,,,1st Harper Perennial Modern Classics ed.,monographic,,English,text,print,"viii, 311, 16 p. : ill., ports. ; 21 cm.",bibliography,,Vodou|||Description and travel,,Jamaica|||Haiti,,,,,,,
9957762063406236,"Africanos y afrodescendientes en el Río de la Plata, siglos XVIII-XIX",,,,,Buenos Aires,Editorial Dunken,2009,,,,monographic,,Spanish,text,print,270 p. : ill. ; 23 cm.,bibliography,,Blacks|||Economic conditions|||Religion|||History,18th century|||19th century,Rio de la Plata Region (Argentina and Uruguay)|||Argentina,,,,,2009400257,,http://pitt.idm.oclc.org/login?url=http://core.cambeiro.com.ar/0-154523-0.pdf
9957763613406236,Imperial subjects: race and identity in colonial Latin America,,,,,"Durham, N.C",Duke University Press,2009,,,,monographic,,English,text,print,"xiv, 303 p. ; 25 cm.",Historia|||bibliography,,Identity (Psychology)|||History|||Latin Americans|||Ethnic identity|||Identidad cultural,To 1830,Latin America|||América española,,,,,2008051101,,
9957771563406236,"café para la microhistoria: estructura de posesión de esclavos y ciclo de vida en la llanura habanera, 1800-1886, Un",,,,,La Habana,Editorial de Ciencias Sociales,2008,,,,monographic,,Spanish,text,print,"xx, 203 p. : ill. ; 21 cm.",bibliography|||biography,,Slaves|||Social conditions|||Plantation life|||History|||Slavery|||Coffee industry,19th century,Cuba|||Havana (Province),,,,,,,
9957774653406236,"Matrimonio y familia en el ingenio: una utopía posible, La Habana (1825-1886)",,,,,La Habana,Editorial Unicornio,2007,,,,monographic,,Spanish,text,print,"83, [38] p. : ill., map ; 19 cm.",bibliography,,Slaves|||Social conditions|||Family relationships|||History|||Sugar plantations,19th century,Cuba,,,,,,,
9957775143406236,Desafíos de la problemática racial en Cuba,,,,,Ciudad de La Habana,Fundación Fernando Ortiz,c2007,,,,monographic,,Spanish,text,print,385 p. : ill. ; 18 cm.,bibliography,,Blacks|||Racism|||Race discrimination|||Race relations,,Cuba,,,,,2009423857,,
9957798173406236,Legalizing identities: becoming Black or Indian in Brazil's northeast,,,,,Chapel Hill,University of North Carolina Press,c2009,,,,monographic,,English,text,print,"xxiv, 247 p. : ill., map ; 25 cm.",bibliography,,"Ethnicity|||Ethnology|||Group identity|||Blacks|||Legal status, laws, etc|||Shocó Indians|||Ethnic identity|||Land tenure|||Social conditions",,Brazil|||Sergipe|||Sergipe (Brazil),,,,,2008050472,,
9957807013406236,Relatório anual das desigualdades raciais no Brasil,,,,,Rio de Janeiro,"Editora Garamond|||LAESER|||UFRJ, Instituto de Economia",c2008-,2008,9999,,serial,Annual,Portuguese,text,print,"v. : col. ill., col. maps ; 28 cm.",Periodicals,,Race discrimination|||Racism|||Race relations,,Brazil,,,,1982-5315,2009224004,,
9957807903406236,"OIT frente a la situación de los afrodescendientes, La",,,,,Guatemala,"Universid Rafael Landívar, Instituto de Investigaciones Jurídicas",2006,,,,monographic,,Spanish,text,print,"x, 7 p. ; 19 cm.",bibliography,,Blacks|||Social conditions|||Employment|||Discrimination in employment|||International Labour Organisation.,,Latin America,,,,,,,
9957811563406236,Da porteira para fora: mundo de preto em terra de branco,,,,,Ilhéus,Editus,2007,,,,monographic,,Portuguese,text,print,482 p. ; 22 cm.,bibliography,,Candomblé (Religion)|||Afro-Brazilian cults|||Religious life and customs,,Brazil|||Bahia (State)|||Bahia (Brazil : State),,,,,,,
9957814993406236,Negro contra blanco: Luis D'Elía y el recurso del odio,,,,,Buenos Aires,Planeta,2008,,,1a. ed.,monographic,,Spanish,text,print,194 p. ; 23 cm.,biography,,"Social reformers|||Politicians|||Race relations|||D'Elía, Luis 1957-",,Argentina,,,,,2009400095,,
9957896353406236,Abolicionistas brasileiros e ingleses: a coligação entre Joaquim Nabuco e a British and Foreign Anti-slavery Society (1880-1902),,Coligação entre Joaquim Nabuco e a British and Foreign Anti-slavery Society (1880-1902),,,São Paulo,Editora UNESP,2009,,,,monographic,,Portuguese,text,print,447 p. : ill. ; 23 cm.,bibliography,,"Antislavery movements|||Liberalism|||History|||Nabuco, Joaquim 1849-1910|||Anti-slavery and Aborigines Protection Society (Great Britain)",19th century,Brazil|||Great Britain,,,,,,,
9957896403406236,Eu sou atlântica: sobre a trajetória de vida de Beatriz Nascimento,,Sobre a trajetória de vida de Beatriz Nascimento,,,São Paulo,Instituto Kuanza|||Impr. Oficial do Estado de São Paulo,2007,,,,monographic,,Portuguese,text,print,129 p. ; 23 cm.,bibliography|||government publication,,"Blacks|||Race identity|||Women authors, Black|||Women historians|||Race relations|||Nascimento, Maria Beatriz",,Brazil,,,,,2008317266,,
9957901113406236,Haití: revolución y emancipación,,,,,"San José, Costa Rica",Editorial UCR,2008,,,1a. ed.,monographic,,Spanish|||English,text,print,"xiii, 186 p. : map ; 24 cm.",bibliography,,Slavery|||History,"Revolution, 1791-1804|||19th century",Caribbean Area; Caribbean Sea|||Caribbean Area|||Haiti,,,,,,,
9957961413406236,"Legacies of race: identities, attitudes, and politics in Brazil",,,,,"Stanford, Calif",Stanford University Press,c2009,,,,monographic,,English,text,print,294 p. ; 23 cm.,bibliography,,Ethnic attitudes|||Blacks|||Race identity|||Racially mixed people|||Race awareness|||Race|||Government policy|||Race relations|||Political aspects,,Brazil,,,,,2008042351,,
9958009043406236,Slaves to sweetness: British and Caribbean literatures of sugar,,,,,Liverpool,Liverpool University Press,c2009,,,,monographic,,English,text,print,"viii, 184 p. ; 25 cm.",bibliography,,Caribbean literature (English)|||History and criticism|||English literature|||Sugar in literature|||Slavery in literature,,,,,,,,,
9958089353406236,Fiebre negra,,,,,"Buenos Aires, Argentina",Planeta,2008,,,1a. ed.,monographic,,Spanish,text,print,237 p. ; 21 cm.,Fiction,,Blacks|||History,19th century,Buenos Aires|||Argentina|||Buenos Aires (Argentina),,,,,2008469175,,
9958097683406236,"colores de las independencias iberoamericanas: liberalismo, etnia y raza, Los",,,,,Madrid,Consejo Superior de Investigaciones Científicas,2009,,,,monographic,,Spanish,text,print,"291 p. : ill., maps ; 24 cm.",bibliography,,Liberalism|||History|||Relations interethniques|||Social aspects|||Race relations|||Ethnic relations,"19th century|||Wars of Independence, 1806-1830|||1806-1830 (Guerres d'indépendance)",Latin America|||Amérique latine,,,,,2009430294,,
9958103743406236,"Imaginarios ambiguos, realidades contradictorias: conductas y representaciones de los negros y mulatos novohispanos, siglos XVI y XVII",,,,,"México, D.F","El Colegio de México, Centro de Estudios Históricos",2008,,,1. ed.,monographic,,Spanish,text,print,227 p. : ill. ; 23 cm.,bibliography,,Blacks|||History|||Social conditions|||Race identity|||Racially mixed people|||Racism|||Race relations,16th century|||17th century,Mexico,,,,,2009423239,,
9958104043406236,Registros escravos: repertório das fontes oitocentistas pertencentes ao acervo da Biblioteca Nacional,,,,,"Rio de Janeiro, Brazil]","Ministério da Cultura, Fundação Biblioteca Nacional",[2006],,,,monographic,,Portuguese,text,print,240 p. : ill. (some col.) ; 26 cm.,Registers|||Sources|||bibliography|||government publication,,Slave trade|||History|||Slavery|||Slaves|||Slave records|||Escravidão|||Fontes históricas|||História do brasil|||Período colonial (1500-1822),19th century,Brazil|||Brasil,,,,,2009344418,,
9958114013406236,"Black middle: Africans, Mayas, and Spaniards in colonial Yucatan, The",,,,,"Stanford, Calif",Stanford University Press,c2009,,,,monographic,,English,text,print,"xviii, 433 p. : ill., maps ; 25 cm.",bibliography,,Africans|||History|||Blacks|||Race relations,"Spanish colony, 1540-1810",Mexico|||Yucatán Peninsula|||Yucatán,,,,,2008036651,,
9958127013406236,"Desigualdades raciais e segregação urbana em antigas capitais: Salvador, cidade D'Oxum, Rio de Janeiro, cidade de Ogum",,,,,Rio de Janeiro,Garamond,c2009,,,,monographic,,Portuguese,text,print,"543 p. : ill., maps ; 21 cm.",bibliography,,Race discrimination|||Blacks|||Social conditions|||Segregation|||Urban poor,,Brazil|||Rio de Janeiro|||Salvador,,,,,,,
9958127063406236,Família de negros: entre a pobreza e a herança cultural,,,,,Rio de Janeiro,E-Papers,2009,,,,monographic,,Portuguese,text,print,248 p. : ill. ; 21 cm.,bibliography,,"Blacks|||Social conditions|||Families, Black|||History|||Slavery",,Brazil|||Salvador,,,,,2009308967,,
9958135373406236,"trickster comes west: Pan-African influence in early Black diasporan narratives, The",,,,,Jackson,University Press of Mississippi,c2009,,,,monographic,,English,text,print,"x, 247 p. ; 24 cm.",bibliography|||government publication,,Caribbean literature (English)|||Black authors|||History and criticism|||American literature|||African American authors|||Blacks|||Race identity|||Pan-Africanism in literature|||Slave narratives|||Tricksters in literature|||African diaspora in literature|||Slavery in literature|||Civilization|||African influences,,South America|||America|||North America,,,,,2008045576,,
9958147273406236,Marx y los historiadores: ante la hacienda y la plantación esclavistas,,,,,La Habana,"Editorial de Ciencias Sociales, 2008.",,,,,monographic,,Spanish,text,print,369 p. ; 21 cm.,bibliography,,Slavery|||Plantations,,West Indies|||Brazil|||Cuba|||South America|||North America|||America,,,,,,,
9958153673406236,Ṣàngó in Africa and the African diaspora,,,,,Bloomington,Indiana University Press,c2009,,,,monographic,,English,text,print,"ix, 365 p. : ill., maps ; 24 cm.",bibliography|||government publication,,Orisha religion|||Yoruba (African people)|||Religion|||Afro-Brazilian cults|||African diaspora|||(Yoruba deity) Shango,,Brazil|||Nigeria|||Haiti,,,,,2008055799,,
9958154133406236,Colonial blackness: a history of Afro-Mexico,,,,,Bloomington,Indiana University Press,c2009,,,,monographic,,English,text,print,"xvi, 227 p. ; 25 cm.",bibliography|||government publication,,Blacks|||History|||Race relations,17th century,Mexico,,,,,2009001520,,
9958277523406236,Diversidade & ações afirmativas,,Diversidade e ações afirmativas,,,Rio de Janeiro,"Centro de Articulação de Populações Marginalizadas, CEAP",[2007],,,,monographic,,Portuguese,text,print,205 p. ; 21 cm.,bibliography,,Affirmative action programs in education|||Racism|||Blacks|||Education (Higher)|||Indians of South America|||Social conditions|||Ethnic relations,,Brazil,,,,,,,
9958278323406236,Lideranças negras,,,,,Rio de Janeiro,Aeroplano,c2005,,,,monographic,,Portuguese,text,print,469 p. ; 21 cm.,Interviews|||biography,,Blacks|||Politics and government|||Social conditions|||Social movements,,Brazil|||Rio de Janeiro,,,,,2006336938,,
9958278353406236,"Anti-racismo e seus paradoxos: reflexões sobre cota racial, raça e racismo",,"Reflexões sobre cota racial, raça e racismo",,,"São Paulo, SP, Brasil",Annablume,2004,,,1a ed.,monographic,,Portuguese,text,print,143 p. ; 21 cm.,bibliography,,Race|||Racism|||Blacks|||Race identity|||Negros|||Negros (sociedade;discriminação)|||Racismo|||Discriminação social|||Inclusão social|||Universidade|||Race relations,,Brazil|||Brasil,,,,,2006338191,,
9958278393406236,Ações afirmativas e combate ao racismo nas Américas,,,,,Brasília,"Ministério da Educação, Secretaria de Educação Continuada, Alfabetização e Diversidade|||Banco Interamericano de Desenvolvimento|||Unesco",2005,,,,monographic,,Portuguese,text,print,397 p. : ill. ; 25 cm.,bibliography,,Affirmative action programs in education|||Racism|||Blacks|||Social conditions|||Ethnic relations,,Brazil|||Latin America,,,,,,,
9958278423406236,Cotas raciais no Brasil: a primeira avaliação,,,,,"Rio de Janeiro, RJ, Brasil|||Buenos Aires, Argentina]","DP&A Editora|||Laboratório de Políticas Públicas (LPP/UERJ)|||CLACSO, Programa Sul-Sul",[2007],,,,monographic,,Portuguese,text,print,279 p. ; 21 cm.,bibliography,,Affirmative action programs in education|||Discrimination in higher education|||Blacks|||Education (Higher)|||Indians of South America|||Public universities and colleges|||Admission,,Brazil,,,,,2008318451,,
9958278453406236,"idioma da mestiçagem: as irmandades de pardos na América portuguesa, O",,,,,"Campinas, SP, Brasil",Editora Unicamp,c2007,,,,monographic,,Portuguese,text,print,238 p. : ill. ; 21 cm.,bibliography,"""A história das irmandades religiosas no Brasil colonial abre uma janela para a compreensão de identidades, alianças, conflitos e tensões que permeavam a sociedade escravista. Este livro examina especialmente a formação das irmandades de pardos na América portuguesa. Estimulando a criação de devoções próprias, essas instituições se espalharam por diferentes cidades coloniais entre os séculos XVII e XVIII e oferecem ao historiador a possibilidade de pensar sobre algumas questões relevantes para esse período: Quem eram os devotos pardos? Suas agremiações desafiavam, ainda que simbolicamente, as hierarquias coloniais fundadas sobre as noções de honra e ascendência? Como elas se inseriam naquela sociedade? Mestiçagem, identidades e hierarquias sociais são temas privilegiados neste livro, que, baseado em uma pesquisa documental inédita, ilumina a dinâmica das relações entre religião e sociedade no Brasil escravista.""--P. 4 of cover.",Miscegenation|||History|||Blacks|||Race identity|||Brotherhoods|||Slavery|||Negros (história)|||Miscigenação|||Religiosidade popular|||Irmandades (história)|||Escravidão|||Race relations,,Brazil|||Rio de Janeiro|||Brasil,,,,,2008318458,,
9958326963406236,Cimarrones de Panamá: la forja de una identidad afroamericana en el siglo XVI,,,,,Madrid|||Frankfurt am Main,Iberoamericana|||Vervuert,2009,,,,monographic,,Spanish,text,print,"288 p. : ill., maps ; 24 cm.",bibliography,,Maroons|||History|||Blacks|||Slavery|||Slave insurrections|||Pirates,16th century,Panama|||Caribbean Area|||Caribbean Area; Caribbean Sea,,,,,,,
9958346933406236,Negro de corpo e alma =: black in body and soul,,Black in body and soul|||Mostra do Redescobrimento,,,São Paulo,Fundação Bienal de São Paulo|||Associação Brasil 500 Anos Artes Visuais,c2000,,,,monographic,,Portuguese|||English,text,print,559 p. : ill. (some col.) ; 32 cm.,Exhibitions|||Pictorial works|||bibliography,,"Art, Brazilian|||Blacks in art|||Art, Black|||Blacks|||Photography|||Exhibitions|||History|||Race relations",,Brazil,,,,,,,
