,id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclcn
12,4766371,Africa update,"Africa update (New Britain, Conn. : Online)",Africa update archives|||AfricaUpdate,,,"New Britain, CT","Central Connecticut State University, African Studies Program",1993-,1993,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,"An electronic journal including articles, editorials, poems, essays, reviews, and conference announcements regarding political, social and cultural life in Africa.",Central Connecticut State University. African Studies Program|||Central Connecticut State University. African Studies Program.,,,,,,1526-8047|||1526-7822,,
13,545499,África,,,,,Lisboa,África Ed.],,1978,9999,,serial,Quarterly,por,text,print,v. ill. 24 cm.,periodical|||review,,African literature (Portuguese)|||Periodicals,,,,,,,79646300,
14,4176037,Africa,"Africa (London, England : 1928 : Online)",,,"Westermann, Diedrich, 1875-1956 (edt)|||Smith, Edwin William, 1876-1957 (edt)|||Forde, Cyril Daryll, 1902- (edt)","London :|||Cambridge, UK :","Oxford University Press,|||Cambridge University Press for the International African Institute",1928-,1928,9999,,serial,Quarterly,eng|||fre|||ger,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodique électronique (Descripteur de forme)|||Périodiques|||Ressource Internet (Descripteur de forme)|||periodical|||review|||text,,African languages|||Langues africaines|||Civilization|||Etnografie|||Culture africaine|||Langue africaine|||Société|||SOCIAL CONDITIONS|||POLITICAL CONDITIONS|||ECONOMIC CONDITIONS|||African Studies|||Ethnology|||Research|||Civilisation,,,,,International African bibliography (Quarterly : Online),1750-0184|||0001-9720,,
15,532523,African abstracts,,Bulletin analytique africaniste,,,London],International African Institute,-[1972],1950,1972,,serial,Quarterly,eng,text,print,23 v. ; 26 cm.,abstract or summary|||periodical,,Ethnology|||Abstracts|||Periodicals|||African languages,,,,,,0568-1200,55018105 //r86,
16,4176056,African affairs,African affairs (Online),,,,London,Royal African Society,1944-,1944,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||review|||text,,African Studies,,,,Journal of the Royal African Society (Online) (DLC) 2002227379 (OCoLC)51206410,,1468-2621|||0001-9909,,
17,4176059,African American review (Online),African American review (Online),AAR,,,"Terre Haute, Ind","Dept. of English, Indiana State University",³1992-,1992,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,"Criticism, interpretation, etc|||Electronic journals|||Periodicals|||periodical|||review|||text",,American literature|||African American authors|||History and criticism|||African American arts,,,,Black American literature forum (Online) 2326-1536 (DLC)sn 99023368 (OCoLC)40892653,,1945-6182|||1062-4783,,
18,519042,African arts,,Arts d'Afrique,,,Los Angeles,"African Studies Center, University of California, Los Angeles]",,1967,9999,,serial,Quarterly,eng,text,print,v. ill. 28 cm.,periodical,,"Art, African|||Periodicals",,,,,,0001-9933,sf 77000055,
19,4176063,African arts: Arts d'Afrique,African arts (Online),Arts d'Afrique,,,Los Angeles,"African Studies Center, University of California, Los Angeles",³1967-,1967,9999,,serial,Quarterly,eng,text,electronic|||electronic resource]|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodiques|||periodical|||review|||text,,Arts|||Art africain|||African Art,,,,,,1937-2108|||0001-9933,,
20,542253,"African book world & press: directory: Répertoire du livre et de la presse en Afrique, The",,Répertoire du livre et de la presse en Afrique,,,Oxford [Eng.]|||Detroit,H. Zell|||Gale Research.,,1977,9999,,serial,Unknown,eng|||fre,text,print,v. 31 cm.,directory,,Libraries|||Directories|||Book industries and trade|||Publishers and publishing|||African periodicals|||African newspapers,,,,,,,76056994,
21,5755311,African diaspora,,,,,Leiden,Brill,,2008,9999,,serial,Two times a year|||Semiannual,eng|||fre,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African diaspora,,,,,,1872-5465|||1872-5457,,
22,4582367,African human rights law reports,,AHRLR,,,Lansdowne [South Africa],Juta Law,2004-,2000,9999,,serial,Annual,eng,text,print,v. ; 25 cm.,Cases|||law report or digest,,Human rights|||Civil rightsAfrican Commission on Human and Peoples' Rights,,,,,,1812-2418,2005267003,
23,7297013,African journal of laboratory medicine (Online),,AJLM,,,"Durbanville, South Africa",AOSIS OpenJournals,[2012]-,2012,9999,,serial,Irregular|||Completely irregular,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Fulltext|||Internet Resources|||Periodicals|||periodical|||text,,"Diagnosis, Laboratory|||Clinical Laboratory Techniques|||Sabinet African ePublications (SA ePublications)",,,,,,2225-2010,,
24,6046218,African journal of primary health care & family medicine (Online),,PHCFM,,,"Durbanville, South Africa :","AOSIS OpenJournals,",[2009]-,2009,9999,,serial,Completely irregular,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Primary health care|||Family medicine|||Family Health|||Family Practice|||Sabinet African ePublications (SA ePublications),,,,,,2071-2936|||2071-2928,,
25,9025921,African journal of public affairs,,AJPA,,,"Faerie Glen, South Africa",Published on behalf of the African Consortium of Public Administration,,2007,9999,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote,,Electronic journals|||Periodicals|||periodical,,Politics and government|||Periodicals|||Sabinet African ePublications (SA ePublications),Since 1960|||1960-|||1994-,,,,,1997-7441,,
26,6113018,"African journal of traditional, complementary, and alternative medicines: AJTCAM","African journal of traditional, complementary, and alternative medicines (Online)",AJTCAM,,,"Ile-Ife, Nigeria?]|||Osun :","[African Networks on Ethnomedicines]|||African Traditional, Herbal Medicine Supporters Initiative",[2004]-,2004,9999,,serial,Three no. a year|||Three times a year,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource,Periodicals|||periodical|||text,,"Alternative medicine|||Traditional medicine|||Herbs|||Therapeutic use|||Medicinal plants|||Phytotherapy|||Complementary Therapies|||Medicine, African Traditional|||Plants, Medicinal",,,,,,2505-0044,2005243003,
27,5498088,"African journal of traditional, complementary, and alternative medicines: AJTCAM","African journal of traditional, complementary, and alternative medicines (Online)",AJTCAM,,,"Ile-Ife, Nigeria?]|||Osun :","[African Networks on Ethnomedicines]|||African Traditional, Herbal Medicine Supporters Initiative",[2004]-,2004,9999,,serial,Three no. a year|||Three times a year,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,"Alternative medicine|||Traditional medicine|||Herbs|||Therapeutic use|||Medicinal plants|||Phytotherapy|||Complementary Therapies|||Medicine, African Traditional|||Plants, Medicinal",,,,,,2505-0044|||0189-6016,,
28,526085,African language studies,,,,,London,"School of Oriental and African Studies, University of London.",,1960,1980,,serial,Annual,eng,text,print,17 v. 23 cm.,,,African languages,,,,,,0065-3985,65081635 //r823,
29,4176070,African languages and cultures,African languages and cultures|||African languages and cultures (Online),,,,London,"School of Oriental and African Studies, University of London",1992-1996,1992,1996,,serial,Irregular|||Completely irregular,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||series|||text,,African languages|||Civilization,,,,,,1477-9366,,
30,4176068,African languages and cultures,African languages and cultures (Online),ALC,,,London,"School of Oriental and African Studies, University of London",³1988-1997,1988,1997,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African languages|||Civilization,,,,,Journal of African cultural studies (Online) (DLC) 2002227148 (OCoLC)50709779,0954-416X,,
31,518176,African literature today,,African literature|||ALT,,,London|||New York,Heinemann|||Africana Pub. Co.,c1968-,1968,9999,,serial,"Irregular, 1971-|||Two no. a year, 1968-1970|||Completely irregular",eng,text,print,v. ; 21-23 cm.,series,,African literature|||History and criticism,,,,Bulletin of the Association for African Literature in English Association for African Literature in English. (OCoLC)3358201,,0065-4000,70002505|||sn 96046024,
32,9040492,African markets overview,,SA ePublications,,,"Bellville, South Africa :",African Centre for Investment Analysis,,2004,2uuu,,serial,Monthly|||Annual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Marketing|||Sabinet African ePublications (SA ePublications),,,,,,,,
33,532524,African opinion: journal of independent thoughts and expression,,,,,New York,African Picture & Information Service.,,1949,1976,,serial,Completely irregular,eng,text,print,"11 v. ill. 28 cm,",Periodicals|||periodical,,"African Americans|||Africa|||Foreign public opinion, American|||Blacks|||Periodicals|||Nationalism",,,,,,0002-0095,,
34,4279109,African philosophy,,,,,"Abingdon, Oxfordshire|||Cambridge, MA",Carfax,³1998-³2000,1998,2000,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,"Philosophy, African|||African diaspora|||Philosophie|||Zeitschrift",,,,SAPINA (DLC) 2001238190 (OCoLC)40157395,Philosophia Africana 1539-8250 (DLC) 2001235314 (OCoLC)48059681,1369-6823,,
35,4804106,"African repository and colonial journal, The",,African repository|||Colonial journal,,,Washington City,American Colonization Society,1825-1850,1825,1850,,serial,"Monthly, Mar. 1842-Aug. 1850|||Semimonthly (irregular), Jan. 1839-Feb. 15, 1842|||Monthly, Mar. 1825-Dec. 1838|||Monthly",eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,African American periodicals|||Antislavery periodicals|||Electronic journals|||Periodicals|||Printed wrappers (Binding)|||periodical|||text,,African Americans|||Colonization|||Slavery,,,,"Christian statesman (Washington, D.C. : Online)|||Colonization herald (Online)",African repository (Online) (DLC) 2008233058 (OCoLC)55945455,2154-851X,,
36,4176075,African studies bulletin,African studies bulletin (Online),,,,"New York, N.Y",African Studies Association,1958-1969,1958,1969,,serial,"3 no. a year, 1965-1969|||Two no. a year, 1958|||Quarterly, 1959-1964|||Three times a year",eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodique électronique (Descripteur de forme)|||Ressource Internet (Descripteur de forme)|||periodical|||text,,African philology|||Études africaines,,,,,African studies review (Online) 1555-2462 (DLC) 2002227372 (OCoLC)51205622,2326-3083|||0568-1537,,
37,541487,African studies newsletter,,,,,"Waltham, Mass",African Studies Association],,1968,1980,,serial,"Six no. a year, Apr. 1971-<Apr. 1977>|||Six to 9 no. a year, < Mar./Apr. 1968>-Feb. 1971|||Bimonthly",eng,text,print,v. 23 cm.,periodical|||review,,Study and teaching|||PeriodicalsAfrican Studies Association.,,,,Newsletter (African Studies Association) (OCoLC) 7351893,ASA news 0278-2219 (DLC) 81649773,0002-0214,77641880 //r82,
38,4218985,African studies quarterly,African studies quarterly (Online),ASQ,,,"Gainesville, Fla.]","University of Florida, Center for African Studies",1997-,1997,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,"Presents ""African Studies Quarterly,"" an electronic journal published quarterly by the Center for African Studies at the University of Florida in Gainesville. Posts contact information for the editorial office via street address, telephone number, and e-mail. Lists advisory board and staff members. Offers access to the current issue, as well as to previous issues. Contains articles and related book reviews. Provides information on submissions and links to ""African Anthropology.""",Electronic journals|||Study skills|||Study and teaching|||African studiesPeriodicalsUniversity of Florida. Center for African Studies.,,,,,,2152-2448|||1093-2658,,
39,4176076,African studies review,African studies review (Online),,,,"East Lansing, Mich|||New York, NY|||Cambridge, UK","African Studies Center, Michigan State University|||Cambridge University Press",1970-,1970,9999,,serial,"3 no. a year, 1987-|||Three no. a year, 1970-1980|||Quarterly, 1981-1986|||Three times a year",eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Online-Publikation|||Periodicals|||Périodique électronique (Descripteur de forme)|||Ressource Internet (Descripteur de forme)|||Zeitschrift|||periodical|||review|||text,,African philology|||Études africaines,,,,African studies bulletin (Online) 2326-3083 (DLC) 2002227371 (OCoLC)51205608|||ASA review of books (Online) 2326-3075 (DLC) 2002227370 (OCoLC)51205596,,1555-2462|||0002-0206,,
40,519046,African studies (Johannesbg.),,,,,Johannesburg,Witwatersrand University Press,1942-,1942,9999,,serial,"Semiannual, 1976-|||Quarterly, 1942-75|||Semiannual",eng,text,print,"v. maps, diagrs. 25 cm.",periodical,,Ethnology|||Indigenous peoples|||African languages|||Languages,,,,Bantu studies (OCoLC)1519160,,0002-0184,45015602 //r82,
41,4176074,African studies,African studies (Online),,,,London],Carfax,,1942,9999,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Ethnology|||Indigenous peoples|||African languages|||Language and languages|||African Studies|||Languages,,,,Bantu studies,,1469-2872|||0002-0184,,
42,6162889,"African times and Orient review: a monthly journal devoted to the interests of the coloured races of the world, The",,,,,London,African Times and Orient Review,1912-1918,1912,1918,,serial,"Monthly, 1917-Oct. 1918|||Monthly, July 1912-Dec. 1913|||Weekly, Mar. 24, 1914-Aug. 18, 1914",eng,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,Black race|||Civilization,,,,,,,,
43,8536418,African writing,,African writing online,,,"Nottingham, UK :|||Bournemouth, UK :","Fonthouse Ltd,|||African Writing Ltd",[2007]-,2007,9999,,serial,Bimonthly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Literature|||Periodicals|||periodical|||text,,African literature (English),,,,,,1754-6672,,
44,4306652,Africana libraries newsletter,"Africana libraries newsletter (Urbana, Ill. : Online)",ALN,,,"Urbana, Ill","African Studies Program, University of Illinois",1983-,1983,9999,,serial,"Semiannual, 2005-|||Quarterly, 1983-|||Irregular, <1999>-2004|||Completely irregular",eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||Périodiques|||periodical|||text,,"Serials control systems|||Africana libraries|||Publications en série|||Gestion, Systèmes de|||Bibliothèques|||Archival resources|||Library resources|||Fonds documentaires|||Fonds d'archivesMichigan State University. Libraries.|||African Studies Association. Africana Librarians Council.",,,,"Africana libraries newsletter (Urbana, Ill) (DLC)sn 84012032 (OCoLC)9977658",,,,
45,892240,Africana linguistica,,,,,"Tervuren, Belgique",Musée royal de l'Afrique centrale.,,1962,9999,,serial,Unknown,mul|||eng|||fle|||fre,text,print,v. ill. 27 cm.,,,African philology,,,,,,,72257923 //r75,
46,8683373,Africana linguistica,,,,,"Tervuren, Belgique",Musée royal de l'Afrique centrale,1962-,1962,9999,,serial,"Annual, 2006-|||Irregular, -1994|||Annual",eng|||dut|||fre,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||text,,African philology,,,,,,2033-8732,,
47,8925808,Africo-American Presbyterian,,,,,"Wilmington, N.C|||Charlotte, N.C",D.J. Sanders,,1879,1938,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||Presbyterians|||African American Presbyterians|||African American newspapers|||Presbyterian Church,,United States North Carolina Mecklenburg Charlotte|||United States North Carolina New Hanover Wilmington,,"Southern evangelist (Charlotte, N.C.)","New advance (Charlotte, N.C.)",,,
48,9399076,Africology: the journal of Pan African studies,,Journal of Pan African studies|||A:JPAS,,,"Santa Clarita, California",[publisher not identified],,2018,9999,,serial,Four times a year|||Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||periodical|||text,,Pan-Africanism|||Africans|||African Americans|||Civilization,,,,Journal of Pan African studies 1942-6569 (DLC) 2007236575 (OCoLC)173191064,,2156-5600,,
49,519104,Afrika und Übersee,,,,"Meinhof, Carl, 1857-1944 (ed.)",Berlin [etc.],D. Reimer [etc.],,1910,9999,,serial,Quarterly,ger|||eng|||fre,text,print,"v. ill., maps. 23-30 cm.",periodical,,African languages|||Periodicals,,,,,,0002-0427,12034290 //r522,
50,530837,"Afrique littéraire et artistique, L'",,,,,Paris,Société Africaine d'Édition.,,1968,1979,,serial,Quarterly 1979-|||Quarterly 1968-1969|||Bimonthly 1970-1978|||Quarterly,fre,text,print,53 no. ill. 20 cm.,periodical,,African literature|||Periodicals|||Art|||Social life and customs,,,,,Afrique litteraire (DLC) 86648685 (OCoLC)6632718,0002-0508,sn 84010438,
51,547541,"Afrique littéraire, L'",,,,,Paris,L'Afrique littéraire,1980-,1980,9999,,serial,Quarterly (irregular)|||Quarterly,fre,text,print,v. : ill. 20 cm.,periodical,,African literature|||Periodicals,,,,Afrique littéraire et artistique (OCoLC)2015335,,0245-8160,86648685|||sn 82020016,
52,519106,"Afro=American advance, The",,Afro American advance,,,Minneapolis and St. Paul,,,1899,19uu,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Minnesota Minneapolis,,Twin=city American (OCoLC)1767879|||Colored citizen,,,,
53,6308321,Afro-American Churchman,,,,,"Petersburg, VA",,1887,1887,1887,,serial,Monthly,eng,text,electronic|||electronic resource|||remote,,Newspapers|||newspaper,,African Americans|||African American Episcopalians|||African American newspapersEpiscopal Church,,United States Virginia Norfolk|||United States Virginia Petersburg,,"Lancet (Petersburg, Va.)",,,,
54,6308320,Afro-American,,,,,"Baltimore, MD",,1893-1898,1893,1898,,serial,Weekly,eng,text,electronic|||electronic resource|||remote,,Newspapers|||newspaper,,African American newspapers|||African Americans,,United States Maryland Baltimore,,,"Ledger (Baltimore, Md.)|||Afro-American ledger",,,
55,7906677,"Afro-American, The","Afro-American (Baltimore, Md. : 1892)",,,,"Baltimore, Md",Afro-American Co.,,1892,1899,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Newspapers|||newspaper|||text,,African American newspapers|||African Americans,,United States Maryland Baltimore,,,"Ledger (Baltimore, Md.) 2473-5949 (DLC)sn 83045833 (OCoLC)9717406|||Afro-American ledger 2473-5965 (DLC)sn 83045756 (OCoLC)9721724",2473-5922,,
56,528299,Afro-Asian and world affairs,,,,,New Delhi],Institute of Afro-Asian and World Affairs.,,1964,1968,,serial,Quarterly,eng,text,print,v. 25 cm.,periodical,,Afro-Asian politics|||Periodicals|||World politics,,,,,,0002-0605,sap66007754,
57,531788,Afro-Asian peoples,,,,,Cairo],,,19uu,19uu,,serial,Monthly,eng,text,print,illus. 27 cm.,periodical,,Afro-Asian politics|||Periodicals,,,,,Solidarity (DLC) 77643918 (OCoLC)2538493,0002-0648,75640482 /NE,
58,549506,Afro-Hispanic review: publication of the Afro-Hispanic Institute,,Afro Hispanic review,,,"Washington, D.C.]",The Institute,c1981-,1982,9999,,serial,"Three no. a year (Jan., May, and Nov.)|||Three times a year",eng|||spa,text,print,v. ; 28 cm.,periodical|||review,,Spanish American literature|||Black authors|||Periodicals|||Blacks in literature,,,,,,0278-8969,82642621|||sn 81002220,
59,6113080,Afro-Hispanic review: publication of the Afro-Hispanic Institute,Afro-Hispanic review (Online),,,,"Washington, D.C",Afro-Hispanic Institute,³1981-,1982,9999,,serial,"Semiannual, 1993-|||Three no. a year, 1982-1992|||Semiannual",eng|||spa,text,electronic|||electronic resource|||remote|||computer|||online resource,,Computer network resources|||Electronic journals|||Periodicals|||periodical|||review|||text,,Spanish American literature|||Black authors|||Blacks in literature|||Black Studies|||Literature,,,,,,2327-9648|||0278-8969,,
60,540151,Afro-independent,,,,,"St. Paul, Minn",,,1888,9999,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Minnesota St. Paul,,,,,,
61,861363,ALA bulletin: a publication of the African Literature Association,,A.L.A. bulletin,,,"Edmonton, Alta",The Association,1982-,1982,2006,,serial,Quarterly,eng,text,print,v. ; 22 cm.,periodical,,African literature|||Periodicals,,,,ALA newsletter (DLC) sc 78000009,JALA: journal of the African Literature Association.,0146-4965,82642604 //r83,
62,4068212,"Albany liberator, The",,Liberator,,,"Albany, N.Y",Brothers Coordinating Committee,,196u,19uu,,serial,Biweekly,eng,text,print,v. : ill.,Newspapers|||Periodicals|||newspaper,,African Americans|||Civil rights|||Underground newspapers|||Black nationalism,,United States New York Albany Albany,,,,,sn 93023929,
63,540165,"Aliened American, The",,,,,"Cleveland, Ohio",,,1853,9999,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Ohio Cleveland,,,,,,
64,6965897,Alternation (Durb.),"Alternation (Durban, South Africa)",Alter nation|||Journal of the Centre for the Study of Southern African Literature and Languages 1994-2008|||International journal for the study of Southern African literature and languages 1995-2003|||Interdisciplinary journal for the study of the arts and humanitites in Southern Africa 2004-|||Alternation special edition,,,Durban,Centre for the Study of Southern African Literature and Languages|||CSSALL,[1994]-,1994,9999,,serial,Two issues per year|||Semiannual,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Electronic journals|||Periodicals|||periodical|||text,,Southern African literature|||Arts|||Humanities|||Language and languages|||Afrikaanse talen|||Taalkunde|||Letterkunde|||Languages,,,,,,1023-1757,,
65,6832105,Amandla-Matla,Amandla-Matla (Online),,,,South Africa],African National Congress,,197u,1976,,serial,Unknown,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||periodical|||text,,"Government, Resistance toAfrican National Congress|||African National Congress.",,,,,,,,
66,542841,"American eagle, The",,,,,St. Louis,R. A. Hudlin.,,1894,1907,,serial,Unknown,eng,text,microfilm,ill.,newspaper,,African American newspapers,,,,,,,,
67,540225,"American Negro, The",,,,,"Springfield, Mo",,,1890,9999,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Missouri Springfield,,,,,,
68,7554114,Angola Press Agency,,,,,London,Financial Times Ltd.,,20uu,9999,,serial,Daily,eng,text,electronic|||electronic resource|||remote,,newspaper,,African newspapers|||Foreign news,,,,,,,,
69,7916687,Annual agency performance report on actions to assist minority serving institutions,,,,"United States, Department of Veterans Affairs, (author.)","Washington, District of Columbia :","Department of Veterans Affairs,",2011-,2011,9999,,serial,Annual,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource,Periodicals|||text,,African American universities and colleges|||Indian universities and colleges|||Hispanic American college students|||Asian American college students|||Pacific Islanders|||Education (Higher)United States. Department of Veterans Affairs,,,,Annual performance report on executive agency actions to assist tribal colleges and universities (TCUs) United States. Department of Veterans Affairs. (DLC) 2014230749 (OCoLC)883404605|||Annual agency report on executive agency actions to assist historically Black colleges and universities United States. Department of Veterans Affairs.|||Annual report on Hispanic employment in the federal government United States. Department of Veterans Affairs.,,,2014230750,
70,1517888,Annual National Conference of Black Physics Students,,,,,"East Lansing, MI",The Conference,,19uu,9999,,serial,Annual,eng,text,microfiche|||microform,v. : ill. ; 28 cm.,conference publication,,"Periodicals|||Minorities in science|||Congresses|||College students, BlackNational Conference of Black Physics Students",,,,,,,sn 94028489,
71,3793750,Annual report,,,,,Accra],West African Examinations Council,,1953,9999,,serial,Annual,eng,text,print,v. ; 23-33 cm.,Periodicals,,ExaminationsWest African Examinations Council,,,,,,0508-3389,54044323 //r81,
