id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclccn,url
519033,Africa: journal of the International African Institute = journal de l'Institut international africain = Zeitschrift des Internationalen Afrikanischen Instituts,Africa (International African Institute),,,,London,Oxford University Press|||Geoffrey Cumberlege,[1946]-,1946,9999,,serial,Quarterly,French|||German|||English,text,print,v. ; 24 cm.,Periodicals|||periodical,"Includes Proceedings of the Executive council and List of members, also section ""Review of books"".|||""African negro music, by E. M. von Hornbostel"": v. 1, p. [30]-62.",African languages|||Civilization,,Africa,,Africa (International Institute of African Languages and Cultures (DLC) 29010790 (OCoLC)1461367,,0001-9720,,,
545582,Africa index to continental periodical literature,,,,,"Oxford, England",Hans Zell Publishers Ltd. for the Africa Bibliographical Centre,1978-,1977,9999,,serial,Annual,English|||Multiple languages,text,print,v. ; 30 cm.,index,,African periodicals|||Indexes|||Periodicals,,Africa,,Africa index (OCoLC)5156946,,,81640483,,
4766371,Africa update,"Africa update (New Britain, Conn. : Online)",Africa update archives|||AfricaUpdate,,,"New Britain, CT","Central Connecticut State University, African Studies Program",1993-,1993,9999,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,"An electronic journal including articles, editorials, poems, essays, reviews, and conference announcements regarding political, social and cultural life in Africa.",Central Connecticut State University. African Studies Program,,Africa,,,,1526-8047|||1526-7822,,,http://www.ccsu.edu/Afstudy/archive.html
545499,África,,,,,Lisboa,África Ed.],,1978,9999,,serial,Quarterly,Portuguese,text,print,v. ill. 24 cm.,periodical|||review,,African literature (Portuguese)|||Periodicals,,Africa,,,,,79646300,,
4176037,Africa,"Africa (London, England : 1928 : Online)",,,"Westermann, Diedrich, 1875-1956 (edt)|||Smith, Edwin William, 1876-1957 (edt)|||Forde, Cyril Daryll, 1902- (edt)","London :|||Cambridge, UK :","Oxford University Press,|||Cambridge University Press for the International African Institute",1928-,1928,9999,,serial,Quarterly,French|||German|||English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodique électronique (Descripteur de forme)|||Périodiques|||Ressource Internet (Descripteur de forme)|||periodical|||review|||text,,African languages|||Langues africaines|||Civilization|||Etnografie|||Culture africaine|||Langue africaine|||Société|||SOCIAL CONDITIONS|||POLITICAL CONDITIONS|||ECONOMIC CONDITIONS|||African Studies|||Ethnology|||Research|||Civilisation,,Afrique|||Africa,,,International African bibliography (Quarterly : Online),1750-0184|||0001-9720,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/afrijinteafriins|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=AIX&scope=site|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/2477/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/2477/BIG?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=http://www.cambridge.org/core/product/identifier/AFR/type/JOURNAL|||http://pitt.idm.oclc.org/login?url=https://muse.jhu.edu/journal/310|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/4LTR/AONE?sid=kbart?&u=upitt_main
532523,African abstracts,,Bulletin analytique africaniste,,,London],International African Institute,-[1972],1950,1972,,serial,Quarterly,English,text,print,23 v. ; 26 cm.,abstract or summary|||periodical,,Ethnology|||Abstracts|||Periodicals|||African languages,,Africa,,,,0568-1200,55018105 //r86,,
4176056,African affairs,African affairs (Online),,,,London,Royal African Society,1944-,1944,9999,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||review|||text,,African Studies,,Africa,,Journal of the Royal African Society (Online) (DLC) 2002227379 (OCoLC)51206410,,1468-2621|||0001-9909,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/africanaffairs|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/2318/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=https://academic.oup.com/afraf
4176059,African American review,African American review (Online),AAR,,,"Terre Haute, Ind","Dept. of English, Indiana State University",³1992-,1992,9999,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,"Criticism, interpretation, etc|||Electronic journals|||Periodicals|||periodical|||review|||text",,American literature|||African American authors|||History and criticism|||African American arts,,United States,,Black American literature forum (Online) 2326-1536 (DLC)sn 99023368 (OCoLC)40892653,,1945-6182|||1062-4783,,,http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=AAV&scope=site|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=ibh&jid=AAV&scope=site|||http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/afriamerrevi|||http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/openurl/openurl?url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&res_id=info:sid/gale:LitRC&ctx_enc=info:ofi:enc:UTF-8&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.issn=1062-4783&req_dat=info:sid/gale:ugnid:upitt_main|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/2838/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:lion-us&rft_id=xri:lion:contents:abl_toc/AfricanAmericanReviewIndianaSta/issues.htm|||http://pitt.idm.oclc.org/login?url=https://muse.jhu.edu/journal/434
519042,African arts,,Arts d'Afrique,,,Los Angeles,"African Studies Center, University of California, Los Angeles]",,1967,9999,,serial,Quarterly,English,text,print,v. ill. 28 cm.,periodical,,"Art, African|||Periodicals",,Africa,,,,0001-9933,sf 77000055,,
4176063,African arts: Arts d'Afrique,African arts (Online),Arts d'Afrique,,,Los Angeles,"African Studies Center, University of California, Los Angeles",³1967-,1967,9999,,serial,Quarterly,English,text,electronic|||electronic resource]|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodiques|||periodical|||review|||text,,Arts|||Art africain|||African Art,,Africa,,,,1937-2108|||0001-9933,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/africanarts|||http://pitt.idm.oclc.org/login?url=http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:lion-us&rft_id=xri:lion:contents:abl_toc/AfricanArts/issues.htm|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=AFA&scope=site|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aft&jid=AFA&scope=site|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/0438/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/openurl/openurl?url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&res_id=info:sid/gale:LitRC&ctx_enc=info:ofi:enc:UTF-8&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.issn=0001-9933&req_dat=info:sid/gale:ugnid:upitt_main|||http://pitt.idm.oclc.org/login?url=https://www.mitpressjournals.org/loi/afar|||http://pitt.idm.oclc.org/login?url=https://muse.jhu.edu/journal/675
542253,"African book world & press: directory: Répertoire du livre et de la presse en Afrique, The",,Répertoire du livre et de la presse en Afrique,,,Oxford [Eng.]|||Detroit,H. Zell|||Gale Research.,,1977,9999,,serial,Unknown,French|||English,text,print,v. 31 cm.,directory,,Libraries|||Directories|||Book industries and trade|||Publishers and publishing|||African periodicals|||African newspapers,,Africa,,,,,76056994,,
5755311,African diaspora,,,,,Leiden,Brill,,2008,9999,,serial,Two times a year|||Semiannual,French|||English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African diaspora,,Africa,,,,1872-5465|||1872-5457,,,http://pitt.idm.oclc.org/login?url=https://brill.com/view/journals/afdi/afdi-overview.xml|||http://brill.publisher.ingentaconnect.com/content/brill/afdi|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=sih&jid=2SGL&scope=site
4582367,African human rights law reports,,AHRLR,,,Lansdowne [South Africa],Juta Law,2004-,2000,9999,,serial,Annual,English,text,print,v. ; 25 cm.,Cases|||law report or digest,,Human rights|||Civil rights|||African Commission on Human and Peoples' Rights,,Africa,,,,1812-2418,2005267003,,
7297013,African journal of laboratory medicine,,AJLM,,,"Durbanville, South Africa",AOSIS OpenJournals,[2012]-,2012,9999,,serial,Irregular|||Completely irregular,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Fulltext|||Internet Resources|||Periodicals|||periodical|||text,,"Diagnosis, Laboratory|||Clinical Laboratory Techniques|||Sabinet African ePublications (SA ePublications)",,Africa,,,,2225-2010,,,http://www.ajlmonline.org/index.php/ajlm|||http://www.ajlmonline.org|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/5YKH/AONE?sid=kbart?&u=upitt_main|||http://www.ajlmonline.org/index.php/ajlm/issue/archive|||http://www.ajlmonline.org/index.php/ajlmhttp://www.ajlmonline.org/index.php/ajlm/issue/archive|||https://www.ncbi.nlm.nih.gov/pmc/journals/3216/
6046218,African journal of primary health care & family medicine,,PHCFM,,,"Durbanville, South Africa :","AOSIS OpenJournals,",[2009]-,2009,9999,,serial,Completely irregular,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Primary health care|||Family medicine|||Family Health|||Family Practice|||Sabinet African ePublications (SA ePublications),,Africa,,,,2071-2936|||2071-2928,,,http://www.phcfm.org/|||http://www.phcfm.org|||http://www.phcfm.org/index.php/phcfm/issue/archive|||http://www.publish.csiro.au/nid/316.htm|||http://www.phcfm.org/index.php/phcfm/index|||https://www.ncbi.nlm.nih.gov/pmc/journals/2761/|||http://www.ncbi.nlm.nih.gov/pmc/journals/2761/|||http://www.phcfm.org/index.php/phcfm|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/5YKO/AONE?sid=kbart?&u=upitt_main|||http://www.scielo.org.za/scielo.php?script=sci_serial&pid=2071-2936&nrm=iso&rep=&lng=pt
9025921,African journal of public affairs,,AJPA,,,"Faerie Glen, South Africa",Published on behalf of the African Consortium of Public Administration,,2007,9999,,serial,Semiannual,English,text,electronic|||electronic resource|||remote,,Electronic journals|||Periodicals|||periodical,,Politics and government|||Periodicals|||Sabinet African ePublications (SA ePublications),Since 1960|||1960-|||1994-,Africa|||South Africa,,,,1997-7441,,,http://journals.co.za/content/journal/ajpa
6113018,"African journal of traditional, complementary, and alternative medicines: AJTCAM","African journal of traditional, complementary, and alternative medicines (Online)",AJTCAM,,,"Ile-Ife, Nigeria?]|||Osun :","[African Networks on Ethnomedicines]|||African Traditional, Herbal Medicine Supporters Initiative",[2004]-,2004,9999,,serial,Three no. a year|||Three times a year,English,text,electronic resource|||remote|||computer|||online resource,1 online resource,Periodicals|||periodical|||text,,"Alternative medicine|||Traditional medicine|||Herbs|||Therapeutic use|||Medicinal plants|||Phytotherapy|||Complementary Therapies|||Medicine, African Traditional|||Plants, Medicinal",,Africa,,,,2505-0044,2005243003,,
5498088,"African journal of traditional, complementary, and alternative medicines: AJTCAM","African journal of traditional, complementary, and alternative medicines (Online)",AJTCAM,,,"Ile-Ife, Nigeria?]|||Osun :","[African Networks on Ethnomedicines]|||African Traditional, Herbal Medicine Supporters Initiative",[2004]-,2004,9999,,serial,Three no. a year|||Three times a year,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,"Alternative medicine|||Traditional medicine|||Herbs|||Therapeutic use|||Medicinal plants|||Phytotherapy|||Complementary Therapies|||Medicine, African Traditional|||Plants, Medicinal",,Africa,,,,2505-0044|||0189-6016,,,http://www.bioline.org.br/tc|||http://www.ncbi.nlm.nih.gov/pmc/journals/970/|||https://www.ncbi.nlm.nih.gov/pmc/journals/970/
526085,African language studies,,,,,London,"School of Oriental and African Studies, University of London.",,1960,1980,,serial,Annual,English,text,print,17 v. 23 cm.,,,African languages,,,,,,0065-3985,65081635 //r823,,
4176070,African languages and cultures,African languages and cultures|||African languages and cultures (Online),,,,London,"School of Oriental and African Studies, University of London",1992-1996,1992,1996,,serial,Irregular|||Completely irregular,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||series|||text,,African languages|||Civilization,,Africa,,,,1477-9366,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/afrilangcultsupp
4176068,African languages and cultures,African languages and cultures (Online),ALC,,,London,"School of Oriental and African Studies, University of London",³1988-1997,1988,1997,,serial,Semiannual,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African languages|||Civilization,,Africa,,,Journal of African cultural studies (Online) (DLC) 2002227148 (OCoLC)50709779,0954-416X,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/afrilangcult
518176,African literature today,,African literature|||ALT,,,London|||New York,Heinemann|||Africana Pub. Co.,c1968-,1968,9999,,serial,"Irregular, 1971-|||Two no. a year, 1968-1970|||Completely irregular",English,text,print,v. ; 21-23 cm.,series,,African literature|||History and criticism,,Africa,,Bulletin of the Association for African Literature in English Association for African Literature in English. (OCoLC)3358201,,0065-4000,70002505|||sn 96046024,,
9040492,African markets overview,,SA ePublications,,,"Bellville, South Africa :",African Centre for Investment Analysis,,2004,2uuu,,serial,Monthly|||Annual,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Marketing|||Sabinet African ePublications (SA ePublications),,Africa,,,,,,,http://journals.co.za/content/journal/market
532524,African opinion: journal of independent thoughts and expression,,,,,New York,African Picture & Information Service.,,1949,1976,,serial,Completely irregular,English,text,print,"11 v. ill. 28 cm,",Periodicals|||periodical,,"African Americans|||Africa|||Foreign public opinion, American|||Blacks|||Periodicals|||Nationalism",,Africa,,,,0002-0095,,,
4279109,African philosophy,,,,,"Abingdon, Oxfordshire|||Cambridge, MA",Carfax,³1998-³2000,1998,2000,,serial,Semiannual,English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,"Philosophy, African|||African diaspora|||Philosophie|||Zeitschrift",,Africa|||Afrika,,SAPINA (DLC) 2001238190 (OCoLC)40157395,Philosophia Africana 1539-8250 (DLC) 2001235314 (OCoLC)48059681,1369-6823,,,http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=35K&scope=site
4804106,"African repository and colonial journal, The",,African repository|||Colonial journal,,,Washington City,American Colonization Society,1825-1850,1825,1850,,serial,"Monthly, Mar. 1842-Aug. 1850|||Semimonthly (irregular), Jan. 1839-Feb. 15, 1842|||Monthly, Mar. 1825-Dec. 1838|||Monthly",English,text,electronic|||electronic resource|||remote|||computer|||online resource,,African American periodicals|||Antislavery periodicals|||Electronic journals|||Periodicals|||Printed wrappers (Binding)|||periodical|||text,,African Americans|||Colonization|||Slavery,,United States|||Africa|||Liberia,,"Christian statesman (Washington, D.C. : Online)|||Colonization herald (Online)",African repository (Online) (DLC) 2008233058 (OCoLC)55945455,2154-851X,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/24440
4176075,African studies bulletin,African studies bulletin (Online),,,,"New York, N.Y",African Studies Association,1958-1969,1958,1969,,serial,"3 no. a year, 1965-1969|||Two no. a year, 1958|||Quarterly, 1959-1964|||Three times a year",English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodique électronique (Descripteur de forme)|||Ressource Internet (Descripteur de forme)|||periodical|||text,,African philology|||Études africaines,,"Afrique|||Africa, Sub-Saharan",,,African studies review (Online) 1555-2462 (DLC) 2002227372 (OCoLC)51205622,2326-3083|||0568-1537,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/afristudbull
541487,African studies newsletter,,,,,"Waltham, Mass",African Studies Association],,1968,1980,,serial,"Six no. a year, Apr. 1971-<Apr. 1977>|||Six to 9 no. a year, < Mar./Apr. 1968>-Feb. 1971|||Bimonthly",English,text,print,v. 23 cm.,periodical|||review,,Study and teaching|||Periodicals|||African Studies Association.,,United States|||Africa,,Newsletter (African Studies Association) (OCoLC) 7351893,ASA news 0278-2219 (DLC) 81649773,0002-0214,77641880 //r82,,
4218985,African studies quarterly,African studies quarterly (Online),ASQ,,,"Gainesville, Fla.]","University of Florida, Center for African Studies",1997-,1997,9999,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,"Presents ""African Studies Quarterly,"" an electronic journal published quarterly by the Center for African Studies at the University of Florida in Gainesville. Posts contact information for the editorial office via street address, telephone number, and e-mail. Lists advisory board and staff members. Offers access to the current issue, as well as to previous issues. Contains articles and related book reviews. Provides information on submissions and links to ""African Anthropology.""",Electronic journals|||Study skills|||Study and teaching|||African studiesPeriodicals|||University of Florida. Center for African Studies.,,Florida|||Africa|||Gainesville|||Gainesville (Fla.),,,,2152-2448|||1093-2658,,,http://asq.africa.ufl.edu/previous-issues/|||http://web.africa.ufl.edu/asq/|||http://asq.africa.ufl.edu/|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/0HUR/AONE?sid=kbart?&u=upitt_main
4176076,African studies review,African studies review (Online),,,,"East Lansing, Mich|||New York, NY|||Cambridge, UK","African Studies Center, Michigan State University|||Cambridge University Press",1970-,1970,9999,,serial,"3 no. a year, 1987-|||Three no. a year, 1970-1980|||Quarterly, 1981-1986|||Three times a year",English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Online-Publikation|||Periodicals|||Périodique électronique (Descripteur de forme)|||Ressource Internet (Descripteur de forme)|||Zeitschrift|||periodical|||review|||text,,African philology|||Études africaines,,Afrique|||Africa|||Afrika,,African studies bulletin (Online) 2326-3083 (DLC) 2002227371 (OCoLC)51205608|||ASA review of books (Online) 2326-3075 (DLC) 2002227370 (OCoLC)51205596,,1555-2462|||0002-0206,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/afristudrevi|||http://pitt.idm.oclc.org/login?url=http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:lion-us&rft_id=xri:lion:contents:abl_toc/AfricanStudiesReview/issues.htm|||http://pitt.idm.oclc.org/login?url=http://www.cambridge.org/core/product/identifier/ASR/type/JOURNAL|||http://pitt.idm.oclc.org/login?url=https://muse.jhu.edu/journal/282
519046,African studies,,,,,Johannesburg,Witwatersrand University Press,1942-,1942,9999,,serial,"Semiannual, 1976-|||Quarterly, 1942-75|||Semiannual",English,text,print,"v. maps, diagrs. 25 cm.",periodical,,Ethnology|||Indigenous peoples|||African languages|||Languages,,South Africa,,Bantu studies (OCoLC)1519160,,0002-0184,45015602 //r82,,http://pitt.idm.oclc.org/login?url=http://taylorandfrancis.metapress.com/openurl.asp?genre=journal&issn=0002-0184
4176074,African studies,African studies (Online),,,,London],Carfax,,1942,9999,,serial,Semiannual,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Ethnology|||Indigenous peoples|||African languages|||Language and languages|||African Studies|||Languages,,South Africa,,Bantu studies,,1469-2872|||0002-0184,,,http://pitt.idm.oclc.org/login?url=https://www.tandfonline.com/openurl?genre=journal&stitle=cast20|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=35L&scope=site|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=sih&jid=35L&scope=site
6162889,"African times and Orient review: a monthly journal devoted to the interests of the coloured races of the world, The",,,,,London,African Times and Orient Review,1912-1918,1912,1918,,serial,"Monthly, 1917-Oct. 1918|||Monthly, July 1912-Dec. 1913|||Weekly, Mar. 24, 1914-Aug. 18, 1914",English,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,Black race|||Civilization,,Africa,,,,,,,http://pitt.idm.oclc.org/login?url=http://www.empire.amdigital.co.uk/contents/document-detail.aspx?sectionid=57|||http://pitt.idm.oclc.org/login?url=http://www.empire.amdigital.co.uk/contents/document-detail.aspx?sectionid=58|||http://pitt.idm.oclc.org/login?url=http://www.empire.amdigital.co.uk/contents/document-detail.aspx?sectionid=59|||http://pitt.idm.oclc.org/login?url=http://www.empire.amdigital.co.uk/contents/document-detail.aspx?sectionid=60
8536418,African writing,,African writing online,,,"Nottingham, UK :|||Bournemouth, UK :","Fonthouse Ltd,|||African Writing Ltd",[2007]-,2007,9999,,serial,Bimonthly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Literature|||Periodicals|||periodical|||text,,African literature (English),,Africa,,,,1754-6672,,,http://www.african-writing.com/
4306652,Africana libraries newsletter,"Africana libraries newsletter (Urbana, Ill. : Online)",ALN,,,"Urbana, Ill","African Studies Program, University of Illinois",1983-,1983,9999,,serial,"Semiannual, 2005-|||Quarterly, 1983-|||Irregular, <1999>-2004|||Completely irregular",English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||Périodiques|||periodical|||text,,"Serials control systems|||Africana libraries|||Publications en série|||Gestion, Systèmes de|||Bibliothèques|||Archival resources|||Library resources|||Fonds documentaires|||Fonds d'archives|||Michigan State University. Libraries.|||African Studies Association. Africana Librarians Council.",,Afrique|||Africa,,"Africana libraries newsletter (Urbana, Ill) (DLC)sn 84012032 (OCoLC)9977658",,,,,http://staff.lib.msu.edu/lauer/aln/|||http://www.libraries.iub.edu/index.php?pageId=1000296|||http://pitt.idm.oclc.org/login?url=https://libraries.indiana.edu/africana-libraries-newsletter-0
892240,Africana linguistica,,,,,"Tervuren, Belgique",Musée royal de l'Afrique centrale.,,1962,9999,,serial,Unknown,French|||English|||Multiple languages|||fle,text,print,v. ill. 27 cm.,,,African philology,,Africa,,,,,72257923 //r75,,
8683373,Africana linguistica,,,,,"Tervuren, Belgique",Musée royal de l'Afrique centrale,1962-,1962,9999,,serial,"Annual, 2006-|||Irregular, -1994|||Annual",Dutch|||French|||English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||text,,African philology,,Africa,,,,2033-8732,,,http://www.persee.fr/collection/aflin
