,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
16,9943023503406236,Syria Mosque,,,,,,,,,,,,monographic,,still image,photograph,,,,,,,,,,,
17,9943919373406236,Fantastic: a new collection of scenes from all-time favorite films featuring Boris Karloff,,,"Barbour, Alan G.",,S.l.],Screen Facts Press,1971,,,,,monographic,eng,text,print,[49] p. : all ill. ; 26 cm.,,,"Karloff, Boris 1887-1969",,,,,,ocm11832462,
18,9943981673406236,On stage,,,,,N.Y,Universe,1979,,,,,monographic,eng,text,print,1 v. (unpaged) : ill. ; 24 cm.,,,Theater|||Pictorial works|||Museum of the City of New York. Theatre Collection.,,New York (State)|||New York|||n-us-ny,,,,,
19,9943981933406236,"selection of musicals from the catalog of Tams-Witmark Musical Library, inc, A",,,,Tams-Witmark Musical Library,"New York, N.Y",Tams-Witmark Music Library,[1983],1983,,,,monographic,eng,text,print,23 p. : ill. (some col.) ; 28 cm.,Bibliography|||Catalogs,,Musicals,,,,,,ocm56518213,
20,9943981963406236,Musical show,,,,Tams-Witmark Musical Library,New York,Tams-Witmark Musical Library.,,19uu/9999,,,,serial,eng,text,print,v.,,,,,,,,sf 81004096,ocm07950406,
21,9944126913406236,Theatre set designs in the Victoria and Albert Museum,,Theatre set designs,,Victoria and Albert Museum|||Emmett Microform Ltd,"Haslemere, Surrey?]",Emmett Microform,1985,,,,,monographic,eng,text,microfiche|||microform,25 microfiches : col. & all ill. ; 11 x 15 cm.,Pictorial works,,Theaters|||Stage-setting and scenery|||Theater|||History|||Sources,,,,0907696198,,ocm14512084,
22,9944197233406236,"Answering a question with a question: an exploration of the role of Rosencrantz in Tom Stoppard's ""Rosencrantz and Gildenstern are dead""",,"Exploration of the role of Rosencrantz in Tom Stoppard's ""Rosencrantz and Gildenstern are dead""","Novinski, David.",,,,,,1999,,,monographic,eng,text,print,174 leaves : ill. ; 28 cm.,bibliography,,"Criticism and interpretation|||Stoppard, Tom",,,,,,ocm55976002,
23,9944197243406236,Seminar '65 report,,Seminaire '65 rapport,,Canadian Conference of the Arts,"Ottawa, Ont",Canadian Conference of the Arts,1965?],1965,,,,monographic,eng|||fre,text,print,1 v. (various pagings) ; 28 cm.,Congresses|||conference publication,,"Federal aid to the arts|||Arts, Canadian|||Cultural policy",,Canada|||n-cn---,,,,ocm55979579,
24,9944299943406236,Horror poster art,,,,"Nourmand, Tony.|||Marsh, Graham.",London,Aurum Press,2004,,,,,monographic,eng,text,print,191 p. : chiefly col. ill. ; 30 cm.,Catalogs,"""This splendid, if scary, collection of movie posters covers over 80 years of horror films and features all the classics of the genre from early silents such as Nosferatu (illustrated here with a hitherto unpublished poster) and The Cabinet of Dr. Caligari to contemporary blockbusters like Silence of the Lambs. The films are grouped by categories, such as Universal Studios' uniquely rich hoard of horror, the products of British horror specialists Hammer Films, Japanese horror movies, horror spoofs such as An American Warewolf in London, or serial killer movies."" ""Also featured is the work of directors who are wholly or partly remembered for their contribution to the genre.""--BOOK JACKET.",Horror films|||Posters,,,adult,1845130103 (pbk.),,ocm56639651,
25,9945136763406236,"independent movie poster book: from the collection of the Posteritati Gallery, The",,,"Drate, Spencer.","Salavetz, Judith.|||Kehr, David.|||Posteritati (Firm)",New York,H.N. Abrams,2004,,,,,monographic,eng,text,print,176 p. : chiefly ill. (chiefly col.) ; 31 cm.,Catalogs|||catalog,,Film posters,,,,081099190X (pbk. : alk. paper),2004020413,ocm56405079,
26,9945187553406236,"must see!: brilliant Broadway artwork, A",,,"Suskin, Steven.",,"San Francisco, Calif",Chronicle Books,c2004,2004,,,,monographic,eng,text,print,156 p. : ill. (chiefly col.) ; 31 cm.,Catalogs|||catalog,,"Theatrical posters, American|||Musicals",,New York (State)|||New York|||n-us---|||n-us-ny,,0811842177,2003017908,ocm52860058,
27,9945817503406236,Membership directory,Puppetry journal,Handbook and directory|||Service guide & membership directory,,Puppeteers of America,"Macedonia, Ohio]",Puppeteers of America,[c1983-,1983/uuuu,,,,serial,eng,text,print,v. ; 28 cm.,directory,,Directories|||Puppeteers|||Puppeteers of America,,,,,sc 88010202,ocm02871962,
28,9945893833406236,"Italian ballet, 1637-1977: a catalogue",,,"Levy, Morris S.","Ward, John M. (John Milton), 1917-2011|||Macnutt, Richard.|||John Milton and Ruth Neils Ward Collection (Harvard Theatre Collection)|||Harvard Theatre Collection|||Houghton Library","Cambridge, Mass",Houghton Library of the Harvard College Library|||Distributed by Harvard University Press,2005,,,,,monographic,eng,text,print,"xxi, 420 p., [7] folded leaves of plates : col. ill. / 28 cm.",Catalogs|||bibliography,"A catalogue of scores, manuscripts, books, playbills, costume designs, and ephemera relating to ballets performed in Italy from the 17th through the 20th century.",Ballet|||Harvard Theatre Collection|||John Milton and Ruth Neils Ward Collection (Harvard Theatre Collection),,Italy|||United States Massachusetts Cambridge,,0974396311,,ocm62035054,
29,9945944843406236,Hirschfeld's British aisles,,British aisles,"Hirschfeld, Al.","Andrews, Julie.","S.l.]|||Milwaukee, WI",Glenn Young Books|||distributed by] Hal Leonard/Applause Books,c2006,2006,,,1st ed.,monographic,eng,text,print,221 p. : chiefly ill. ; 28 cm.,Caricatures and cartoons|||biography,,Theater,,Great Britain|||e-uk-en,,1557836744,,ocm62587265,
30,9945946853406236,"Surf movie tonite!: surf movie poster art, 1957-2004",,,"Warshaw, Matt, 1960-",,San Francisco,Chronicle Books,c2005,2005,,,,monographic,eng,text,print,143 p. : chiefly ill. (some col.) ; 31 cm.,Catalogs|||catalog,,Beach party films|||Posters,,,,0811848736,2004029754,ocm57432044,
31,9948853083406236,"Encore! 3 tenors: José Carreras, Plácido Domingo, Luciano Pavarotti with Zubin Mehta",,Encore three tenors,,"Rudas, Tibor.|||Public Broadcasting Service (U.S.)",San Francisco,Collins Publishers San Francisco,1994],1994,,,,monographic,eng,text,print,70 p. : ill. (som col.) ; 28 cm.,,,"Performances|||Concert programs|||Carreras, José|||Domingo, Plácido 1941-|||Pavarotti, Luciano|||Mehta, Zubin",,California|||Los Angeles|||n-us-ca,,0006382827 (pbk.) :|||9780006382829 (pbk.),,ocm31209949|||31209949,
32,9949383163406236,"genius of the later English theater, The",,,,"Barnet, Sylvan (ed)",New York],New American Library,[1962],1962,,,,monographic,eng,text,print,536 p. 19 cm.,bibliography,,English drama,,,,,62018430,ocm00256496|||256496,
33,9951134473406236,"songs of Paul Simon, The",Songs. Selections,,"Simon, Paul, 1941-",,New York,A.A. Knopf|||[Distributed by Random House],1972,,,,[1st ed.],monographic,eng,notated music,print,"1 score (xii, 331 p.) : ill. (some col.) ; 28 cm.",,,Popular music,,,,0394480007|||9780394480008|||0394707834 (pbk.)|||9780394707839 (pbk.),78038322,ocm00389897,
34,9954301153406236,Film posters: horror,,Horror,,"Nourmand, Tony.|||Marsh, Graham.",Köln|||London,Taschen,2006,,,,,monographic,eng,text,print,191 p. : col. ill. ; 30 cm.,Catalogs,,Film posters|||Horror films|||Posters,,,,3822856266 (pbk.)|||9783822856260 (pbk.),,ocm68263453,
35,9954301163406236,Film posters of the 30s: the essential movies of the decade : from the Reel Poster Gallery collection,,,,"Nourmand, Tony.|||Marsh, Graham.|||Reel Poster Gallery",Köln|||London,Taschen,2006,,,,,monographic,eng,text,print,127 p. : col. ill. ; 30 cm.,Catalogs|||Ouvrages illustrés|||Pictorial works,,Film posters|||Affiches de cinéma|||Reel Poster Gallery.,,,,3822845116 (pbk.)|||9783822845110 (pbk.),,ocm64098249,
36,9954301183406236,Film posters science fiction,,,,"Nourmand, Tony.|||Marsh, Graham.",Köln|||London,Taschen,2006,,,,,monographic,eng,text,print,192 p. : col. ill. ; 30 cm.,Catalogs,,Film posters|||Science fiction films|||Posters|||Science fiction in art,,,,3822856274 (pbk.)|||9783822856277 (pbk.),,ocm68263454,
37,9956128103406236,Restoration plays,,,"Harris, Brice, 1900-1984","Congreve, William, 1670-1729|||Dryden, John, 1631-1700|||Etherege, George, 1636-1691 or 1692|||Farquhar, George, 1677?-1707|||Otway, Thomas, 1652-1685|||Vanbrugh, John, 1664-1726|||Buckingham, George Villiers, Duke of, 1628-1687|||Wycherley, William, 1640-1716",New York,Modern Library,1953,,,,,monographic,eng,text,print,"xx, 674 p. ; 19 cm.",bibliography,,English drama,"Restoration, 1660-1700",,,,53009766,00682815,
38,9956955563406236,Murder in the cathedral,,,"Eliot, T. S. (Thomas Stearns), 1888-1965",,New York,"Harcourt, Brace","[1936, c1935]",1936,,,[2d ed.].,monographic,eng,text,print,"[7], 11-86 p. 23 cm.",Drama,,"à Becket, Saint Thomas 1118?-1170",,,,,,ocm00831302,
39,9960981443406236,Computers and the performing arts: a report on the National computer project for the performing arts,,,,"Moore, Lou.|||Kassak, Nancy.|||Theatre Communications Group","New York, NY",TCG,c1980,1980,,,,monographic,eng,text,print,113 p. : ill. ; 28 cm.,,,Performing arts|||Data processing|||Arts du spectacle|||Informatique,,,,0930452151 (pbk.) :|||9780930452155 (pbk.),80153515,ocm07737570,
40,9967828593406236,Goodspeed Opera House,,,"Brennan, Noel-Anne.",,"Portland, Conn",Printed by the Waverly Print. Co.,c1974,1974,,,,monographic,eng,text,print,56 p. : ill. (some col.) ; 22 cm.,,,"History|||Theaters|||Historic buildings|||Buildings, structures, etc|||Goodspeed Opera House",,Connecticut|||East Haddam (Town)|||East Haddam (Conn. : Town)|||n-us-ct,,,,ocm45145877,
41,9967829163406236,"Practical guide to arts participation research, A",,,,AMS Planning & Research Corp,"Washington, DC",National Endowment for the Arts,[1995],1995,,,,monographic,eng,text,print,"iii, 91 p. : ill. ; 28 cm.",bibliography|||government publication,,Arts audiences|||Arts surveys|||Culturele participatie|||Publieksonderzoek|||Onderzoeksontwerp,,United States|||n-us---,,,95012004,ocm32235860,
42,9967829803406236,"Pittsburgh Cultural Trust: the first five years : 1984 - 1989, The",,First five years,,Pittsburgh Cultural Trust,"Pittsburgh, PA",Pittsburgh Cultural Trust,[1989?],1989,,,,monographic,eng,text,print,16 p. ; 33 cm.,,,Arts|||Economic aspects|||Art and society|||Pittsburgh Cultural Trust.,,Pennsylvania|||Pittsburgh|||n-us-pa,,,,ocn759402079|||759402079,
43,9967830203406236,Directory of consultants,"Directory of consultants (State College, Pa.)",,,Pennsylvania Local Arts Network,"State College, PA",The Network,[1991]-,1991/9999,,,,serial,eng,text,print,v. ; 28 cm.,Directories,,Art consultants|||Arts administrators,,Pennsylvania|||n-us-pa,,,,ocm31110185,
44,9967830413406236,"Dance, music, theatre, visual arts: what every young American should know and be able to do in the arts : National standards for arts education",National standards for arts education,,,Consortium of National Arts Education Associations,"Reston, Va",Music Educators National Conference,c1994,1994,,,,monographic,eng,text,print,142 p. ; 28 cm.,,,Arts|||Study and teaching|||Standards|||Music|||Instruction and study,,United States|||n-us---,,1565450361|||9781565450363,94193083,ocm30413886,
45,9967832093406236,Planning to make the arts basic: a report to the National Endowment for the Arts on the impact and results of the Arts in Schools Basic Education Grants Program,,,"Stevens, Louise K., 1953-",National Endowment for the Arts,"Marion, MA",ArtsMarket Consulting,1991,,,,1st ed.,monographic,eng,text,print,292 p. : ill. ; 28 cm.,bibliography,,Arts in Schools Basic Education Grants Program (U.S.),,n-us---,,0963054007|||9780963054005,91029813,ocm24215553,
46,9971068473406236,"official BBC guide to the reopening of the Royal Opera House, The",,,,"Lay, Paul.","London, U.K",BBC Worldwide,c1999,1999,,,,monographic,eng,text,print,106 p. : ill. ; 29 cm.,,,"Royal Opera House (London, England)|||London / Königliches Opernhaus Covent Garden.",,e-uk-en,,,2004445245,ocm60373714,
47,9971630643406236,Lazarus laughed (1925-26): a play for an imaginative theatre,,,"O'Neill, Eugene, 1888-1953",,New York,Boni & Liveright|||Boni & Liveright,1927,,,,,monographic,eng,text,print,179 p. 22 cm.,Drama,,"of Bethany, Saint Lazarus",,,,,27024516,ocm00289979|||289979,
48,9972279243406236,My three lives,,,"Farris, Celia Lipton.",,"Palm Beach, Fla",IRC Promotions,c2008,2008,,,,monographic,eng,text,print,343 p. : ill. (chiefly col.) ; 32 cm.,biography,,"Actors|||Singers|||Socialites|||Farris, Celia Lipton|||Farris, Victor W",,Great Britain|||United States|||Florida|||Palm Beach|||e-uk---|||n-us---|||n-us-fl,,9780615165967|||0615165966,,ocn274110668|||274110668,
49,9975982663406236,Theatre world (N.Y.N.Y. : 1981),"Theatre world (New York, N.Y. : 1981)",John Willis with Ben Hodges theatre world|||John Willis theatre world,,"Willis, John (John A.)",New York,Crown Publishers,c1982-,1981/2013,,,,serial,eng,text,print,v. : ill. ; 24 cm.,Periodicals,,Theater,,New York (State)|||New York|||United States|||n-us-ny|||n-us---,,,96641430|||sn 84010391,10416424|||ocm10416424,
50,9979405603406236,"Kennedy Center honors, The",,[Calendar],,John F. Kennedy Center for the Performing Arts (U.S.),"Washington, D.C",John F. Kennedy Center for the Performing Arts,,198u/9999,,,,serial,eng,text,print,"v. (unpaged) : ill., ports. ; 28 cm.",Pictorial works,,Performing arts|||Awards|||Entertainers|||John F. Kennedy Center for the Performing Arts (U.S.),,United States|||n-us---,,,,ocn890719941|||890719941,
51,9986002523406236,Spurlos: Roman,Taken. German,,"George, Kathleen, 1943-",,Bergisch Gladbach :,"Bastei Lübbe,",2003.,2003,,,Erste Auflage.,monographic,ger|||eng,text,print|||unmediated|||volume,461 pages ; 18 cm,Detective and mystery fiction|||Fiction|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,3404148673|||9783404148677,,ocn960953888,
52,9986002653406236,Kidnappet,Taken. Danish,,"George, Kathleen, 1943-",,København :,"Bogklubben Egmont,",2001.,2001,,,,monographic,dan|||eng,text,print|||unmediated|||volume,317 pages ; 22 cm,Detective and mystery fiction|||Fiction|||novel|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,8760813253|||9788760813252,,ocn960978315,
53,9986002713406236,Stjålet,Taken. Norwegian,,"George, Kathleen, 1943-",,Oslo :,"Egmont Hjemmets Bokforlag,",2001.,2001,,,,monographic,nor|||eng,text,print|||unmediated|||volume,341 pages ; 22 cm,Detective and mystery fiction|||Fiction|||novel|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,8259025426|||9788259025425,,ocn961105855,
54,9986009793406236,Roof,Taken. Dutch,,"George, Kathleen, 1943-",,Amsterdam :,"Uitgeverij Luitingh - Sijthoff,",2003.,2003,,,,monographic,dut|||eng,text,print|||unmediated|||volume,351 pages ; 23 cm,Detective and mystery fiction|||Fiction|||novel|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,9024542650|||9789024542659,,ocn961106444,
55,9986013443406236,Voleurs d'enfants,Taken. French,,"George, Kathleen, 1943-",,Paris :,"Belfond,",2002.,2002,,,,monographic,fre|||eng,text,print|||unmediated|||volume,386 pages ; 24 cm,Fiction|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,2714438210|||9782714438218,,ocn960944932,
56,9986017593406236,Voleurs d'enfants,Taken. French,,"George, Kathleen, 1943-",,Paris,France Loisirs,2001,,,,,monographic,fre,text,print|||unmediated|||volume,436 pages ; 20 cm.,Fiction|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,2744147699|||9782744147692,,ocn670297777,
